Timestep	2016	2017	2018	2019	ground
636	280.35	271.35	281.15	279.35	278.39
637	282.15	272.35	281.15	280.95	278.37
638	282.75	272.35	281.55	281.75	278.38
639	283.25	273.05	282.25	282.85	278.38
640	284.15	272.55	283.05	282.55	278.37
641	284.25	272.75	282.25	281.35	278.38
642	284.05	273.15	282.15	280.65	278.39
643	282.85	273.35	282.15	279.15	278.39
644	282.95	273.15	282.15	278.95	278.39
645	282.45	273.15	282.15	278.75	278.4
646	281.85	273.05	282.25	277.95	278.4
647	281.25	272.75	282.05	277.15	278.4
648	281.35	272.85	282.05	276.95	278.39
649	281.85	272.35	282.05	276.75	278.4
650	281.85	271.95	281.85	276.85	278.39
651	281.65	271.65	281.65	276.45	278.41
652	281.55	271.35	281.55	276.25	278.39
653	281.35	271.75	281.55	275.95	278.4
654	281.35	272.05	281.35	276.15	278.4
655	281.65	272.15	281.15	276.15	278.38
656	281.45	272.15	281.05	276.05	278.4
657	281.25	271.75	281.05	275.85	278.39
658	281.35	271.65	280.95	275.95	278.38
659	281.85	272.85	280.85	275.95	278.39
660	282.95	274.85	280.75	276.45	278.39
661	283.85	275.65	280.55	277.25	278.4
662	284.65	276.15	280.85	277.95	278.4
663	285.35	277.25	281.55	278.05	278.4
664	285.75	277.55	281.45	278.15	278.38
665	285.85	277.65	282.25	278.15	278.39
666	285.25	277.35	282.55	278.35	278.39
667	284.85	277.15	282.05	277.65	278.38
668	284.45	276.05	281.25	276.75	278.39
669	283.95	275.05	280.45	276.65	278.39
670	283.35	274.55	279.85	276.85	278.39
671	283.15	274.85	279.45	277.15	278.38
672	283.05	274.45	279.05	277.25	278.39
673	283.45	274.15	278.55	277.15	278.38
674	283.25	273.85	278.25	276.55	278.39
675	283.45	273.55	278.15	276.65	278.39
676	284.15	273.25	277.85	276.25	278.39
677	283.75	272.95	277.35	275.85	278.39
678	284.35	273.35	276.75	275.95	278.39
679	284.05	273.55	276.75	276.25	278.39
680	283.95	273.95	277.15	276.15	278.38
681	283.65	274.55	277.45	275.25	278.39
682	283.35	275.05	277.25	274.95	278.39
683	283.15	275.65	277.35	275.95	278.38
684	284.05	276.55	278.15	276.35	278.39
685	284.95	277.15	278.55	276.35	278.37
686	286.15	277.95	279.05	276.85	278.37
687	286.65	278.25	279.45	277.35	278.38
688	286.25	278.05	280.25	277.55	278.37
689	285.85	278.35	280.55	277.55	278.37
690	285.75	278.15	279.75	277.35	278.37
691	284.95	277.45	279.05	276.95	278.38
692	284.25	276.75	278.55	276.45	278.37
693	283.05	275.95	278.25	276.35	278.37
694	282.95	275.35	277.85	276.15	278.37
695	281.35	275.35	278.05	275.85	278.38
696	280.75	274.85	278.05	275.95	278.37
697	281.55	274.75	278.35	276.15	278.37
698	281.85	274.95	278.55	276.25	278.36
699	281.65	275.25	278.55	276.25	278.37
700	281.15	275.65	278.95	276.25	278.38
701	281.15	275.75	278.55	276.15	278.38
702	280.75	275.75	278.45	276.55	278.37
703	280.65	275.85	278.45	277.75	278.37
704	280.65	276.05	278.35	277.45	278.37
705	280.45	276.25	278.45	277.15	278.36
706	281.45	277.25	278.65	277.05	278.38
707	282.45	277.35	279.15	276.95	278.37
708	284.05	277.75	280.05	276.95	278.36
709	285.15	278.85	280.55	277.05	278.37
710	285.85	279.25	281.65	277.35	278.37
711	286.65	279.75	281.35	277.85	278.38
712	287.15	280.25	281.05	278.35	278.38
713	287.05	280.85	281.25	278.15	278.38
714	286.15	280.65	281.25	277.65	278.36
715	285.65	280.35	281.55	276.85	278.36
716	284.75	280.15	281.45	276.35	278.37
717	284.25	280.05	281.05	275.95	278.36
718	283.55	279.75	281.45	276.15	278.36
719	283.15	279.65	281.55	276.35	278.37
720	282.95	279.55	281.75	276.05	278.37
721	283.05	279.65	281.35	275.35	278.35
722	283.15	279.65	281.15	275.75	278.35
723	283.15	279.65	281.25	275.45	278.36
724	282.95	279.65	281.25	275.25	278.35
725	282.95	279.65	281.15	275.15	278.35
726	282.95	279.85	280.65	274.95	278.35
727	283.05	279.95	280.65	275.15	278.34
728	283.25	280.15	280.75	275.05	278.34
729	283.25	280.15	280.95	274.95	278.34
730	283.45	280.35	281.05	275.35	278.34
731	283.65	280.45	281.25	276.25	278.34
732	283.95	280.75	281.75	276.75	278.34
733	284.25	280.95	282.45	277.05	278.35
734	284.45	280.95	283.25	277.15	278.34
735	284.85	281.25	283.35	277.15	278.33
736	285.05	281.35	283.35	277.45	278.34
737	285.35	281.65	283.25	276.65	278.35
738	285.55	281.75	283.05	276.35	278.34
739	285.75	281.85	282.95	276.15	278.33
740	285.55	282.15	283.15	276.35	278.34
741	285.05	281.85	283.45	276.05	278.32
742	285.05	281.55	283.85	275.95	278.33
743	285.35	281.45	284.15	276.05	278.33
744	285.75	281.45	283.65	276.05	278.33
745	285.65	281.45	282.75	276.15	278.32
746	285.45	281.45	281.95	276.85	278.32
747	286.15	281.55	281.25	276.95	278.32
748	286.25	281.75	280.55	277.45	278.31
749	285.55	281.85	280.25	278.15	278.31
750	285.45	281.55	280.05	278.45	278.32
751	284.95	281.45	279.85	278.75	278.32
752	284.85	281.25	279.35	278.95	278.33
753	284.85	281.35	278.65	279.15	278.31
754	285.65	281.25	279.15	279.35	278.32
755	286.25	281.05	279.45	279.45	278.31
756	286.75	281.85	279.75	279.15	278.31
757	287.15	282.25	280.05	279.15	278.31
758	287.55	283.35	280.45	278.45	278.3
759	287.95	283.95	280.35	278.15	278.29
760	287.05	285.35	280.45	277.55	278.3
761	286.45	285.85	280.35	277.25	278.29
762	286.35	284.85	280.35	277.05	278.29
763	286.15	283.85	280.05	276.75	278.29
764	285.65	282.55	279.65	276.55	278.29
765	285.25	281.95	279.15	276.35	278.28
766	284.85	281.05	279.05	276.55	278.27
767	284.55	280.25	278.55	276.75	278.27
768	284.15	279.85	277.65	277.15	278.27
769	283.65	279.95	277.95	277.15	278.27
770	283.25	279.55	278.05	277.05	278.27
771	283.25	279.15	277.55	276.95	278.27
772	283.15	278.65	276.95	276.95	278.25
773	283.65	278.35	276.15	276.85	278.25
774	283.45	278.15	275.75	276.25	278.25
775	283.15	278.05	275.35	276.75	278.27
776	283.25	278.35	274.85	277.15	278.26
777	282.55	278.55	274.85	276.95	278.27
778	282.65	278.45	274.85	276.95	278.26
779	282.85	278.55	275.95	277.15	278.26
780	283.95	280.15	277.55	277.55	278.25
781	285.65	281.25	278.85	278.05	278.25
782	286.65	281.25	279.05	278.15	278.25
783	287.25	281.55	279.65	278.45	278.24
784	287.35	281.65	279.55	278.55	278.23
785	287.25	282.55	279.55	278.25	278.24
786	286.55	282.05	279.65	277.85	278.23
787	285.45	281.55	279.25	277.55	278.23
788	284.95	281.15	279.15	277.25	278.22
789	285.05	280.85	279.05	277.25	278.23
790	285.05	280.75	278.85	277.45	278.21
791	284.95	280.85	278.65	277.65	278.21
792	284.75	280.95	277.95	277.85	278.21
793	285.05	280.75	276.85	278.15	278.22
794	284.85	280.45	276.05	278.55	278.2
795	284.85	280.25	276.35	278.35	278.2
796	284.65	280.05	276.65	277.75	278.2
797	284.45	280.15	276.85	277.05	278.2
798	284.45	279.85	276.75	277.35	278.19
799	283.65	280.25	276.85	277.35	278.19
800	283.45	281.15	276.85	277.05	278.19
801	282.85	280.95	276.85	276.95	278.19
802	281.75	280.75	276.95	277.05	278.17
803	281.55	281.25	276.95	277.05	278.17
804	281.85	281.75	277.35	277.15	278.19
805	282.55	282.45	278.85	277.95	278.18
806	282.05	283.25	279.15	278.45	278.18
807	280.65	284.75	279.25	278.85	278.16
808	280.45	284.85	279.45	278.55	278.17
809	278.55	284.45	278.95	277.75	278.18
810	279.45	284.15	278.35	277.35	278.17
811	279.55	283.65	277.95	277.35	278.17
812	279.25	282.05	278.05	277.15	278.17
813	279.25	281.15	277.95	276.95	278.17
814	279.35	281.05	277.05	276.65	278.17
815	279.15	281.15	277.15	276.85	278.16
816	278.95	281.15	277.25	276.75	278.16
817	278.75	281.25	276.65	276.15	278.16
818	277.95	280.95	276.05	275.55	278.16
819	277.75	281.35	275.55	275.15	278.15
820	278.05	280.45	275.65	274.85	278.15
821	278.35	279.95	275.75	274.95	278.14
822	278.25	279.45	275.55	274.85	278.14
823	278.35	278.95	275.65	274.55	278.14
824	277.85	278.55	275.55	274.05	278.14
825	277.75	278.25	275.45	273.95	278.14
826	278.25	278.05	275.45	274.25	278.14
827	278.45	278.05	276.55	275.05	278.14
828	279.35	276.85	277.45	276.05	278.13
829	279.95	277.15	277.95	276.65	278.14
830	280.45	276.95	278.35	276.95	278.13
831	280.65	277.45	278.45	277.55	278.14
832	280.55	278.05	278.75	276.85	278.13
833	280.15	280.05	278.75	276.65	278.12
834	279.35	280.35	278.45	276.95	278.11
835	278.35	280.75	278.45	276.25	278.1
836	278.25	281.15	278.65	275.85	278.1
837	278.15	280.65	277.75	275.55	278.11
838	278.15	279.65	277.55	275.45	278.1
839	278.15	279.15	277.45	274.95	278.11
840	278.25	278.55	277.45	274.75	278.11
841	278.65	278.45	277.35	274.65	278.11
842	278.85	277.95	277.45	274.65	278.1
843	279.05	277.55	277.05	274.55	278.1
844	279.15	276.55	275.95	274.45	278.11
845	279.25	275.65	275.95	273.85	278.11
846	279.35	275.25	275.75	273.35	278.1
847	279.55	275.25	275.45	272.95	278.1
848	279.55	275.95	275.25	272.55	278.11
849	278.85	276.35	275.05	273.15	278.1
850	279.25	276.25	275.25	273.85	278.11
851	279.75	276.75	275.45	274.35	278.1
852	280.65	276.75	275.75	274.75	278.11
853	281.55	276.85	276.25	275.55	278.1
854	282.95	276.85	276.25	276.15	278.09
855	282.65	276.85	277.05	276.65	278.1
856	282.95	276.15	277.25	276.45	278.08
857	283.35	276.45	277.35	275.55	278.08
858	283.45	276.55	277.45	275.65	278.07
859	282.65	276.25	276.95	275.25	278.08
860	281.45	276.15	276.55	275.25	278.08
861	280.25	275.85	276.45	274.65	278.08
862	279.45	275.85	276.35	274.05	278.08
863	278.75	276.15	276.15	274.05	278.08
864	278.15	276.35	276.05	274.15	278.08
865	277.65	276.35	275.95	273.55	278.08
866	277.35	276.35	276.05	273.75	278.08
867	277.15	276.35	275.75	273.95	278.08
868	277.65	276.45	275.25	273.95	278.08
869	277.15	276.55	275.15	273.75	278.07
870	277.05	276.45	275.15	273.75	278.07
871	276.85	276.35	275.25	273.45	278.07
872	276.75	276.35	275.05	273.15	278.07
873	276.95	276.65	275.05	273.25	278.07
874	277.15	276.55	275.45	273.55	278.07
875	277.05	276.55	276.35	273.05	278.07
876	277.95	277.45	276.85	273.85	278.06
877	279.05	278.15	277.55	274.45	278.07
878	279.75	279.95	277.45	274.75	278.07
879	280.65	280.25	277.45	275.25	278.07
880	280.45	280.35	277.75	275.35	278.06
881	280.25	280.65	277.45	274.55	278.06
882	279.65	279.95	277.15	274.75	278.06
883	279.85	279.55	276.25	274.85	278.05
884	279.05	279.25	275.55	274.55	278.06
885	279.05	278.45	275.05	274.85	278.06
886	279.05	277.65	274.85	274.85	278.05
887	278.45	277.95	274.65	274.35	278.04
888	278.15	278.15	274.55	274.15	278.03
889	278.55	278.25	274.95	274.05	278.05
890	278.25	278.15	275.15	273.95	278.05
891	277.85	278.25	275.25	274.35	278.04
892	277.85	277.85	275.25	274.45	278.04
893	277.55	277.55	275.65	274.65	278.05
894	277.55	277.15	275.85	274.95	278.04
895	277.35	277.05	275.95	275.15	278.04
896	277.05	277.05	276.05	275.35	278.03
897	277.15	277.25	276.15	275.45	278.05
898	277.65	277.55	276.35	275.45	278.04
899	278.15	277.65	276.45	275.95	278.05
900	278.85	278.35	276.65	276.85	278.05
901	280.85	278.35	277.15	277.15	278.03
902	280.45	278.05	277.55	277.25	278.05
903	280.55	278.65	277.95	278.05	278.03
904	280.35	278.15	278.35	278.85	278.02
905	280.25	277.85	278.15	279.65	278.02
906	280.55	278.25	277.75	279.75	278.02
907	280.15	277.75	277.35	279.55	278.04
908	279.75	277.75	277.25	279.05	278.03
909	279.35	278.35	277.05	278.95	278.03
910	279.25	278.25	276.75	279.15	278.03
911	279.25	277.65	276.85	278.75	278.03
912	279.05	277.85	276.95	278.65	278.03
913	279.05	278.25	276.95	278.55	278.03
914	279.05	278.65	277.15	278.05	278.02
915	278.65	278.65	277.05	277.85	278.02
916	278.45	278.75	276.65	277.75	278.03
917	278.65	278.55	276.55	277.95	278.02
918	278.85	278.45	276.85	277.65	278.03
919	279.25	278.05	276.85	277.45	278.02
920	279.85	277.85	276.65	276.95	278.02
921	280.25	278.75	276.65	276.45	278.02
922	280.55	279.25	276.65	276.75	278.02
923	281.15	278.45	276.95	277.45	278
924	282.45	278.35	277.55	279.05	278.01
925	283.45	278.65	278.25	279.65	278.02
926	284.95	278.75	277.75	279.85	278.01
927	284.95	279.25	278.35	280.25	278.02
928	285.55	279.75	278.35	281.95	278
929	284.85	279.95	278.65	281.25	278.02
930	284.75	280.15	278.45	280.85	278
931	284.35	279.55	277.65	280.75	278.01
932	284.15	279.15	276.75	280.35	278.01
933	284.25	279.05	276.05	279.95	278.02
934	284.15	279.05	275.85	279.55	278.02
935	283.95	278.85	275.75	278.85	278.01
936	284.25	278.75	275.45	278.55	278.01
937	283.55	278.55	276.25	278.45	278.01
938	282.95	278.25	276.55	278.45	278.01
939	282.95	277.95	276.45	278.95	277.99
940	283.55	277.75	276.45	279.45	278
941	283.15	277.35	276.15	280.05	278
942	283.55	276.75	276.35	281.15	278
943	283.25	276.35	276.55	281.65	278.01
944	283.25	275.85	276.65	281.35	278.01
945	283.15	275.45	276.45	281.45	278
946	282.95	275.45	276.35	281.35	278
947	283.55	275.85	276.55	282.45	278.01
948	284.15	276.15	277.25	284.05	278
949	284.15	276.95	277.25	284.15	278
950	284.15	277.45	278.25	283.55	278
951	284.25	278.05	278.75	283.85	278.01
952	283.95	278.75	278.75	284.85	278
953	283.25	278.75	279.05	285.15	278
954	283.35	277.85	279.15	285.05	277.99
955	283.45	277.05	278.55	284.55	277.99
956	281.65	276.35	277.45	284.05	278
957	282.55	275.95	277.55	283.35	278
958	282.35	275.95	277.55	283.35	278.01
959	281.15	275.85	277.45	283.95	277.99
960	278.35	275.95	277.45	283.85	278
961	279.25	276.35	277.65	283.85	278.01
962	278.95	276.55	277.65	284.05	278
963	278.55	276.45	277.55	283.65	278.01
964	278.35	276.65	277.15	283.35	278.01
965	278.05	276.65	277.25	282.75	278
966	277.35	276.75	277.25	282.65	278.02
967	277.85	276.65	276.95	282.75	278.01
968	277.75	276.85	276.65	283.75	278
969	277.45	276.75	276.45	283.95	278.01
970	277.25	276.95	276.65	284.15	278.01
971	277.45	277.05	277.15	284.55	278
972	278.55	276.85	278.25	285.45	278
973	278.95	277.15	278.95	285.85	278
974	278.85	277.35	279.65	286.35	277.98
975	279.45	277.75	279.85	285.55	278.01
976	279.05	278.15	278.85	284.45	278
977	279.15	278.75	278.55	283.65	278
978	279.25	278.75	278.45	282.25	278
979	278.05	278.25	278.55	281.55	277.98
980	277.45	278.55	278.25	281.45	278
981	277.25	278.45	277.45	281.35	277.99
982	276.55	278.35	277.45	281.05	277.98
983	276.05	278.15	277.45	280.65	277.98
984	276.25	278.35	277.35	279.85	277.98
985	276.15	278.45	277.35	278.85	277.97
986	276.25	278.35	277.15	279.75	277.99
987	276.05	278.35	277.35	279.55	277.99
988	275.75	278.55	277.05	277.75	277.98
989	275.55	278.55	276.85	278.85	277.99
990	275.85	278.35	276.75	278.85	277.98
991	276.05	278.15	276.95	278.55	277.96
992	275.55	278.15	276.95	278.85	278
993	275.25	277.85	276.95	278.75	278
994	275.55	278.25	277.05	279.05	277.97
995	276.35	278.75	276.55	278.75	277.99
996	277.35	279.65	276.45	279.25	277.98
997	278.65	278.85	277.05	280.15	277.98
998	278.05	279.35	277.55	280.65	278
999	278.75	279.75	278.15	280.55	277.99
1000	278.85	279.65	278.15	280.05	277.99
1001	279.15	279.75	277.45	280.75	277.98
1002	279.05	280.15	277.85	280.45	277.98
1003	278.85	279.95	278.35	279.85	277.99
1004	278.45	279.85	279.25	278.75	277.99
1005	278.05	279.75	279.45	278.65	277.99
1006	277.35	279.55	279.25	278.75	277.98
1007	276.95	279.25	279.25	278.45	277.98
1008	277.05	278.95	278.65	278.15	277.98
1009	277.15	279.05	277.95	277.95	277.98
1010	276.95	279.15	278.15	277.75	277.99
1011	277.05	278.95	278.35	278.15	277.98
1012	277.45	278.45	277.95	277.75	277.98
1013	277.45	278.15	277.85	276.75	277.98
1014	277.45	278.45	277.75	276.25	277.98
1015	277.55	278.25	277.55	275.65	277.99
1016	277.45	277.95	277.15	275.35	277.98
1017	277.45	277.55	276.95	275.15	277.99
1018	277.75	277.85	275.95	275.85	278
1019	278.45	278.05	276.95	277.45	278
1020	278.85	278.45	277.35	277.75	277.98
1021	279.05	279.55	278.15	278.05	277.99
1022	279.25	279.95	278.45	278.65	277.97
1023	277.85	280.25	278.35	279.85	277.99
1024	276.05	280.45	278.55	279.95	277.98
1025	276.65	280.85	278.15	280.85	277.99
1026	276.75	281.15	277.35	281.15	277.98
1027	276.55	280.55	277.25	280.05	277.99
1028	276.15	279.75	276.55	279.25	277.97
1029	276.25	279.45	275.85	278.55	277.98
1030	276.05	278.95	275.35	277.85	277.98
1031	276.45	278.25	275.05	277.35	277.98
1032	276.55	277.65	275.05	277.15	278
1033	277.25	277.25	274.55	276.85	277.99
1034	278.55	276.85	274.35	276.65	277.98
1035	278.65	276.45	273.85	276.35	278
1036	278.95	276.05	273.25	276.05	278
1037	279.05	275.55	272.85	275.95	277.98
1038	278.95	275.55	272.35	275.65	277.99
1039	278.95	275.45	271.95	275.55	277.98
1040	278.85	275.35	271.55	275.15	277.97
1041	278.55	275.35	271.55	275.15	277.98
1042	278.85	275.45	271.65	275.75	278
1043	279.55	275.55	273.35	276.05	277.98
1044	279.95	275.85	274.35	277.25	277.97
1045	280.65	276.25	274.95	278.65	277.98
1046	281.15	276.35	275.05	279.05	277.99
1047	280.85	276.75	275.75	279.05	277.98
1048	281.65	277.15	275.65	280.35	277.97
1049	281.65	277.35	275.75	280.45	277.98
1050	281.75	277.35	275.75	280.25	277.99
1051	281.95	277.05	275.25	280.15	277.99
1052	281.85	276.85	274.85	279.45	277.99
1053	282.25	276.65	274.85	278.65	277.98
1054	282.75	276.75	274.65	277.65	277.99
1055	282.65	276.55	274.55	276.85	277.99
1056	282.65	276.65	274.95	276.25	278.01
1057	282.25	276.95	275.35	275.85	278.01
1058	281.95	277.35	275.25	275.65	278.01
1059	282.25	277.35	275.15	275.25	278.01
1060	281.65	277.25	275.35	274.85	278
1061	281.65	277.05	275.35	274.75	278.01
1062	281.95	277.05	275.45	274.55	278.01
1063	281.85	277.05	275.45	274.45	278.02
1064	281.45	276.95	275.45	274.15	278.01
1065	281.15	276.65	275.35	274.25	278.01
1066	281.15	276.75	275.45	274.65	278.02
1067	280.95	277.05	275.65	276.35	278.01
1068	280.95	277.55	276.15	277.65	278
1069	280.65	277.45	276.55	278.65	277.99
1070	280.75	278.05	277.45	279.45	278.01
1071	280.25	279.05	277.25	280.35	278.01
1072	280.65	279.25	277.25	281.65	278.01
1073	280.95	279.75	277.45	282.15	278.02
1074	281.35	279.85	277.55	282.65	278.01
1075	281.15	279.35	277.35	282.15	278
1076	280.75	278.75	276.25	280.45	278.02
1077	280.35	277.95	275.55	279.15	278.01
1078	279.95	277.25	275.05	278.35	278.01
1079	279.05	276.75	274.85	277.75	278.02
1080	278.85	276.35	275.25	277.25	278.01
1081	278.25	275.95	275.25	276.65	278.01
1082	278.95	275.75	275.25	276.35	278.01
1083	278.85	275.65	275.35	275.85	278.01
1084	279.05	275.35	275.65	275.65	278.02
1085	278.75	275.15	275.95	275.45	278.02
1086	278.65	275.15	276.25	275.05	278.02
1087	278.95	275.25	276.35	274.75	278.03
1088	278.75	275.85	276.15	274.55	278.02
1089	278.75	276.55	276.25	274.55	278.03
1090	278.75	276.65	276.45	275.55	278.03
1091	278.55	277.05	276.65	277.05	278.04
1092	278.85	276.95	277.05	278.35	278.05
1093	279.25	277.15	277.55	279.35	278.04
1094	279.35	277.95	277.95	280.85	278.04
1095	279.25	280.55	278.55	281.35	278.04
1096	278.75	282.35	279.15	282.15	278.05
1097	278.05	282.35	279.75	283.05	278.04
1098	277.85	282.55	279.85	283.25	278.04
1099	277.75	282.45	279.75	282.55	278.04
1100	277.65	281.15	279.65	281.05	278.03
1101	277.55	280.75	279.65	279.75	278.04
1102	277.65	280.55	279.65	278.75	278.04
1103	277.85	279.75	279.75	277.85	278.05
1104	277.95	278.95	280.05	277.15	278.05
1105	277.95	278.45	280.35	276.65	278.03
1106	277.85	278.15	280.65	276.25	278.03
1107	277.75	277.55	280.95	275.95	278.05
1108	277.55	277.05	281.05	275.65	278.04
1109	277.45	276.85	281.25	275.45	278.05
1110	277.15	276.45	281.95	275.05	278.04
1111	277.05	276.25	281.35	274.95	278.04
1112	277.05	275.85	281.45	274.85	278.03
1113	277.05	276.55	281.75	274.55	278.04
1114	277.15	277.35	281.75	275.25	278.04
1115	277.25	277.95	281.95	277.15	278.04
1116	277.35	278.35	283.05	278.55	278.04
1117	277.65	278.85	283.95	280.15	278.03
1118	277.85	280.45	284.15	281.45	278.04
1119	277.95	281.65	283.35	282.55	278.05
1120	277.85	282.75	283.15	283.45	278.06
1121	277.75	283.75	282.35	284.25	278.06
1122	277.75	283.65	281.95	284.65	278.06
1123	277.75	283.25	281.65	283.85	278.06
1124	277.65	282.45	281.35	282.05	278.05
1125	277.55	281.75	281.05	280.65	278.05
1126	277.45	281.35	280.75	279.45	278.06
1127	277.35	281.25	280.65	278.95	278.05
1128	277.45	281.35	280.75	278.45	278.05
1129	277.55	281.35	280.85	277.75	278.05
1130	277.45	281.85	280.95	277.05	278.05
1131	277.65	281.35	280.45	276.55	278.05
1132	277.85	281.65	280.45	276.05	278.05
1133	278.15	281.65	280.45	275.75	278.05
1134	278.15	281.05	280.45	275.65	278.05
1135	277.75	280.65	280.45	275.25	278.05
1136	277.95	280.95	280.75	274.85	278.06
1137	278.35	280.55	280.35	274.75	278.06
1138	278.65	280.75	280.15	275.45	278.06
1139	278.45	281.25	280.35	277.45	278.06
1140	278.95	281.85	280.85	279.25	278.07
1141	278.75	282.65	280.95	280.55	278.07
1142	278.85	283.25	281.55	282.25	278.08
1143	279.95	283.55	282.85	283.35	278.07
1144	279.85	284.25	283.85	284.45	278.06
1145	279.75	284.85	283.35	284.55	278.08
1146	279.65	284.25	282.85	284.75	278.09
1147	279.75	283.65	282.35	284.35	278.07
1148	279.85	283.05	281.85	282.55	278.1
1149	279.75	282.35	281.45	280.95	278.09
1150	279.65	281.25	280.75	279.75	278.07
1151	279.65	280.25	280.25	278.85	278.06
1152	279.35	279.15	279.85	278.05	278.06
1153	279.15	278.55	279.95	277.35	278.07
1154	279.15	278.05	279.65	276.95	278.07
1155	279.15	277.45	279.05	276.65	278.06
1156	278.85	277.15	278.45	276.55	278.06
1157	278.85	277.15	278.45	276.15	278.07
1158	278.25	277.15	278.55	275.85	278.05
1159	278.55	277.05	278.15	275.85	278.05
