Timestep	2018	2019	2020	2021	2022
6984	287.55	286.45	280.95	284.05	288.25
6985	287.35	286.45	280.25	283.75	288.15
6986	286.35	285.95	279.75	283.25	287.75
6987	285.95	286.05	279.15	283.05	287.05
6988	285.25	285.95	278.85	282.95	286.55
6989	284.85	285.85	278.75	282.75	286.45
6990	284.55	285.85	278.45	283.05	286.25
6991	284.15	285.85	278.85	283.55	285.95
6992	284.55	285.85	279.95	283.85	286.05
6993	286.35	286.45	281.35	284.85	288.05
6994	287.55	286.55	281.85	285.75	288.65
6995	287.75	286.45	282.75	286.35	288.95
6996	288.15	287.55	283.15	286.85	289.55
6997	288.85	288.05	283.45	287.55	289.95
6998	289.25	288.95	284.05	288.65	290.45
6999	289.85	288.75	284.35	289.05	290.35
7000	290.25	288.15	284.65	289.45	290.95
7001	290.25	287.25	284.05	288.95	289.85
7002	289.25	287.05	283.05	287.85	289.05
7003	288.55	286.75	281.95	286.75	287.85
7004	287.75	286.65	281.45	286.25	287.55
7005	287.45	286.75	281.05	285.85	287.45
7006	286.95	286.65	280.75	285.95	286.85
7007	286.75	286.55	280.65	285.65	286.95
7008	286.05	286.15	280.45	285.05	287.15
7009	285.65	285.65	280.25	284.65	287.45
7010	285.25	285.55	280.15	284.55	287.25
7011	285.15	285.55	279.95	284.05	287.15
7012	284.85	285.65	280.05	283.55	287.35
7013	284.75	285.85	280.05	283.75	287.55
7014	284.55	285.95	280.25	283.45	287.65
7015	284.25	285.95	280.65	283.55	287.75
7016	284.05	285.45	281.05	284.55	287.75
7017	284.55	285.55	282.05	286.95	287.95
7018	284.95	286.55	283.85	287.05	288.15
7019	285.15	287.05	285.25	288.85	288.95
7020	285.85	287.15	287.05	289.85	290.15
7021	287.45	287.95	287.15	291.15	290.45
7022	289.35	288.25	287.75	291.15	290.15
7023	289.45	288.35	288.35	290.85	290.35
7024	288.75	287.95	287.95	291.25	290.45
7025	288.65	287.75	287.25	290.55	290.25
7026	287.55	287.05	287.65	290.35	289.35
7027	286.75	286.55	287.55	289.95	289.65
7028	287.05	286.55	287.45	289.45	288.95
7029	286.35	286.85	287.35	289.75	288.75
7030	286.15	286.65	287.25	289.45	288.75
7031	284.85	286.95	286.55	289.35	288.45
7032	284.65	287.05	286.65	289.15	288.85
7033	284.15	287.35	286.15	289.15	288.85
7034	284.15	287.35	285.75	289.25	288.65
7035	283.75	287.15	285.55	288.45	288.95
7036	284.25	287.05	285.25	287.25	288.85
7037	283.65	287.35	285.25	287.85	287.95
7038	283.25	287.25	285.25	288.05	287.75
7039	282.45	287.25	284.95	287.35	287.75
7040	282.05	287.15	285.35	287.05	287.75
7041	284.45	287.55	287.05	286.65	288.05
7042	285.45	287.75	288.85	287.25	288.35
7043	286.05	287.85	289.75	287.35	289.25
7044	285.75	287.85	289.85	288.45	289.95
7045	286.85	287.75	291.65	289.05	291.15
7046	288.25	287.95	292.65	289.15	290.75
7047	288.85	287.25	291.85	289.15	290.25
7048	288.05	287.05	291.65	288.85	288.85
7049	288.45	287.05	290.75	288.25	288.45
7050	288.05	286.95	289.75	287.25	288.05
7051	286.75	286.65	288.85	286.15	287.75
7052	285.85	286.45	288.65	285.35	287.65
7053	285.25	286.15	287.75	285.05	287.35
7054	284.15	286.05	287.55	284.85	287.45
7055	284.05	286.15	286.95	285.55	287.75
7056	283.15	285.65	286.95	285.35	287.55
7057	282.65	285.65	286.65	285.05	287.45
7058	281.85	285.55	286.55	284.45	287.55
7059	281.35	285.85	286.35	284.65	287.45
7060	280.75	285.55	286.05	284.35	287.35
7061	280.45	285.85	285.65	284.25	287.45
7062	280.25	285.45	285.15	283.75	287.45
7063	279.85	285.05	284.75	283.75	287.05
7064	279.95	285.05	284.75	283.45	286.75
7065	281.35	286.05	287.05	283.45	288.05
7066	281.05	286.95	287.35	284.35	288.85
7067	282.25	287.45	287.85	285.55	289.55
7068	284.75	287.45	288.25	286.35	290.05
7069	285.65	287.35	287.85	286.65	290.75
7070	286.45	287.65	287.95	287.15	291.05
7071	289.55	288.15	286.75	287.15	290.95
7072	289.35	288.15	286.25	287.05	291.15
7073	288.55	287.95	286.25	286.25	290.55
7074	286.85	287.75	285.45	284.55	289.25
7075	286.35	287.65	285.75	283.05	288.35
7076	285.55	287.65	285.85	282.15	287.65
7077	284.95	287.45	285.85	281.55	287.95
7078	284.45	287.25	285.65	281.25	287.65
7079	284.15	287.05	285.65	280.95	287.05
7080	283.75	286.15	285.55	280.85	286.75
7081	282.85	285.05	285.45	280.55	286.45
7082	282.45	285.15	285.35	280.05	286.05
7083	281.55	284.95	285.85	280.45	285.85
7084	281.75	285.35	285.55	279.95	285.55
7085	281.45	285.15	285.45	279.55	285.05
7086	280.45	284.35	285.75	278.85	284.95
7087	281.05	283.95	285.35	278.75	284.75
7088	280.95	284.05	285.35	278.55	285.05
7089	282.55	286.05	285.55	280.75	286.25
7090	284.05	287.45	285.55	282.15	287.35
7091	284.55	287.45	285.65	282.65	288.15
7092	284.95	287.55	285.75	282.95	287.95
7093	286.05	287.25	285.65	283.55	288.35
7094	286.75	287.95	285.65	284.25	288.75
7095	287.45	288.15	285.95	285.05	288.45
7096	288.45	287.75	285.95	285.85	288.65
7097	287.65	287.55	285.95	285.25	289.05
7098	286.15	287.05	285.75	283.75	289.15
7099	285.85	286.15	285.45	282.95	289.55
7100	286.95	285.95	285.25	282.15	289.35
7101	286.25	286.85	285.35	281.45	289.15
7102	285.45	286.75	285.15	280.45	289.85
7103	285.75	285.95	285.05	279.95	289.25
7104	286.65	286.35	284.95	279.65	289.45
7105	286.25	286.25	284.85	279.25	288.15
7106	285.55	286.55	284.75	278.85	288.35
7107	285.35	286.55	284.45	278.75	288.45
7108	284.35	286.25	284.45	278.55	287.75
7109	284.15	285.25	284.25	278.35	287.85
7110	284.35	285.55	284.05	279.05	288.25
7111	284.85	285.45	284.35	279.15	287.65
7112	284.65	285.25	284.45	278.95	287.95
7113	285.85	286.15	284.75	280.05	288.45
7114	286.65	287.75	285.05	281.55	288.55
7115	287.65	287.35	286.15	282.45	289.15
7116	289.05	287.75	287.05	282.95	287.35
7117	288.75	288.85	287.25	283.45	287.45
7118	291.65	288.45	288.05	284.05	287.55
7119	291.65	287.95	288.45	284.45	286.95
7120	292.55	287.65	287.85	284.95	286.65
7121	292.15	287.85	286.95	284.85	287.55
7122	290.55	287.05	285.65	283.65	286.85
7123	289.25	286.45	284.55	282.75	286.05
7124	288.05	286.45	283.95	282.25	285.75
7125	288.15	286.15	283.45	281.95	285.65
7126	287.65	285.45	283.15	281.65	285.75
7127	286.75	285.15	283.05	281.55	286.05
7128	286.45	284.95	282.75	281.15	285.95
7129	285.75	284.85	282.55	280.95	286.05
7130	285.45	284.55	282.55	280.95	285.85
7131	284.25	284.55	282.15	280.55	285.55
7132	284.85	284.75	281.85	280.35	285.15
7133	284.35	284.25	281.65	280.15	284.75
7134	283.95	284.05	281.45	279.85	284.45
7135	282.85	283.75	281.35	279.85	284.15
7136	283.25	284.15	281.45	280.15	284.45
7137	284.55	286.35	282.75	281.75	286.15
7138	285.65	287.05	284.85	283.25	287.45
7139	286.25	287.55	285.45	283.95	287.85
7140	286.55	288.15	285.95	284.45	288.05
7141	287.35	288.55	286.25	284.95	288.45
7142	287.45	288.75	286.75	285.65	288.25
7143	288.45	289.15	287.75	287.25	288.15
7144	288.75	289.45	287.65	286.75	287.85
7145	287.85	289.15	287.25	287.05	287.85
7146	286.55	287.55	286.95	284.95	287.05
7147	285.75	286.45	286.05	284.05	286.55
7148	286.15	286.25	286.15	283.95	286.55
7149	285.75	285.45	285.85	283.45	286.55
7150	284.95	285.05	286.15	283.15	286.45
7151	284.65	284.65	286.05	283.05	286.45
7152	283.95	284.25	286.65	282.85	286.25
7153	283.45	283.95	286.55	283.35	286.15
7154	283.05	283.75	286.05	283.35	286.45
7155	283.35	283.45	283.95	283.25	286.45
7156	283.65	283.35	282.45	283.45	286.85
7157	283.45	283.85	281.25	283.35	287.45
7158	283.55	283.55	280.45	283.15	287.05
7159	283.55	282.85	280.45	282.75	286.65
7160	283.55	282.95	280.25	282.65	286.65
7161	283.15	285.05	280.25	283.85	287.75
7162	283.15	286.25	280.05	284.75	289.05
7163	283.45	286.45	279.95	285.15	289.65
7164	284.05	286.65	279.95	286.15	290.35
7165	284.95	287.65	280.05	286.85	290.95
7166	285.15	288.75	280.05	287.25	291.85
7167	285.95	289.25	280.25	287.95	292.55
7168	287.05	290.55	280.55	288.35	292.15
7169	286.45	288.85	280.95	288.65	292.35
7170	286.55	287.75	280.05	286.75	290.55
7171	286.35	287.15	280.05	285.95	289.45
7172	286.25	287.35	280.45	285.55	289.15
7173	286.75	286.65	280.75	285.05	288.55
7174	286.75	286.45	280.75	285.25	288.55
7175	286.95	286.25	280.75	284.75	288.05
7176	287.55	285.75	280.85	283.55	287.85
7177	286.75	285.35	280.65	284.15	287.35
7178	286.05	285.15	280.35	283.35	286.75
7179	285.45	285.05	280.35	282.85	286.35
7180	284.85	284.55	280.35	281.95	285.85
7181	284.45	284.35	280.25	281.95	285.65
7182	282.85	284.15	280.35	281.45	285.45
7183	281.35	283.85	280.35	281.15	285.25
7184	281.05	284.15	280.55	281.35	285.45
7185	281.25	286.25	280.95	282.75	287.35
7186	281.55	286.65	281.15	284.35	288.25
7187	281.55	287.65	282.65	284.85	288.75
7188	281.55	288.15	283.15	284.65	289.25
7189	281.75	288.45	283.95	285.05	289.95
7190	281.55	288.75	284.35	285.45	290.25
7191	281.65	289.05	284.85	285.55	290.45
7192	281.45	288.75	284.85	285.95	290.45
7193	280.75	288.55	284.25	285.45	290.25
7194	279.55	287.75	283.65	284.25	289.05
7195	278.45	287.95	283.25	283.25	288.95
7196	277.65	287.95	282.85	282.55	288.65
7197	277.25	288.05	282.65	282.05	288.45
7198	276.95	287.95	282.75	281.65	287.75
7199	276.75	287.75	282.75	282.15	287.55
7200	276.95	287.45	282.75	282.65	287.35
7201	276.95	287.15	282.15	282.95	287.45
7202	276.75	287.15	281.85	282.85	286.85
7203	276.55	287.05	281.65	282.35	286.65
7204	276.55	287.15	282.55	282.15	286.45
7205	276.85	286.85	281.95	281.85	286.55
7206	277.05	286.65	281.95	281.65	286.25
7207	276.95	286.65	281.45	280.35	286.05
7208	276.75	286.65	281.65	280.25	286.05
7209	276.65	287.15	282.05	281.75	286.65
7210	276.55	287.55	282.25	283.35	287.95
7211	277.15	287.95	282.25	283.45	287.95
7212	277.95	288.15	282.55	283.85	289.05
7213	278.35	287.95	283.45	283.65	290.15
7214	278.35	287.45	284.45	283.45	291.25
7215	278.45	287.25	285.25	283.55	292.35
7216	278.45	287.15	285.35	283.85	292.85
7217	278.25	287.05	285.25	283.35	290.95
7218	277.75	286.95	284.85	282.65	290.55
7219	277.35	286.75	284.55	281.85	289.75
7220	277.25	286.45	285.05	281.55	289.25
7221	277.15	286.45	285.25	281.15	289.25
7222	277.35	286.45	285.65	280.85	289.65
7223	277.25	286.45	285.75	280.75	289.75
7224	277.35	286.35	286.15	280.45	289.35
7225	277.45	286.45	285.65	280.45	289.45
7226	277.35	286.35	284.55	281.15	288.75
7227	277.45	286.35	284.75	281.65	288.55
7228	277.55	286.35	284.55	281.65	288.05
7229	277.65	286.35	284.15	281.55	287.75
7230	277.45	286.35	283.75	280.75	287.45
7231	277.15	286.45	283.85	280.25	287.15
7232	277.35	286.35	284.15	280.15	287.15
7233	277.65	287.05	284.25	281.35	287.65
7234	277.75	287.15	284.35	282.35	288.25
7235	277.95	287.75	284.15	282.85	289.15
7236	278.05	287.75	284.65	283.35	289.55
7237	278.65	287.95	285.65	283.45	290.15
7238	278.45	288.35	286.15	283.55	290.55
7239	277.95	287.75	285.95	283.55	290.55
7240	277.85	287.75	285.95	284.05	289.85
7241	277.65	287.65	285.65	283.55	289.95
7242	277.75	286.85	285.05	282.65	288.55
7243	277.75	286.15	284.85	282.15	288.65
7244	278.15	285.75	284.95	282.05	288.45
7245	278.65	285.15	284.55	281.75	288.45
7246	279.25	284.95	284.25	281.35	288.25
7247	279.25	284.85	284.25	281.25	287.45
7248	278.75	284.35	284.05	281.15	287.55
7249	278.55	284.45	283.55	280.85	287.35
7250	278.05	284.45	283.15	280.45	286.85
7251	277.25	284.35	282.65	280.35	286.45
7252	277.25	284.05	282.65	280.55	286.15
7253	276.75	283.95	282.55	280.55	286.05
7254	276.45	283.65	283.05	280.75	285.45
7255	277.25	283.55	282.65	280.95	285.15
7256	277.15	283.75	282.45	281.25	285.05
7257	277.25	284.15	284.05	281.65	285.95
7258	278.55	284.45	284.95	282.05	286.15
7259	279.45	284.65	285.45	282.25	286.45
7260	279.45	284.95	285.85	282.55	286.75
7261	279.65	284.85	286.85	282.85	287.45
7262	279.75	284.85	287.15	283.35	289.35
7263	281.15	285.15	287.45	283.85	289.65
7264	281.95	285.25	287.65	283.95	290.05
7265	281.95	285.05	287.25	283.95	289.15
7266	281.05	284.95	286.05	284.05	288.25
7267	279.45	284.85	285.25	284.35	288.35
7268	279.05	284.75	284.95	284.55	287.95
7269	278.35	284.65	284.45	284.55	287.45
7270	278.15	284.55	284.05	284.65	287.35
7271	278.15	284.35	283.75	284.25	287.05
7272	278.05	284.35	283.65	284.35	286.85
7273	277.85	284.15	283.15	284.55	286.65
7274	278.05	284.05	283.05	283.95	286.45
7275	279.05	283.85	282.55	283.95	286.35
7276	279.25	283.75	282.25	284.05	286.35
7277	279.35	283.85	281.85	283.85	286.25
7278	279.35	283.75	281.35	283.05	286.05
7279	279.05	283.55	281.55	282.85	285.75
7280	279.35	283.65	281.85	282.65	285.65
7281	279.85	283.85	282.15	283.45	286.55
7282	280.65	283.75	282.35	284.75	287.55
7283	281.25	284.75	282.85	285.05	288.05
7284	281.65	284.85	284.05	285.55	288.35
7285	282.75	284.85	284.45	285.35	288.75
7286	282.75	284.95	284.35	285.75	289.05
7287	283.05	284.75	284.15	285.25	289.95
7288	283.65	284.55	284.25	285.05	290.05
7289	283.45	284.45	283.65	284.45	289.65
7290	281.95	284.35	282.65	283.85	287.65
7291	280.85	284.35	281.95	283.65	287.55
7292	280.25	284.35	281.75	283.55	287.55
7293	279.95	284.35	281.85	283.35	287.15
7294	279.95	284.35	281.75	284.65	286.85
7295	280.35	284.35	281.45	285.55	286.85
7296	280.25	284.25	280.95	286.55	287.35
7297	280.15	284.05	281.05	287.35	287.05
7298	280.15	283.95	281.35	286.45	286.95
7299	280.35	284.15	280.85	286.25	287.75
7300	280.35	284.25	280.45	285.75	287.25
7301	280.35	284.45	280.35	284.75	287.05
7302	280.55	284.45	280.45	283.95	286.95
7303	280.55	284.45	280.95	283.55	286.65
7304	280.85	284.65	281.05	283.15	286.75
7305	281.35	285.05	282.05	282.65	286.65
7306	282.25	285.25	283.05	282.55	286.65
7307	283.25	286.05	283.75	282.75	286.95
7308	283.45	286.35	284.35	283.15	287.45
7309	284.75	286.15	284.85	283.45	287.95
7310	285.25	285.65	286.05	283.95	288.05
7311	285.75	285.65	286.05	283.95	288.65
7312	284.95	285.85	286.35	283.85	288.65
7313	283.55	285.95	286.15	283.85	287.95
7314	283.25	286.15	285.85	283.25	286.95
7315	283.55	286.15	286.15	282.95	286.55
7316	283.65	286.25	286.45	282.85	285.95
7317	283.45	286.25	286.95	283.15	285.95
7318	283.05	285.75	286.35	282.75	285.45
7319	283.05	285.85	286.55	282.75	285.25
7320	282.95	285.65	286.75	281.95	284.95
7321	282.85	285.55	287.45	281.25	285.35
7322	282.45	285.55	287.85	280.95	285.55
7323	282.35	285.55	287.75	281.25	285.85
7324	282.15	284.85	286.75	281.75	285.95
7325	281.85	285.25	287.35	281.65	285.85
7326	281.75	285.45	287.25	281.65	285.35
7327	281.85	285.85	286.75	281.65	285.15
7328	281.85	285.65	286.55	282.55	284.95
7329	282.25	285.85	287.75	282.65	285.85
7330	283.15	285.75	287.75	283.45	286.45
7331	283.45	286.25	288.65	283.85	287.55
7332	283.65	286.15	289.65	282.45	287.45
7333	283.65	285.85	290.45	284.05	287.95
7334	283.75	286.35	291.65	285.05	288.25
7335	283.85	288.55	292.15	284.95	288.45
7336	283.85	288.95	292.35	284.35	288.55
7337	284.35	288.65	291.45	283.35	288.05
7338	284.05	288.45	291.05	282.45	286.75
7339	284.35	288.15	291.05	281.95	285.35
7340	284.25	287.95	291.45	280.95	284.65
7341	284.25	287.85	291.55	280.25	284.25
7342	284.25	285.15	290.55	280.75	283.85
7343	283.75	285.45	290.35	281.05	283.45
7344	283.25	285.45	290.05	281.35	283.05
7345	282.95	284.85	289.25	281.25	282.55
7346	282.95	284.25	289.65	281.05	282.35
7347	282.85	283.95	289.05	280.65	282.15
7348	282.65	283.85	288.35	280.25	282.15
7349	282.45	283.75	288.05	279.95	282.85
7350	282.55	283.55	286.85	280.05	282.95
7351	282.85	283.75	287.95	280.45	282.15
7352	282.75	283.75	287.05	280.55	281.95
7353	283.25	283.95	287.15	280.65	283.35
7354	283.95	284.05	288.05	280.25	284.35
7355	284.65	284.25	287.85	280.25	285.55
7356	285.65	284.95	287.55	280.15	285.45
7357	285.55	284.45	287.15	280.25	286.25
7358	285.85	283.85	286.45	280.55	285.95
7359	285.75	283.85	284.55	281.05	285.55
7360	285.65	283.75	283.65	281.45	284.55
7361	285.45	283.45	283.25	281.55	283.95
7362	285.05	283.85	282.85	281.45	284.05
7363	284.45	284.45	282.75	281.35	284.15
7364	284.25	283.95	282.65	281.45	284.15
7365	283.95	283.15	282.55	281.05	283.55
7366	284.05	282.95	282.25	280.75	283.35
7367	283.95	283.05	282.15	280.45	283.85
7368	283.75	283.65	281.95	279.55	283.25
7369	283.45	282.55	281.85	279.15	283.05
7370	283.25	283.15	281.85	279.05	282.45
7371	283.25	283.65	281.95	279.25	283.25
7372	283.25	284.15	282.15	279.35	283.25
7373	282.95	283.85	281.95	278.25	283.05
7374	282.75	283.35	281.65	277.75	282.65
7375	282.45	283.15	281.55	277.45	282.35
7376	282.25	282.85	281.55	278.75	281.85
7377	282.35	282.45	281.65	279.25	282.15
7378	282.85	282.75	281.85	279.65	282.25
7379	283.75	282.55	281.95	281.55	282.95
7380	284.25	283.15	282.25	281.15	282.95
7381	283.45	283.75	282.05	280.15	282.35
7382	283.65	286.45	281.85	280.75	281.55
7383	283.75	288.05	281.65	280.55	281.25
7384	283.65	287.25	281.15	280.85	281.45
7385	283.25	285.95	281.15	280.55	281.75
7386	282.75	286.05	281.25	280.95	281.55
7387	282.65	285.75	281.25	280.65	281.45
7388	282.25	285.05	281.25	279.85	280.85
7389	281.75	284.75	281.25	279.75	280.85
7390	281.65	284.45	281.45	280.05	280.55
7391	282.35	284.25	281.45	279.95	280.45
7392	282.35	284.75	281.45	280.05	280.45
7393	282.35	283.65	281.65	279.95	280.35
7394	282.45	283.55	281.65	279.45	280.35
7395	282.25	282.35	281.55	279.05	280.55
7396	282.15	282.05	281.55	278.95	280.75
7397	281.65	281.85	281.15	278.85	280.55
7398	281.75	282.25	281.15	278.45	280.65
7399	281.85	282.15	281.15	278.25	280.65
7400	281.95	282.05	281.15	278.35	280.75
7401	281.95	282.75	281.45	279.45	281.05
7402	282.05	283.65	281.75	280.85	281.75
7403	282.35	283.75	282.05	281.25	282.05
7404	282.65	284.15	282.25	281.85	282.65
7405	282.65	285.25	282.55	282.75	282.65
7406	282.85	284.85	282.55	283.75	283.05
7407	282.85	284.85	282.55	283.95	283.15
7408	282.95	284.25	282.35	283.35	283.35
7409	282.55	282.95	282.25	282.45	282.45
7410	282.05	282.55	282.25	281.15	281.15
7411	281.65	282.15	282.25	280.45	280.55
7412	281.35	281.35	282.15	280.15	280.65
7413	281.45	281.15	282.05	279.85	280.25
7414	281.95	280.95	282.05	279.55	279.85
7415	281.85	280.55	282.15	279.05	279.45
7416	282.05	280.85	282.15	278.85	278.75
7417	281.95	280.95	282.05	278.55	278.75
7418	281.85	280.65	282.05	277.85	278.55
7419	281.65	280.25	282.15	277.75	278.55
7420	281.75	279.95	282.05	277.85	278.65
7421	281.65	279.65	282.05	277.35	279.25
7422	281.85	279.55	282.25	277.35	279.55
7423	281.85	279.95	282.35	276.85	278.85
7424	281.95	279.95	282.35	277.05	279.25
7425	282.25	280.75	282.55	277.55	279.65
7426	282.55	281.25	282.95	278.55	280.75
7427	282.35	281.95	283.45	279.25	281.15
7428	282.55	282.35	284.25	279.85	282.15
7429	285.15	282.35	284.05	280.75	282.05
7430	285.35	282.95	284.15	281.45	282.35
7431	286.05	283.25	284.05	282.05	282.45
7432	285.25	282.85	284.35	282.15	282.55
7433	283.85	283.05	283.85	281.75	282.15
7434	283.45	282.45	282.85	280.15	282.15
7435	283.25	282.25	282.35	279.65	282.45
7436	283.35	281.75	282.35	278.35	282.95
7437	283.35	281.75	281.75	277.45	283.15
7438	283.05	281.15	281.55	277.55	283.55
7439	282.95	280.35	281.15	277.15	284.05
7440	282.65	279.95	280.75	276.75	284.35
7441	282.55	280.35	280.85	276.55	283.75
7442	282.65	279.85	281.25	276.65	283.55
7443	282.65	279.25	281.25	276.35	283.15
7444	282.75	279.65	280.85	276.05	282.35
7445	282.95	279.65	280.45	275.95	281.85
7446	283.05	279.45	280.45	275.75	281.25
7447	282.95	279.35	280.45	275.45	281.05
7448	282.35	279.45	280.25	275.65	281.05
7449	282.25	279.95	280.95	277.05	282.95
7450	282.35	279.75	281.85	278.95	284.45
7451	282.85	279.85	281.85	279.65	285.25
7452	282.95	280.25	282.05	279.95	286.25
7453	282.95	280.55	282.45	280.15	287.05
7454	282.65	281.15	282.45	280.35	287.55
7455	282.85	281.55	282.35	280.75	287.35
7456	283.05	281.15	282.45	281.15	287.55
7457	282.95	280.95	282.25	281.15	287.15
7458	282.95	281.15	281.75	280.65	285.35
7459	282.75	280.35	281.35	279.75	284.15
7460	282.55	279.55	281.65	279.35	283.55
7461	282.55	279.35	281.85	279.25	282.95
7462	282.65	279.25	281.75	280.35	282.75
7463	282.55	279.35	282.05	280.65	282.65
7464	282.65	279.15	282.05	280.65	282.25
7465	282.85	278.65	282.05	280.95	281.75
7466	282.75	278.55	281.55	280.75	281.55
7467	282.25	278.55	281.55	281.35	281.35
7468	281.95	278.45	281.65	281.55	281.35
7469	282.05	278.15	282.05	281.15	281.25
7470	281.95	278.15	281.75	280.85	280.85
7471	281.65	277.95	282.25	280.05	280.55
7472	281.65	277.55	281.75	279.55	280.75
7473	282.45	277.95	282.35	280.45	282.25
7474	282.75	278.55	282.85	281.75	283.55
7475	283.05	279.15	283.55	282.15	284.15
7476	283.35	279.65	283.95	282.45	285.15
7477	283.85	279.95	284.25	282.95	286.35
7478	284.35	280.25	284.65	283.25	287.45
7479	284.35	280.45	285.05	283.35	287.35
7480	284.25	280.65	285.05	282.35	287.75
7481	283.95	280.45	284.35	281.65	287.35
7482	283.35	280.05	284.45	281.05	286.05
7483	283.05	279.05	284.35	280.75	286.15
7484	282.25	278.05	284.25	280.35	285.95
7485	281.75	277.75	284.25	279.65	285.95
7486	281.55	277.95	283.95	279.35	286.05
7487	281.65	277.95	283.65	279.35	285.65
7488	281.65	277.75	282.95	279.45	286.05
7489	281.55	277.55	282.65	278.65	286.35
7490	281.25	277.05	282.45	278.05	286.55
7491	281.15	277.05	282.15	277.55	285.95
7492	281.25	277.75	281.95	277.05	285.15
7493	281.15	277.95	281.75	276.65	284.45
7494	281.25	278.35	281.55	276.35	283.95
7495	281.45	278.55	281.35	276.35	283.85
7496	281.45	278.75	281.85	276.75	283.95
7497	281.25	279.25	282.65	277.05	283.85
7498	282.05	279.75	283.65	277.85	284.45
7499	283.05	280.05	283.95	278.85	284.65
7500	283.65	280.45	283.75	279.45	284.95
7501	283.65	280.85	284.05	279.85	284.85
7502	283.85	281.45	284.15	280.55	284.65
7503	284.15	281.45	283.85	280.75	284.45
7504	284.35	281.25	283.85	280.15	284.45
7505	283.75	280.85	283.45	279.45	284.35
7506	283.15	279.15	282.75	278.15	284.55
7507	283.25	278.35	282.35	277.55	284.35
7508	282.65	277.75	282.15	277.35	284.35
7509	281.85	277.35	282.05	277.15	284.15
7510	281.55	277.15	281.75	276.95	284.05
7511	281.25	277.05	282.15	277.15	284.15
7512	281.25	276.95	281.45	277.35	284.25
7513	281.75	276.45	281.55	277.45	284.25
7514	281.65	276.25	282.05	277.05	284.15
7515	281.55	276.05	282.45	277.25	284.15
7516	281.35	276.45	282.45	277.55	284.45
7517	281.45	277.05	282.15	277.65	283.95
7518	281.45	277.45	281.55	277.75	283.65
7519	281.15	277.85	281.45	277.45	283.35
7520	281.15	278.15	281.85	277.35	282.75
7521	281.25	278.35	282.35	277.65	283.85
7522	281.85	278.25	282.85	278.45	285.15
7523	282.25	278.65	282.95	279.55	285.95
7524	282.45	279.45	282.95	279.75	287.05
7525	282.45	280.05	283.15	279.95	287.05
7526	282.65	281.45	283.35	280.45	286.85
7527	282.75	281.15	283.65	280.65	287.85
7528	282.75	281.05	283.35	280.55	287.85
7529	283.05	280.25	282.85	280.35	286.75
7530	282.75	279.05	282.85	279.35	285.85
7531	282.65	278.85	282.85	279.05	285.25
7532	282.85	278.45	282.75	279.15	284.85
7533	282.95	278.15	282.25	278.95	283.95
7534	282.95	278.05	281.85	278.85	283.25
7535	283.15	277.65	281.95	278.65	283.25
7536	282.85	277.15	282.25	278.65	283.15
7537	283.25	276.75	282.45	279.05	282.95
7538	283.05	276.55	282.25	278.95	282.85
7539	283.45	276.75	282.05	279.25	282.95
7540	283.25	276.25	281.45	279.65	283.15
7541	283.75	275.75	281.55	279.75	283.05
7542	283.95	276.15	282.05	279.65	283.05
7543	283.75	276.45	281.95	279.75	283.05
7544	283.75	276.95	281.55	279.45	283.25
7545	284.15	277.55	282.35	279.85	283.95
7546	284.35	278.25	282.85	280.45	284.35
7547	285.05	278.65	283.25	280.75	284.85
7548	285.65	279.25	283.65	281.55	285.05
7549	286.05	279.35	283.95	281.85	285.35
7550	285.95	279.25	284.15	282.15	285.65
7551	285.85	279.35	284.05	282.25	285.55
7552	286.95	279.65	284.05	282.25	285.45
7553	286.35	279.55	283.55	282.15	284.95
7554	285.75	279.55	283.45	281.05	284.05
7555	285.05	279.55	283.65	280.75	283.55
7556	284.65	279.35	283.75	280.55	283.35
7557	284.35	279.75	283.55	280.45	283.25
7558	284.65	280.05	283.35	280.45	282.95
7559	283.85	279.65	283.25	280.25	283.55
7560	283.85	279.75	283.05	280.05	283.35
7561	283.15	279.95	282.85	280.45	282.75
7562	282.85	279.65	282.75	279.95	282.45
7563	282.35	279.55	282.45	279.75	282.55
7564	281.75	278.95	282.45	279.95	281.85
7565	281.75	279.15	282.05	279.95	281.25
7566	281.55	278.75	281.85	279.85	281.55
7567	281.45	278.15	281.35	279.95	282.15
7568	281.35	278.05	280.75	279.85	282.45
7569	281.95	278.15	281.25	280.05	282.55
7570	281.95	279.35	283.15	280.95	283.05
7571	282.25	279.85	283.65	281.35	283.25
7572	282.65	280.35	284.15	281.55	284.15
7573	283.05	280.85	284.95	281.45	284.05
7574	283.55	281.45	285.85	281.55	283.85
7575	284.25	281.95	286.25	281.55	283.55
7576	283.15	281.75	286.45	281.45	283.45
7577	283.45	281.85	286.15	281.15	283.25
7578	283.75	280.65	285.55	280.95	282.75
7579	284.75	279.65	285.25	280.65	282.45
7580	285.05	278.15	284.55	280.45	282.35
7581	285.25	278.25	283.85	280.85	282.65
7582	285.15	277.65	283.15	280.75	282.15
7583	284.85	277.25	282.95	280.85	281.95
7584	285.05	277.15	282.25	280.95	281.45
7585	283.95	276.85	282.15	281.15	281.25
7586	285.45	277.35	281.75	281.25	281.45
7587	283.25	278.15	281.45	280.95	281.65
7588	283.55	278.45	281.05	280.35	281.45
7589	283.75	277.95	280.55	280.25	281.75
7590	284.65	277.25	280.55	280.25	282.15
