Timestep	2018	2019	2020	2021	2022
3068	291.25	281.65	294.55	290.95	289.65
3069	290.55	281.15	294.25	290.15	289.15
3070	290.25	281.15	293.25	289.65	288.85
3071	290.55	281.05	292.55	288.85	288.45
3072	288.35	280.75	291.65	287.95	287.75
3073	287.65	280.75	291.35	287.45	287.05
3074	287.15	280.25	290.25	287.45	286.15
3075	286.65	279.55	289.25	287.95	285.45
3076	285.95	279.95	288.55	286.95	285.05
3077	285.75	279.85	288.15	285.75	285.05
3078	285.55	280.35	287.55	286.05	284.95
3079	286.45	281.85	288.95	287.15	285.55
3080	287.45	281.95	290.25	288.75	286.45
3081	287.85	282.95	290.85	289.25	287.05
3082	288.55	283.95	291.85	289.85	287.85
3083	288.95	284.45	292.05	291.55	288.55
3084	288.65	284.35	293.15	291.75	289.35
3085	289.25	284.65	294.05	293.35	290.55
3086	288.55	285.15	295.45	294.45	292.05
3087	288.65	284.95	296.65	297.05	292.85
3088	288.75	284.25	296.85	297.65	293.55
3089	288.95	283.85	296.65	297.65	294.05
3090	288.05	285.35	296.95	297.95	293.55
3091	287.65	284.95	296.15	297.05	293.85
3092	286.85	284.65	294.95	295.15	292.75
3093	285.95	283.95	293.85	294.65	290.75
3094	285.65	283.55	293.05	294.65	290.05
3095	285.35	283.35	292.45	294.35	288.95
3096	285.15	283.25	292.05	294.05	288.25
3097	285.05	283.05	291.55	293.25	287.35
3098	284.85	282.45	290.55	291.25	286.75
3099	284.55	282.35	289.95	292.55	286.35
3100	284.45	282.45	289.45	291.55	286.15
3101	285.05	282.35	289.15	290.95	285.85
3102	285.35	282.25	288.25	289.95	285.65
3103	285.95	282.55	288.55	289.15	286.95
3104	286.65	283.05	289.95	288.35	287.65
3105	286.25	283.75	290.45	287.95	288.55
3106	286.15	284.45	291.35	287.55	289.45
3107	286.05	285.35	292.15	287.65	290.55
3108	286.25	286.25	293.05	287.55	291.95
3109	286.65	287.25	293.35	287.65	292.85
3110	286.45	288.35	293.75	287.85	294.15
3111	285.95	288.85	294.05	288.15	295.35
3112	285.75	289.45	294.05	287.25	295.15
3113	286.15	289.15	292.75	286.45	295.05
3114	286.05	289.25	292.15	286.85	295.25
3115	285.85	289.55	291.15	286.85	294.95
3116	285.55	288.85	290.85	286.85	293.45
3117	285.15	287.25	290.85	286.75	292.55
3118	285.15	286.85	290.55	286.55	291.85
3119	285.05	286.95	289.85	285.85	290.65
3120	284.85	286.55	289.75	285.15	289.95
3121	284.15	286.95	289.45	284.45	289.65
3122	283.35	286.75	289.35	284.05	288.95
3123	283.15	287.05	289.25	283.95	288.15
3124	283.05	286.85	288.95	283.85	287.75
3125	282.55	286.95	288.75	283.95	287.15
3126	282.55	286.95	288.45	284.05	286.95
3127	283.95	286.75	287.15	284.15	288.25
3128	284.45	286.65	286.75	283.45	290.05
3129	284.95	286.65	286.85	283.45	290.35
3130	285.35	285.25	286.75	283.95	291.75
3131	286.35	283.35	286.85	284.95	293.25
3132	287.35	284.25	287.45	285.15	294.45
3133	288.45	286.65	288.05	285.35	295.35
3134	289.35	286.45	288.45	286.05	296.65
3135	290.85	284.95	289.25	285.85	297.65
3136	291.75	283.95	289.45	285.15	298.35
3137	291.75	283.35	289.25	284.75	299.15
3138	292.25	283.55	289.05	284.75	299.15
3139	292.25	283.55	287.85	283.75	297.55
3140	291.05	282.75	286.25	283.75	295.65
3141	289.85	281.85	285.15	283.45	295.15
3142	288.85	281.55	282.15	283.05	294.35
3143	288.65	281.65	280.05	282.95	293.45
3144	288.45	281.35	279.25	282.95	292.95
3145	287.85	281.05	278.85	282.95	292.35
3146	287.35	280.95	278.25	282.65	291.35
3147	286.85	280.35	277.95	282.45	290.35
3148	286.45	280.65	277.95	282.15	290.35
3149	286.45	281.25	278.05	282.35	289.75
3150	286.35	281.45	278.15	282.05	289.45
3151	287.25	281.55	278.55	282.65	290.95
3152	288.35	282.65	278.95	283.45	292.05
3153	289.05	283.95	280.25	283.85	291.95
3154	289.05	284.65	281.25	284.45	293.15
3155	290.55	285.45	281.95	284.75	294.25
3156	290.95	283.75	282.05	285.65	295.55
3157	292.05	284.45	282.25	286.75	296.05
3158	293.35	285.75	282.45	286.85	297.25
3159	293.75	286.95	282.95	287.75	297.65
3160	294.05	286.75	283.25	288.45	297.95
3161	295.05	286.15	283.15	289.25	298.05
3162	295.45	285.35	283.45	289.05	296.85
3163	295.05	284.15	283.35	287.95	296.65
3164	290.65	283.75	283.05	287.05	295.75
3165	288.45	283.15	282.25	286.35	296.05
3166	287.95	283.05	281.75	285.95	293.75
3167	288.05	282.55	282.05	285.05	291.85
3168	287.45	282.25	282.35	284.35	291.05
3169	287.25	281.95	282.85	283.45	290.75
3170	286.95	281.65	282.85	282.35	290.55
3171	286.55	281.15	282.75	282.55	289.95
3172	286.45	280.65	282.85	282.95	289.85
3173	286.45	280.35	282.65	283.35	289.35
3174	285.15	280.35	282.65	283.05	289.05
3175	284.45	280.85	283.15	283.15	290.15
3176	283.75	281.85	283.65	282.45	290.85
3177	283.25	283.25	283.75	281.05	291.95
3178	283.25	284.25	283.25	281.85	293.05
3179	283.45	284.85	284.65	281.95	293.65
3180	283.75	286.05	284.25	282.55	293.75
3181	284.05	287.45	284.35	283.35	294.25
3182	284.25	287.85	284.15	283.85	295.15
3183	284.45	287.95	284.45	284.45	295.95
3184	284.25	287.85	284.95	284.65	296.55
3185	283.75	287.45	285.65	285.75	296.45
3186	283.55	287.15	285.85	285.65	296.25
3187	282.85	286.35	285.45	284.55	295.15
3188	281.95	285.25	285.05	283.85	293.25
3189	281.75	284.55	284.95	282.95	292.35
3190	281.75	283.85	284.55	282.65	291.65
3191	281.75	283.25	284.45	282.85	291.15
3192	281.85	282.75	284.45	282.25	291.05
3193	281.85	282.05	284.55	281.55	291.05
3194	281.85	281.55	284.65	280.85	290.85
3195	281.75	280.95	284.65	280.65	290.35
3196	281.75	280.35	284.75	280.25	289.95
3197	281.75	279.95	284.85	279.95	289.25
3198	281.65	279.55	284.95	280.15	289.25
3199	281.25	280.05	284.95	281.85	289.65
3200	281.55	281.55	284.65	282.75	290.25
3201	281.85	283.45	285.55	283.55	290.75
3202	282.55	285.05	285.45	283.95	291.85
3203	283.25	286.45	285.55	285.15	292.35
3204	283.75	287.65	286.25	285.15	293.25
3205	284.65	288.25	286.45	284.95	294.35
3206	285.35	288.55	286.35	284.75	295.45
3207	286.35	288.05	286.15	285.05	296.45
3208	286.75	288.15	286.35	284.75	296.85
3209	287.05	288.05	285.95	284.45	296.95
3210	286.95	287.55	285.15	284.55	297.25
3211	286.95	286.55	284.45	285.25	297.25
3212	286.85	285.15	283.95	284.95	295.85
3213	286.05	284.15	283.85	283.75	294.15
3214	284.95	283.15	283.75	283.85	293.85
3215	284.25	282.75	283.65	283.35	293.05
3216	283.85	282.25	283.45	283.45	291.45
3217	283.45	281.45	282.95	283.15	291.05
3218	283.15	280.85	282.85	282.05	290.15
3219	283.15	280.05	283.05	281.45	289.35
3220	283.15	279.25	283.25	281.05	288.65
3221	283.15	278.65	283.45	281.25	288.35
3222	283.15	278.25	283.55	281.65	288.05
3223	283.15	278.65	283.75	282.05	289.25
3224	283.25	279.95	283.95	282.55	290.55
3225	283.15	281.55	283.95	283.15	291.25
3226	283.45	283.45	284.25	283.25	291.85
3227	284.65	284.75	284.65	284.15	293.05
3228	285.05	285.65	284.95	283.85	294.15
3229	284.35	285.85	285.25	283.15	295.45
3230	285.25	286.35	285.85	283.05	296.65
3231	285.65	286.65	285.85	282.85	297.95
3232	286.45	286.55	286.35	283.05	298.05
3233	286.45	286.35	286.75	283.15	298.85
3234	285.25	285.85	286.75	282.65	298.35
3235	285.35	284.95	286.35	282.25	297.05
3236	285.55	283.85	285.85	282.45	295.35
3237	284.95	283.05	285.55	282.45	295.15
3238	284.75	282.75	285.05	282.35	294.25
3239	284.15	282.35	284.45	282.75	293.15
3240	283.75	281.55	283.65	282.55	292.05
3241	283.65	281.05	283.45	282.25	291.15
3242	283.25	280.55	283.55	282.15	290.35
3243	282.85	280.05	283.25	282.25	289.75
3244	282.65	279.15	283.15	282.25	289.25
3245	282.45	278.85	282.95	282.25	288.85
3246	282.85	278.45	282.95	281.95	288.65
3247	283.75	279.45	283.35	282.65	289.75
3248	283.85	280.75	283.95	283.25	291.35
3249	284.05	281.35	284.95	283.05	290.25
3250	284.65	282.25	285.05	282.95	290.55
3251	285.35	282.95	285.25	283.75	291.35
3252	284.75	284.15	286.25	284.25	292.55
3253	284.25	285.15	287.45	284.05	292.75
3254	285.35	286.15	288.05	284.25	293.85
3255	285.25	287.15	288.95	285.25	294.45
3256	285.55	287.75	289.95	283.85	295.65
3257	286.15	288.25	290.15	284.85	295.45
3258	285.85	288.75	290.55	285.95	296.25
3259	285.95	288.55	291.45	285.85	295.75
3260	285.65	287.65	290.35	285.75	294.45
3261	285.45	286.15	288.85	285.45	293.35
3262	285.55	285.35	288.25	285.15	293.15
3263	285.15	284.65	287.85	284.55	293.05
3264	285.15	283.65	287.55	284.85	292.55
3265	284.85	282.75	287.65	284.55	291.05
3266	284.05	282.25	286.65	283.45	290.25
3267	283.35	281.85	286.65	283.45	290.25
3268	282.85	281.65	285.95	283.35	290.35
3269	283.05	281.55	285.85	283.25	289.55
3270	282.75	281.65	285.95	283.05	289.25
3271	283.65	282.45	286.75	282.45	290.25
3272	284.95	283.05	287.95	282.75	290.75
3273	285.55	283.55	289.05	282.35	291.55
3274	285.95	284.55	290.35	282.85	292.45
3275	286.55	285.65	292.05	283.45	293.15
3276	288.05	285.35	292.95	283.95	294.25
3277	290.65	286.25	293.75	285.25	295.45
3278	291.75	286.85	294.35	285.05	297.05
3279	292.55	287.05	294.75	284.55	297.75
3280	292.15	286.85	295.05	285.55	298.85
3281	291.65	285.25	294.95	283.85	298.85
3282	291.05	284.55	294.45	284.25	299.15
3283	290.35	284.45	293.55	283.95	299.15
3284	289.25	284.45	292.15	283.55	297.65
3285	288.05	284.15	290.75	282.95	296.05
3286	287.55	284.05	289.85	282.45	295.45
3287	286.95	284.05	289.55	282.25	294.25
3288	286.45	283.85	289.45	281.95	293.15
3289	286.05	283.85	288.55	282.35	292.55
3290	285.95	283.45	287.45	282.25	291.95
3291	284.85	283.35	286.25	281.95	291.75
3292	284.65	283.35	285.55	281.85	290.95
3293	284.05	283.35	285.05	281.75	290.25
3294	283.45	283.25	285.05	281.85	289.65
3295	285.15	283.15	286.15	282.25	290.95
3296	286.05	283.45	287.15	282.55	292.35
3297	286.25	283.95	287.75	283.55	292.65
3298	287.55	283.75	288.55	284.85	293.85
3299	288.35	284.45	289.35	285.85	294.85
3300	288.55	285.35	290.95	285.55	295.65
3301	289.65	285.65	291.95	285.75	296.55
3302	290.75	285.35	293.15	286.35	298.05
3303	292.55	286.15	294.95	286.85	299.45
3304	294.15	287.05	297.15	286.35	300.55
3305	295.45	286.95	297.25	286.85	300.55
3306	294.85	287.35	296.85	286.25	300.35
3307	293.75	287.35	296.15	284.85	299.85
3308	292.15	286.55	294.65	282.45	298.85
3309	290.95	286.35	292.95	282.15	297.05
3310	290.45	286.05	291.85	281.85	295.65
3311	290.15	285.85	291.15	281.75	294.55
3312	289.25	285.25	290.95	281.35	293.95
3313	288.25	285.25	290.95	281.35	293.35
3314	286.95	285.15	290.55	280.45	292.95
3315	286.25	284.45	289.95	280.65	292.55
3316	285.55	284.65	289.05	280.65	292.15
3317	285.25	284.85	288.45	280.75	291.85
3318	285.15	284.55	288.05	280.95	291.55
3319	286.05	285.05	288.75	281.65	293.55
3320	287.25	284.65	290.35	282.15	294.85
3321	287.65	284.95	291.85	283.05	295.65
3322	288.35	285.05	293.55	283.75	296.05
3323	289.05	285.65	294.85	283.25	296.75
3324	290.05	286.25	296.15	283.05	297.65
3325	291.05	288.35	296.65	284.35	298.75
3326	292.15	285.95	296.85	284.55	298.75
3327	290.05	286.15	297.25	284.85	299.25
3328	291.45	286.25	297.45	285.15	299.55
3329	290.95	286.15	297.45	284.15	298.75
3330	291.05	285.65	297.25	283.95	299.15
3331	291.15	285.45	296.45	283.95	297.55
3332	289.65	285.15	295.35	284.05	296.45
3333	288.45	285.35	293.65	283.05	295.35
3334	287.75	285.05	292.55	281.65	295.55
3335	287.15	284.75	291.25	281.35	294.75
3336	286.35	284.65	291.25	281.45	294.35
3337	285.25	284.75	291.25	281.45	293.45
3338	285.05	284.65	290.75	281.35	292.85
3339	285.15	284.45	290.75	281.05	292.65
3340	284.55	284.55	290.35	280.95	292.05
3341	283.95	284.65	290.05	280.95	291.45
3342	283.55	284.65	289.65	280.85	291.45
3343	284.85	284.65	290.45	281.25	292.35
3344	286.05	284.55	291.65	281.75	293.75
3345	286.45	284.75	292.95	282.75	294.75
3346	286.95	284.75	294.45	283.45	295.85
3347	287.95	284.75	295.55	284.05	296.85
3348	288.75	284.85	296.55	284.85	297.65
3349	289.75	285.05	297.15	285.95	299.15
3350	290.65	285.15	297.45	286.75	299.95
3351	291.65	285.05	297.75	287.95	301.25
3352	291.15	285.25	297.95	288.45	301.45
3353	291.25	285.25	297.75	288.35	300.55
3354	291.45	285.25	297.35	288.15	299.45
3355	291.25	285.05	296.35	287.95	299.45
3356	290.15	284.65	295.05	287.05	298.35
3357	288.95	284.65	293.65	285.95	298.05
3358	288.25	284.75	292.95	285.25	297.35
3359	287.75	284.75	292.25	285.05	296.65
3360	287.05	284.85	291.75	284.65	296.45
3361	287.05	284.75	290.95	284.35	296.05
3362	287.25	284.85	290.15	284.45	295.55
3363	287.05	284.85	289.25	284.55	294.85
3364	286.65	284.15	288.65	285.15	294.35
3365	286.25	283.85	288.15	283.85	294.25
3366	286.45	283.95	287.75	284.15	294.05
3367	287.25	284.45	288.55	284.85	294.55
3368	287.85	285.15	289.05	286.05	294.65
3369	288.75	285.65	289.55	285.75	295.55
3370	289.25	287.15	291.05	285.35	296.15
3371	289.65	287.45	292.15	285.25	296.45
3372	290.05	288.05	293.25	285.85	298.05
3373	290.15	289.05	294.95	285.85	299.15
3374	291.75	289.15	295.75	287.05	299.95
3375	293.55	290.15	297.15	287.15	301.85
3376	294.95	289.45	298.05	286.95	302.15
3377	294.75	288.85	299.95	286.55	302.25
3378	293.45	288.25	299.75	285.65	301.95
3379	294.15	288.65	298.85	284.15	300.05
3380	293.45	287.55	297.05	283.55	297.95
3381	292.15	286.15	295.05	282.75	296.75
3382	290.95	286.35	294.25	281.85	295.85
3383	290.25	286.45	292.85	281.65	295.35
3384	289.75	285.75	291.55	281.45	294.45
3385	288.75	285.65	290.55	281.85	293.65
3386	288.25	285.55	289.85	282.05	292.95
3387	288.35	285.55	289.05	281.95	292.35
3388	287.75	285.25	288.25	282.05	292.45
3389	287.05	284.15	287.85	282.15	291.65
3390	286.85	283.85	287.85	282.05	291.75
3391	287.85	284.25	288.95	282.75	292.25
3392	289.15	285.55	290.15	283.45	292.05
3393	290.35	286.05	290.85	284.25	292.45
3394	290.55	287.45	291.75	284.65	293.65
3395	291.45	290.85	292.35	286.05	294.25
3396	292.25	292.05	294.25	287.35	294.55
3397	292.95	292.55	294.95	288.15	295.15
3398	293.95	292.45	296.65	288.85	295.75
3399	294.45	292.15	297.55	289.45	296.85
3400	292.55	292.65	297.55	289.95	297.25
3401	290.75	292.95	297.95	290.85	296.85
3402	290.25	293.65	298.35	290.85	296.75
3403	289.25	292.85	297.95	290.15	297.45
3404	288.35	291.45	296.55	289.25	297.15
3405	288.35	289.25	295.45	287.65	294.95
3406	288.05	288.05	294.35	286.35	295.45
3407	287.75	287.75	293.65	283.85	295.35
3408	287.55	287.75	292.95	283.15	295.15
3409	287.45	287.05	292.65	283.25	294.95
3410	287.65	285.75	292.25	282.85	294.35
3411	287.95	284.65	291.75	282.25	294.35
3412	287.85	284.05	290.95	282.55	294.65
3413	287.65	283.55	290.75	282.55	294.45
3414	287.85	283.45	291.85	282.35	294.15
3415	288.35	284.85	292.35	282.75	294.25
3416	288.35	285.45	293.25	283.45	292.95
3417	288.75	285.95	294.65	284.45	294.75
3418	289.05	286.95	295.45	284.95	296.45
3419	289.15	287.75	295.25	285.55	297.05
3420	289.45	288.95	292.45	286.25	297.45
3421	290.05	290.35	288.35	287.05	297.55
3422	289.75	291.45	287.25	287.55	298.45
3423	289.95	292.25	287.15	288.45	299.65
3424	289.75	293.45	287.65	289.15	298.45
3425	290.15	293.95	287.65	289.65	295.85
3426	290.45	294.55	287.25	289.55	294.15
3427	289.95	294.65	286.15	289.35	292.05
3428	289.65	292.45	286.05	288.25	291.95
3429	289.05	291.25	284.65	286.65	291.65
3430	288.15	290.35	283.75	286.15	291.05
3431	287.65	288.35	283.85	285.25	289.15
3432	287.25	288.05	283.85	284.75	288.95
3433	286.75	287.45	282.95	284.55	289.05
3434	286.55	286.95	282.75	284.15	289.15
3435	286.75	286.85	282.65	283.75	289.25
3436	287.05	285.95	282.55	283.55	288.95
3437	286.75	285.55	282.65	283.75	289.35
3438	286.75	285.15	282.45	283.95	288.85
3439	287.65	286.65	283.85	284.45	286.75
3440	288.25	287.35	285.25	284.85	286.85
3441	288.65	288.25	285.55	285.15	286.65
3442	289.25	288.85	286.05	285.55	286.35
3443	290.15	289.85	287.25	286.05	287.05
3444	291.25	290.75	288.75	286.25	287.35
3445	292.35	291.85	290.05	287.45	287.85
3446	293.75	293.75	290.85	288.65	288.35
3447	294.95	294.25	291.65	289.45	289.15
3448	295.05	294.55	292.55	289.65	289.95
3449	295.15	294.45	292.65	286.25	289.85
3450	295.35	294.45	292.35	287.35	289.65
3451	295.05	293.65	291.55	286.85	289.25
3452	293.85	292.65	290.15	286.75	288.85
3453	291.75	291.45	288.95	287.25	288.35
3454	290.85	290.95	288.05	283.65	287.65
3455	290.65	290.85	287.65	283.55	287.65
3456	290.65	290.55	287.45	282.75	287.55
3457	290.35	290.25	287.05	284.05	286.95
3458	289.55	289.55	287.05	283.55	286.55
3459	288.95	288.95	286.25	283.15	286.55
3460	288.55	288.45	285.35	282.95	286.55
3461	288.25	287.95	284.55	282.75	286.05
3462	288.25	288.05	284.45	282.95	285.65
3463	289.45	288.15	285.45	282.75	286.65
3464	291.05	288.25	287.05	282.65	288.85
3465	291.35	289.05	288.35	282.85	289.35
3466	291.75	289.85	289.85	284.05	291.15
3467	292.85	290.55	291.15	284.45	292.35
3468	293.55	292.05	292.55	285.25	293.25
3469	294.55	291.95	293.55	286.05	294.05
3470	295.55	291.65	294.25	286.85	294.25
3471	296.45	289.45	294.85	287.55	294.85
3472	297.55	290.15	294.85	288.15	294.75
3473	296.65	288.85	294.75	288.55	294.95
3474	296.55	287.55	294.25	288.25	294.85
3475	296.15	286.95	293.35	288.05	294.45
3476	295.25	287.15	291.95	287.55	292.65
3477	294.25	286.35	290.55	286.95	291.05
3478	293.55	285.45	289.85	286.05	289.75
3479	292.85	284.95	288.95	285.25	288.55
3480	292.15	284.95	288.35	284.25	288.35
3481	291.55	285.05	287.85	284.15	287.95
3482	290.85	284.65	287.25	284.05	287.45
3483	290.75	284.45	286.75	283.05	286.75
3484	290.35	284.45	285.75	282.75	286.25
3485	289.85	284.55	285.15	282.55	285.95
3486	289.75	284.75	285.15	282.25	286.25
3487	291.35	285.65	286.55	283.15	287.45
3488	291.75	286.15	288.25	284.05	289.45
3489	292.25	286.75	289.35	284.75	290.25
3490	291.85	287.25	290.95	286.95	290.85
3491	292.45	287.75	292.65	287.65	291.75
3492	294.05	288.75	293.45	288.55	292.85
3493	294.35	289.95	294.25	289.45	293.75
3494	294.85	290.45	294.95	290.45	294.55
3495	296.35	291.55	295.25	291.45	295.25
3496	296.35	292.95	295.25	292.35	296.35
3497	296.15	293.05	295.15	292.95	296.65
3498	296.05	291.85	294.65	292.55	296.25
3499	296.25	292.45	293.95	292.15	295.25
3500	295.55	292.15	292.55	290.95	293.55
3501	295.75	290.15	291.35	289.55	291.85
3502	295.05	289.45	290.25	289.25	290.75
3503	294.65	290.15	289.45	288.55	290.25
3504	293.85	289.75	288.95	288.25	289.65
3505	293.95	289.35	288.35	287.85	288.85
3506	293.15	288.55	287.25	287.45	288.55
3507	292.75	288.65	286.35	286.95	287.95
3508	292.35	288.05	285.75	286.75	287.55
3509	290.85	287.05	285.15	286.45	287.35
3510	290.45	287.45	284.85	286.25	287.15
3511	290.45	287.95	286.35	286.95	288.35
3512	290.55	288.75	287.45	287.45	289.95
3513	292.45	289.55	287.25	287.75	290.45
3514	293.45	290.35	288.05	288.05	291.05
3515	294.05	290.95	289.15	289.35	292.05
3516	294.05	292.45	290.55	290.35	292.95
3517	294.55	293.75	291.65	290.55	293.75
3518	294.45	293.15	292.55	290.65	295.65
3519	296.95	292.55	293.55	291.75	296.45
3520	296.35	292.75	294.35	291.85	297.45
3521	296.35	293.05	295.45	291.95	297.85
3522	296.95	293.45	295.95	291.45	297.75
3523	295.45	292.35	295.25	290.85	296.15
3524	292.25	291.05	293.55	289.95	294.35
3525	289.65	290.35	291.55	288.75	292.35
3526	289.35	289.95	290.95	287.65	291.05
3527	289.05	289.65	291.15	287.35	289.75
3528	288.45	289.45	290.05	286.85	289.05
3529	288.65	289.05	288.15	286.55	288.45
3530	288.45	287.95	287.25	285.85	287.95
3531	288.15	286.85	286.25	284.85	287.65
3532	288.35	286.65	285.65	283.65	287.55
3533	288.05	286.55	285.45	283.45	287.55
3534	288.05	286.05	285.15	282.95	287.65
3535	288.75	285.65	286.55	284.35	287.95
3536	289.25	285.25	287.75	285.45	288.75
3537	289.55	284.75	288.35	286.25	290.15
3538	289.95	284.45	288.95	287.05	291.35
3539	291.05	285.05	290.25	287.75	292.35
3540	291.15	285.15	291.45	289.05	293.15
3541	292.65	284.55	295.05	290.35	294.15
3542	293.25	284.45	296.25	291.95	294.65
3543	294.65	284.25	296.65	292.75	295.15
3544	294.75	284.35	296.85	293.95	294.55
3545	294.95	283.75	296.85	294.55	294.15
3546	294.65	283.95	296.35	294.75	293.25
3547	294.45	283.95	295.45	294.35	292.25
3548	294.35	283.75	293.85	293.65	290.85
3549	293.35	282.95	292.35	292.05	289.35
3550	292.35	282.25	291.65	291.15	288.15
3551	291.55	281.45	290.85	290.55	287.25
3552	291.35	280.95	289.95	288.95	286.95
3553	290.55	281.05	289.15	288.45	286.55
3554	289.15	281.65	288.15	288.25	285.95
3555	288.35	281.95	287.25	287.95	285.45
3556	288.15	282.05	286.75	287.35	285.05
3557	288.25	281.95	285.85	286.55	284.75
3558	288.55	282.35	285.35	286.75	284.75
3559	288.55	283.05	285.75	287.35	285.15
3560	289.05	283.95	286.95	288.15	285.75
3561	289.45	284.75	288.55	288.15	287.95
3562	289.45	285.05	290.15	288.85	289.55
3563	289.95	285.05	291.15	289.95	290.65
3564	291.25	286.05	292.45	290.45	290.65
3565	292.45	286.55	293.15	291.85	291.75
3566	293.15	287.25	293.85	293.05	292.15
3567	294.15	287.65	294.15	293.95	291.65
3568	294.95	287.65	294.15	295.15	292.25
3569	295.15	287.85	294.15	294.55	292.45
3570	295.55	286.75	293.65	294.55	292.05
3571	294.75	286.45	292.75	293.85	290.95
3572	293.25	286.35	291.45	292.55	289.35
3573	292.55	285.85	290.25	290.95	287.85
3574	291.85	285.35	289.45	290.55	287.15
3575	289.75	285.05	288.55	289.95	286.45
3576	289.25	284.35	287.95	288.85	286.25
3577	288.85	283.95	287.05	288.05	285.65
3578	288.25	283.55	286.15	287.15	285.35
3579	287.85	283.35	285.35	286.55	284.75
3580	287.45	283.15	284.45	285.55	284.05
3581	287.15	282.05	283.65	284.45	283.25
3582	287.25	282.05	283.45	284.55	283.05
3583	288.55	283.55	285.25	285.75	284.15
3584	289.25	284.75	286.35	286.95	285.95
3585	290.15	285.25	286.85	287.05	286.55
