2012	2013	2014	2015	2016	2017	2018	2019	2020	mean	max	min
2	1	1	1	1	1	1	4	3	1.666666667	4	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	0	1	1	1	2	0
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
4	13	3	5	8	5	1	1	1	4.555555556	13	1
65	75	23	33	87	59	4	34	17	44.11111111	87	4
92	211	83	38	267	175	15	184	123	132	267	15
116	390	305	67	325	239	16	257	276	221.2222222	390	16
185	459	368	128	421	432	14	358	372	304.1111111	459	14
433	450	459	139	426	435	62	359	416	353.2222222	459	62
247	372	330	108	341	374	119	394	414	299.8888889	414	108
236	267	240	63	211	125	39	343	337	206.7777778	343	39
82	125	111	24	145	66	56	172	201	109.1111111	201	24
18	19	17	3	20	10	19	68	62	26.22222222	68	3
3	1	1	1	1	1	3	3	4	2	4	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
6	7	3	3	10	8	2	1	1	4.555555556	10	1
60	119	29	15	87	83	26	21	9	49.88888889	119	9
135	280	39	38	118	241	67	118	36	119.1111111	280	36
222	355	53	50	120	361	139	199	79	175.3333333	361	50
324	458	72	68	410	426	232	273	104	263	458	68
305	456	59	82	432	450	243	203	121	261.2222222	456	59
166	281	158	61	351	381	191	173	117	208.7777778	381	61
113	168	90	49	260	262	329	122	72	162.7777778	329	49
51	126	85	22	106	91	204	64	60	89.88888889	204	22
9	12	14	4	18	16	80	38	22	23.66666667	80	4
2	1	1	1	2	1	8	3	3	2.444444444	8	1
2	1	2	1	1	1	2	1	1	1.333333333	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	2	1	1	1.333333333	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	0	1	1	1	1	1	1	1	1.111111111	3	0
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
6	5	10	4	7	4	1	1	1	4.333333333	10	1
52	32	31	29	69	34	30	12	24	34.77777778	69	12
87	42	95	114	136	90	150	58	129	100.1111111	150	42
179	53	247	316	329	149	276	137	241	214.1111111	329	53
137	62	457	265	212	196	360	210	355	250.4444444	457	62
126	72	339	261	392	227	395	359	386	284.1111111	395	72
121	56	131	157	180	220	392	229	380	207.3333333	392	56
70	38	213	66	164	105	332	346	289	180.3333333	346	38
31	16	189	17	55	42	210	150	175	98.33333333	210	16
6	4	20	3	13	6	83	30	61	25.11111111	83	3
3	1	1	1	2	1	7	2	3	2.333333333	7	1
3	1	1	1	2	1	2	1	1	1.444444444	3	1
3	1	1	1	1	1	2	1	1	1.333333333	3	1
2	1	1	1	1	1	2	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	2	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	0	1	1	1	1	1	1	1	2	0
6	3	9	3	8	2	1	1	1	3.777777778	9	1
35	23	118	39	112	18	22	26	27	46.66666667	118	18
85	52	275	111	248	46	114	158	122	134.5555556	275	46
119	74	379	172	371	61	289	296	275	226.2222222	379	61
135	162	416	360	408	80	342	394	356	294.7777778	416	80
140	237	376	407	403	131	293	442	381	312.2222222	442	131
166	208	230	146	373	128	359	439	374	269.2222222	439	128
130	168	159	266	269	83	198	355	265	210.3333333	355	83
33	81	68	86	136	40	118	223	198	109.2222222	223	33
6	12	15	16	25	6	47	88	84	33.22222222	88	6
2	1	1	1	3	1	5	8	9	3.444444444	9	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	2	1	1	1.222222222	2	1
2	0	1	1	1	1	1	1	1	1	2	0
2	1	2	1	1	1	2	1	1	1.333333333	2	1
2	1	1	1	1	1	2	1	1	1.222222222	2	1
2	1	2	1	1	1	2	1	1	1.333333333	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	0	1	1	1	1	1	1	1	1	2	0
2	0	1	1	1	1	1	1	1	1	2	0
2	1	1	1	1	1	1	1	1	1.111111111	2	1
5	11	20	5	13	3	1	1	1	6.666666667	20	1
26	126	76	47	90	32	10	26	31	51.55555556	126	10
52	291	170	90	163	83	38	68	129	120.4444444	291	38
65	356	154	105	302	166	52	173	228	177.8888889	356	52
107	464	153	108	368	187	65	164	181	199.6666667	464	65
126	463	136	121	417	231	38	325	312	241	463	38
75	356	146	123	369	346	89	179	147	203.3333333	369	75
60	236	131	73	259	261	147	214	87	163.1111111	261	60
25	132	56	27	125	111	58	205	54	88.11111111	205	25
7	18	8	5	23	14	11	54	37	19.66666667	54	5
2	1	2	1	2	1	2	7	3	2.333333333	7	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
3	1	2	1	2	1	1	1	1	1.444444444	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	2	1	2	1	1	1	1	1.333333333	2	1
2	0	1	1	1	1	1	1	1	1	2	0
2	0	2	1	1	1	1	1	1	1.111111111	2	0
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	0	1	1	1	1	1	1	1	1	2	0
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	0	1	1	1	1	1	1	1	1	2	0
5	13	6	7	13	10	1	1	2	6.444444444	13	1
16	125	60	72	52	75	7	13	43	51.44444444	125	7
69	268	85	146	103	196	24	58	156	122.7777778	268	24
67	360	138	204	191	363	84	118	278	200.3333333	363	67
68	234	433	312	214	407	96	285	290	259.8888889	433	68
89	189	432	209	227	369	57	243	315	236.6666667	432	57
63	131	320	192	200	317	59	400	162	204.8888889	400	59
44	71	168	132	140	187	107	356	114	146.5555556	356	44
25	46	138	52	82	64	72	116	54	72.11111111	138	25
6	7	22	11	24	13	33	31	26	19.22222222	33	6
3	1	1	1	1	1	4	1	3	1.777777778	4	1
2	2	1	1	2	1	1	1	1	1.333333333	2	1
3	2	1	1	2	1	1	1	1	1.444444444	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	2	1.222222222	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	1	1	1	0	1	2	0
5	8	11	13	17	14	1	1	1	7.888888889	17	1
43	81	124	128	75	152	33	13	10	73.22222222	152	10
143	151	276	180	140	257	221	61	10	159.8888889	276	10
191	362	393	220	206	376	181	80	16	225	393	16
118	462	461	256	262	428	245	209	60	277.8888889	462	60
116	459	461	226	396	489	397	237	57	315.3333333	489	57
93	368	444	179	297	333	302	109	53	242	444	53
69	282	210	256	238	178	291	77	41	182.4444444	291	41
36	129	101	150	124	97	228	56	49	107.7777778	228	36
9	24	18	28	22	20	89	20	24	28.22222222	89	9
2	1	1	1	2	1	10	2	3	2.555555556	10	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
3	1	1	2	2	1	1	1	1	1.444444444	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
4	7	17	5	6	24	1	1	1	7.333333333	24	1
11	57	56	36	36	225	36	13	6	52.88888889	225	6
24	150	110	74	140	326	170	96	30	124.4444444	326	24
40	258	171	109	382	392	302	190	63	211.8888889	392	40
50	116	232	110	230	341	380	410	99	218.6666667	410	50
52	77	276	123	111	365	429	427	119	219.8888889	429	52
35	43	316	114	78	371	420	337	168	209.1111111	420	35
35	26	192	84	163	255	367	306	202	181.1111111	367	26
19	29	68	42	147	151	239	140	130	107.2222222	239	19
7	10	10	8	30	21	96	59	25	29.55555556	96	7
3	2	1	1	2	1	12	7	6	3.888888889	12	1
3	1	1	1	2	1	2	1	1	1.444444444	3	1
3	2	1	1	2	1	1	1	1	1.444444444	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	2	1	2	2	1	1	1	1	1.555555556	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
9	11	11	34	17	7	1	1	2	10.33333333	34	1
27	59	68	58	132	76	12	28	53	57	132	12
52	104	122	167	288	95	52	117	159	128.4444444	288	52
73	128	134	296	313	121	148	173	238	180.4444444	313	73
77	150	136	203	322	164	158	233	415	206.4444444	415	77
116	91	113	384	273	97	205	207	388	208.2222222	388	91
92	118	108	381	319	81	179	292	393	218.1111111	393	81
90	79	56	181	217	73	136	373	198	155.8888889	373	56
45	25	23	59	63	22	57	243	120	73	243	22
19	5	8	13	6	4	29	119	20	24.77777778	119	4
2	2	1	1	2	1	8	6	2	2.777777778	8	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	2	1	1	2	1	1	1	1	1.444444444	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
7	24	9	29	7	6	2	1	1	9.555555556	29	1
40	128	78	159	27	19	32	26	32	60.11111111	159	19
87	248	310	317	68	39	113	63	81	147.3333333	317	39
125	380	422	297	79	53	297	136	183	219.1111111	422	53
161	425	285	369	91	51	343	235	385	260.5555556	425	51
185	420	338	203	113	44	486	294	360	271.4444444	486	44
176	340	414	144	87	42	321	383	472	264.3333333	472	42
150	169	277	79	68	36	170	288	398	181.6666667	398	36
81	99	150	57	36	22	101	135	144	91.66666667	150	22
22	27	31	6	10	4	39	55	100	32.66666667	100	4
3	1	2	1	2	1	15	5	13	4.777777778	15	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	2	1	1	2	1	1	1	1	1.444444444	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	2	1	1	1	1	2	1	1	1.444444444	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	2	1	1	2	1.444444444	3	1
3	2	1	1	1	1	1	1	2	1.444444444	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
11	6	20	6	6	7	1	1	3	6.777777778	20	1
41	37	204	92	62	71	5	7	52	63.44444444	204	5
107	75	271	174	230	281	26	24	189	153	281	24
179	103	338	164	234	293	42	33	198	176	338	33
258	122	374	210	212	460	76	49	218	219.8888889	460	49
148	131	321	177	327	454	83	49	147	204.1111111	454	49
160	62	166	127	202	407	91	37	105	150.7777778	407	37
82	40	75	104	162	298	43	40	116	106.6666667	298	40
62	21	23	61	82	152	101	30	104	70.66666667	152	21
9	6	7	16	18	36	57	9	61	24.33333333	61	6
3	1	2	1	2	2	8	2	5	2.888888889	8	1
3	1	2	1	1	2	1	1	1	1.444444444	3	1
3	1	1	1	2	2	1	1	1	1.444444444	3	1
3	1	1	1	2	2	1	1	1	1.444444444	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	2	1	1	2	1	1	1	1	1.444444444	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
17	4	14	6	17	19	1	1	1	8.888888889	19	1
74	19	36	45	77	43	22	29	16	40.11111111	77	16
140	61	81	169	190	82	191	94	36	116	191	36
238	116	144	230	267	179	258	161	68	184.5555556	267	68
247	126	189	247	383	453	419	183	91	259.7777778	453	91
231	179	172	274	426	429	468	193	172	282.6666667	468	172
195	127	181	287	395	330	465	197	187	262.6666667	465	127
165	79	159	234	251	216	351	169	102	191.7777778	351	79
98	93	110	191	100	129	174	105	75	119.4444444	191	75
20	16	41	20	21	36	65	46	36	33.44444444	65	16
3	1	2	1	2	3	11	6	4	3.666666667	11	1
3	1	1	1	2	2	1	1	1	1.444444444	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	2	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	1	1	2	1.444444444	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
15	16	7	12	4	6	1	1	1	7	16	1
92	84	69	157	9	149	12	12	5	65.44444444	157	5
269	169	80	318	27	225	49	45	14	132.8888889	318	14
394	354	243	434	107	388	102	83	30	237.2222222	434	30
489	473	277	419	82	480	167	177	71	292.7777778	489	71
483	297	212	443	65	404	375	187	78	282.6666667	483	65
305	298	210	273	55	393	292	184	84	232.6666667	393	55
172	316	109	197	41	202	227	131	89	164.8888889	316	41
148	87	102	119	31	49	60	47	75	79.77777778	148	31
42	21	27	21	12	7	52	58	55	32.77777778	58	7
4	1	1	1	2	2	6	9	9	3.888888889	9	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	2	1.333333333	3	1
3	1	1	1	1	1	1	1	2	1.333333333	3	1
3	1	1	1	1	2	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	2	1.333333333	3	1
3	1	1	1	1	1	1	1	4	1.555555556	4	1
3	1	1	1	1	1	1	1	3	1.444444444	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
23	7	3	8	6	3	2	2	2	6.222222222	23	2
147	47	12	49	45	11	35	34	39	46.55555556	147	11
305	78	23	74	151	18	114	116	133	112.4444444	305	18
424	89	35	93	194	99	232	157	168	165.6666667	424	35
491	150	105	120	220	304	279	360	107	237.3333333	491	105
483	177	266	157	134	56	260	470	200	244.7777778	483	56
441	193	369	117	132	55	313	505	158	253.6666667	505	55
324	204	154	67	83	46	349	431	32	187.7777778	431	32
175	56	61	39	66	31	211	202	55	99.55555556	211	31
44	10	40	10	22	10	93	110	46	42.77777778	110	10
4	2	2	1	2	1	11	10	9	4.666666667	11	1
3	1	1	1	1	2	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	1	1	1	1	2	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	2	1	1	1	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
4	1	1	1	2	1	1	1	1	1.444444444	4	1
27	10	6	3	7	4	1	2	2	6.888888889	27	1
156	65	39	35	125	22	9	56	26	59.22222222	156	9
294	143	63	59	295	17	32	210	188	144.5555556	295	17
438	178	89	162	401	44	59	364	322	228.5555556	438	44
515	329	77	128	526	72	100	465	577	309.8888889	577	72
506	204	147	79	400	89	144	507	427	278.1111111	507	79
449	291	53	62	354	66	171	509	497	272.4444444	509	53
329	200	25	80	162	40	173	435	450	210.4444444	450	25
176	36	13	44	173	35	143	283	256	128.7777778	283	13
45	6	5	9	48	8	100	133	131	53.88888889	133	5
4	1	1	1	3	1	9	20	19	6.555555556	20	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
4	1	1	1	2	1	1	1	1	1.444444444	4	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
3	1	2	1	2	1	1	1	1	1.444444444	3	1
14	28	25	2	30	5	1	2	2	12.11111111	30	1
77	101	147	12	110	26	20	46	39	64.22222222	147	12
166	172	320	69	195	63	50	161	151	149.6666667	320	50
455	163	439	69	428	125	122	283	321	267.2222222	455	69
506	163	495	63	458	126	154	335	412	301.3333333	506	63
513	204	483	111	409	227	199	350	400	321.7777778	513	111
459	181	259	138	349	240	370	427	464	320.7777778	464	138
336	128	215	126	222	122	405	434	420	267.5555556	434	122
186	65	105	47	114	71	256	310	287	160.1111111	310	47
49	21	25	9	38	23	131	135	131	62.44444444	135	9
4	1	2	1	3	1	25	19	20	8.444444444	25	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
23	18	2	6	7	14	1	2	2	8.333333333	23	1
125	69	8	33	47	78	9	46	61	52.88888889	125	8
259	111	24	74	72	138	25	102	215	113.3333333	259	24
383	154	39	106	65	207	39	129	365	165.2222222	383	39
420	206	35	137	78	189	55	95	460	186.1111111	460	35
415	341	52	137	47	139	73	179	504	209.6666667	504	47
314	466	75	133	50	101	82	104	505	203.3333333	505	50
261	415	107	102	82	75	87	111	436	186.2222222	436	75
141	241	45	42	57	30	39	67	300	106.8888889	300	30
35	37	17	14	24	13	11	40	139	36.66666667	139	11
4	2	2	1	2	1	2	13	21	5.333333333	21	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	0	1	1	1	1	1	1.111111111	3	0
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	0	1	1	1	1	1	1.111111111	3	0
3	1	1	0	2	1	1	1	1	1.222222222	3	0
3	1	1	0	1	1	1	1	1	1.111111111	3	0
3	1	1	0	1	1	1	1	1	1.111111111	3	0
9	17	22	14	22	10	1	3	4	11.33333333	22	1
41	100	52	56	89	40	27	76	52	59.22222222	100	27
119	210	132	258	190	95	68	197	188	161.8888889	258	68
206	313	204	356	279	120	171	360	329	259.7777778	360	120
306	542	186	238	388	128	212	425	449	319.3333333	542	128
347	388	243	289	256	148	198	423	437	303.2222222	437	148
272	405	126	244	196	95	261	457	500	284	500	95
209	334	76	203	208	76	196	389	439	236.6666667	439	76
131	217	31	118	96	39	106	256	300	143.7777778	300	31
42	51	11	19	21	16	45	119	144	52	144	11
4	2	2	1	2	1	15	16	20	7	20	1
3	1	1	1	1	1	1	1	2	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
18	19	27	31	15	6	1	2	6	13.88888889	31	1
85	84	159	116	88	30	15	21	75	74.77777778	159	15
155	287	144	199	133	87	86	70	197	150.8888889	287	70
345	447	128	229	74	180	174	143	385	233.8888889	447	74
470	638	397	316	63	170	199	205	419	319.6666667	638	63
467	341	485	424	84	135	154	196	508	310.4444444	508	84
386	278	451	443	86	123	165	159	454	282.7777778	454	86
229	110	353	345	46	84	270	239	305	220.1111111	353	46
108	80	203	206	26	31	286	179	178	144.1111111	286	26
37	32	51	58	4	9	139	97	93	57.77777778	139	4
4	1	2	2	3	1	22	18	16	7.666666667	22	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	2	1	1	2	1	1.444444444	3	1
3	1	1	1	2	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	2	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	2	1.333333333	3	1
3	0	1	1	1	1	1	2	0	1.111111111	3	0
3	1	1	1	1	1	1	1	2	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	2	1	1.333333333	3	1
3	0	1	0	1	1	1	1	1	1	3	0
3	1	1	1	1	1	1	0	1	1.111111111	3	0
30	35	12	34	19	5	2	3	2	15.77777778	35	2
161	189	56	177	100	28	26	33	26	88.44444444	189	26
360	364	165	341	156	93	107	111	89	198.4444444	364	89
456	490	260	462	300	197	185	280	192	313.5555556	490	185
259	544	338	527	261	207	251	232	213	314.6666667	544	207
283	482	163	518	270	216	229	139	235	281.6666667	518	139
302	447	149	469	326	266	181	73	523	304	523	73
283	349	152	354	188	207	169	55	304	229	354	55
94	203	83	203	216	74	91	51	176	132.3333333	216	51
42	49	37	58	35	20	53	12	71	41.88888889	71	12
5	1	2	2	2	1	9	2	12	4	12	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
3	1	2	1	1	1	1	1	1	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	2	1.333333333	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	1	1	1	1	1	1	1.222222222	3	1
3	1	1	0	1	1	1	1	1	1.111111111	3	0
3	1	1	1	1	1	1	1	1	1.222222222	3	1
11	15	17	36	38	35	3	2	3	17.77777778	38	2
49	50	189	184	188	176	21	27	34	102	189	21
134	131	220	347	349	341	101	124	108	206.1111111	349	101
256	347	380	468	465	448	133	349	152	333.1111111	468	133
411	308	462	537	532	552	195	260	123	375.5555556	552	123
394	251	309	529	538	337	216	293	249	346.2222222	538	216
399	193	468	478	306	239	257	369	252	329	478	193
235	121	370	360	161	230	184	173	89	213.6666667	370	89
122	48	230	211	90	138	45	116	83	120.3333333	230	45
