2012	2013	2014	2015	2016	2017	2018	2019	2020	mean	max	min
59	48	86	89	157	58	49	32	67	71.66666667	157	32
77	104	248	314	379	101	121	122	236	189.1111111	379	77
117	117	382	485	567	286	117	186	288	282.7777778	567	117
243	169	367	589	400	494	163	280	520	358.3333333	589	163
212	232	510	749	119	458	221	427	584	390.2222222	749	119
137	220	371	566	166	284	277	427	580	336.4444444	580	137
154	196	336	287	137	266	347	424	600	305.2222222	600	137
101	112	319	140	111	374	404	260	494	257.2222222	494	101
44	38	193	176	58	208	364	354	366	200.1111111	366	38
16	8	39	76	30	49	188	213	193	90.22222222	213	8
2	2	4	6	3	4	40	47	33	15.66666667	47	2
1	1	2	1	1	1	2	1	2	1.333333333	2	1
1	2	1	2	1	1	2	0	1	1.222222222	2	0
1	1	2	2	1	1	1	1	2	1.333333333	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	2	2	2	1	1	1	1	1.333333333	2	1
1	1	1	2	1	1	1	1	2	1.222222222	2	1
1	1	1	1	1	1	1	2	1	1.111111111	2	1
1	1	2	1	1	1	1	2	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
5	15	41	38	36	52	4	1	4	21.77777778	52	1
23	57	200	162	101	220	83	9	65	102.2222222	220	9
74	120	377	378	232	379	232	7	164	218.1111111	379	7
134	194	513	553	199	289	397	28	166	274.7777778	553	28
312	231	601	667	141	619	522	45	390	392	667	45
321	289	484	656	233	479	607	52	523	404.8888889	656	52
481	285	433	568	168	343	623	78	354	370.3333333	623	78
290	203	419	555	396	245	601	43	598	372.2222222	601	43
329	173	113	389	444	122	477	70	328	271.6666667	477	70
75	108	56	239	50	93	351	55	283	145.5555556	351	50
9	43	15	80	14	30	172	105	147	68.33333333	172	9
3	2	2	5	5	2	39	24	42	13.77777778	42	2
1	1	2	2	1	2	3	2	2	1.777777778	3	1
1	2	2	2	1	2	2	1	1	1.555555556	2	1
2	1	2	2	1	1	2	1	1	1.444444444	2	1
1	2	1	2	1	1	2	1	1	1.333333333	2	1
1	1	1	2	1	2	1	0	1	1.111111111	2	0
2	2	2	1	1	1	1	1	1	1.333333333	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	2	1	1	1	1.222222222	2	1
13	5	7	8	18	41	3	4	2	11.22222222	41	2
32	15	28	32	124	187	34	38	19	56.55555556	187	15
53	30	118	78	234	335	86	102	33	118.7777778	335	30
74	36	140	80	329	448	102	280	163	183.5555556	448	36
119	32	122	82	330	529	110	295	211	203.3333333	529	32
190	23	231	102	332	585	168	323	128	231.3333333	585	23
225	40	285	77	318	628	278	393	100	260.4444444	628	40
445	50	285	84	236	508	431	382	120	282.3333333	508	50
108	214	196	69	280	342	477	440	261	265.2222222	477	69
39	242	90	43	135	226	346	296	236	183.6666667	346	39
31	110	46	18	73	73	70	141	48	67.77777778	141	18
2	9	3	2	3	6	17	27	16	9.444444444	27	2
2	2	2	1	1	2	2	2	1	1.666666667	2	1
2	1	2	1	1	2	1	1	1	1.333333333	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	2	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	2	2	1	1.333333333	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	2	1	2	1	1.333333333	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	2	1	2	1	1.222222222	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
29	8	10	11	19	36	2	4	3	13.55555556	36	2
159	85	35	54	92	180	27	79	54	85	180	27
302	107	105	114	188	347	54	248	261	191.7777778	347	54
468	93	197	212	228	479	77	411	335	277.7777778	479	77
295	79	162	203	300	576	181	534	320	294.4444444	576	79
491	158	130	302	333	609	354	610	465	383.5555556	610	130
439	248	170	341	261	613	589	621	354	404	621	170
355	513	389	169	437	530	564	602	368	436.3333333	602	169
367	339	233	180	193	407	467	502	158	316.2222222	502	158
239	153	40	109	119	243	335	370	146	194.8888889	370	40
84	26	19	23	60	71	162	185	68	77.55555556	185	19
3	3	2	3	4	4	27	38	9	10.33333333	38	2
2	2	2	2	1	1	2	3	2	1.888888889	3	1
2	2	2	1	2	1	2	2	1	1.666666667	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	2	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	2	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	2	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1.111111111	2	1
9	10	17	20	21	35	4	4	2	13.55555556	35	2
65	69	52	87	131	184	80	74	30	85.77777778	184	30
62	356	98	251	358	284	232	201	77	213.2222222	358	62
64	429	167	617	520	186	391	321	281	330.6666667	617	64
105	267	176	622	611	411	507	472	368	393.2222222	622	105
138	465	148	364	576	610	602	453	472	425.3333333	610	138
104	536	124	651	510	602	603	384	428	438	651	104
219	229	62	410	546	518	582	356	379	366.7777778	582	62
385	106	102	155	390	393	463	461	457	323.5555556	463	102
140	39	58	72	205	228	323	184	421	185.5555556	421	39
93	7	30	27	48	64	161	35	122	65.22222222	161	7
4	2	2	3	3	4	34	16	34	11.33333333	34	2
2	1	1	2	2	3	3	2	2	2	3	1
2	1	1	1	1	1	2	2	2	1.444444444	2	1
1	2	1	2	1	2	1	2	1	1.444444444	2	1
1	1	1	1	1	1	2	1	1	1.111111111	2	1
1	1	1	1	1	2	1	1	1	1.111111111	2	1
2	1	2	2	1	1	2	1	1	1.444444444	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
2	1	1	2	1	1	2	1	1	1.333333333	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	2	1	1	1	1	1	2	1	1.333333333	2	1
2	2	1	1	1	1	2	1	1	1.333333333	2	1
37	12	7	11	7	30	3	3	2	12.44444444	37	2
194	86	54	69	42	166	67	48	42	85.33333333	194	42
350	383	32	120	136	333	226	116	236	214.6666667	383	32
511	503	148	69	148	464	387	332	442	333.7777778	511	69
453	596	71	63	128	557	504	463	450	365	596	63
339	654	211	76	122	577	584	547	668	419.7777778	668	76
269	562	244	35	136	589	595	585	426	382.3333333	595	35
364	445	267	35	93	505	576	578	441	367.1111111	578	35
398	363	147	20	66	382	468	471	373	298.6666667	471	20
225	124	81	14	39	219	337	332	236	178.5555556	337	14
30	47	15	7	7	60	163	160	103	65.77777778	163	7
2	2	2	1	1	3	29	30	16	9.555555556	30	1
1	1	1	1	1	2	2	3	1	1.444444444	3	1
2	1	2	2	1	1	2	2	1	1.555555556	2	1
1	2	1	1	1	1	2	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
2	1	2	2	1	1	2	1	1	1.444444444	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
1	2	2	1	1	1	2	1	1	1.333333333	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
2	1	1	1	1	2	2	1	1	1.333333333	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
20	8	41	22	13	29	3	3	2	15.66666667	41	2
80	32	121	100	35	168	64	65	19	76	168	19
122	66	317	324	70	333	226	222	83	195.8888889	333	66
139	91	429	475	197	466	388	383	317	320.5555556	475	91
141	193	458	305	120	563	505	500	237	335.7777778	563	120
178	114	526	310	163	585	584	579	337	375.1111111	585	114
142	198	470	244	184	592	596	588	468	386.8888889	596	142
112	248	498	186	82	504	574	567	460	359	574	82
138	45	363	86	46	381	467	464	268	250.8888889	467	45
62	27	210	76	75	216	333	334	207	171.1111111	334	27
22	20	59	20	28	58	156	156	157	75.11111111	157	20
2	2	3	2	2	4	22	21	30	9.777777778	30	2
1	1	2	2	1	2	2	2	1	1.555555556	2	1
1	1	1	2	1	2	2	2	1	1.444444444	2	1
2	2	2	2	1	1	1	1	1	1.444444444	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	2	2	2	1	1.444444444	2	1
2	1	1	1	1	1	2	1	1	1.222222222	2	1
2	1	2	1	1	1	2	1	1	1.333333333	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	2	2	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
2	1	1	1	2	2	1	1	1	1.333333333	2	1
3	25	13	2	5	27	3	1	1	8.888888889	27	1
28	71	136	8	46	162	63	29	11	61.55555556	162	8
59	192	264	14	123	330	221	48	27	142	330	14
124	281	308	33	136	464	383	33	71	203.6666667	464	33
276	296	296	45	496	559	498	23	106	288.3333333	559	23
386	249	334	96	581	581	577	49	84	326.3333333	581	49
325	163	254	78	374	591	586	50	167	287.5555556	591	50
519	157	248	72	227	504	567	45	163	278	567	45
123	141	171	51	270	380	460	38	150	198.2222222	460	38
204	48	87	43	188	209	197	31	55	118	209	31
79	18	23	15	53	54	70	28	33	41.44444444	79	15
3	1	2	2	3	4	29	10	6	6.666666667	29	1
2	1	2	1	1	2	2	1	1	1.444444444	2	1
2	2	1	1	1	2	1	1	1	1.333333333	2	1
1	2	1	2	1	2	1	1	1	1.333333333	2	1
1	1	2	1	2	1	2	1	1	1.333333333	2	1
1	1	2	1	1	2	1	1	1	1.222222222	2	1
1	1	1	1	2	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	2	1	2	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	1	2	1	1	1	1	1.222222222	2	1
1	1	1	1	1	2	1	1	1	1.111111111	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
28	18	5	7	30	26	2	3	1	13.33333333	30	1
179	135	25	25	181	158	53	61	10	91.88888889	181	10
352	317	60	61	338	327	161	220	64	211.1111111	352	60
452	307	109	183	452	469	281	380	89	302.4444444	469	89
438	400	168	212	505	568	478	495	128	376.8888889	568	128
583	461	143	179	421	596	554	573	193	411.4444444	596	143
377	357	198	136	443	607	553	582	393	405.1111111	607	136
162	214	175	122	351	509	469	562	187	305.6666667	562	122
116	123	111	85	318	390	414	456	170	242.5555556	456	85
56	56	69	29	141	217	301	324	174	151.8888889	324	29
30	15	16	8	28	56	136	148	72	56.55555556	148	8
2	2	2	2	2	3	23	22	11	7.666666667	23	2
2	1	2	1	1	2	3	2	1	1.666666667	3	1
1	2	1	2	1	2	2	1	1	1.444444444	2	1
1	1	2	1	1	2	1	1	1	1.222222222	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	1	1	2	1	2	1	1	1	1.333333333	2	1
1	1	1	2	1	2	2	1	1	1.333333333	2	1
1	1	1	1	1	2	1	1	1	1.111111111	2	1
2	1	1	1	1	2	1	1	1	1.222222222	2	1
2	1	2	1	1	1	2	1	1	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	2	1	1	1	2	2	1	1	1.444444444	2	1
24	17	9	7	5	31	3	3	1	11.11111111	31	1
128	157	18	42	49	166	69	42	18	76.55555556	166	18
186	340	85	73	76	319	220	197	49	171.6666667	340	49
335	479	316	94	82	508	338	293	159	289.3333333	508	82
476	574	551	117	102	583	424	482	178	387.4444444	583	102
531	601	678	173	116	593	523	521	254	443.3333333	678	116
488	569	554	188	115	601	508	508	294	425	601	115
454	490	498	215	77	503	466	381	188	363.5555556	503	77
325	357	358	184	64	370	494	192	129	274.7777778	494	64
158	202	186	154	36	226	214	71	142	154.3333333	226	36
33	43	48	38	11	66	81	21	74	46.11111111	81	11
2	3	3	2	1	4	20	5	12	5.777777778	20	1
2	2	2	2	1	2	2	1	1	1.666666667	2	1
2	1	2	1	1	2	2	1	1	1.444444444	2	1
2	2	2	1	1	1	2	1	1	1.444444444	2	1
2	2	2	2	1	2	2	1	1	1.666666667	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
2	2	2	1	1	2	2	1	1	1.555555556	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
14	26	24	7	2	23	2	2	1	11.22222222	26	1
68	149	156	32	28	146	45	14	21	73.22222222	156	14
170	326	334	65	91	316	149	31	92	174.8888889	334	31
390	462	452	122	252	453	330	56	187	300.4444444	462	56
451	574	533	114	240	548	427	207	265	373.2222222	574	114
383	563	570	91	212	572	560	487	337	419.4444444	572	91
376	555	541	100	243	583	568	524	418	434.2222222	583	100
278	396	466	126	285	489	544	555	289	380.8888889	555	126
215	230	344	65	199	372	437	262	192	257.3333333	437	65
118	189	190	32	181	196	297	120	140	162.5555556	297	32
28	29	46	10	33	36	139	33	63	46.33333333	139	10
2	3	2	2	2	3	25	4	8	5.666666667	25	2
2	2	2	2	1	2	1	1	1	1.555555556	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
2	2	1	1	1	2	1	1	1	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	2	2	1	0	1	1	1	1	1.222222222	2	0
2	2	2	1	1	2	2	1	1	1.555555556	2	1
1	1	2	1	1	1	2	1	2	1.333333333	2	1
2	2	1	2	1	1	2	1	1	1.444444444	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
2	2	2	1	1	2	1	1	1	1.444444444	2	1
22	16	22	5	11	27	2	1	2	12	27	1
160	134	161	26	40	85	45	4	48	78.11111111	161	4
312	311	332	62	133	168	169	22	208	190.7777778	332	22
485	454	453	109	201	456	334	84	225	311.2222222	485	84
511	545	528	121	179	531	467	94	439	379.4444444	545	94
493	549	569	191	142	557	515	214	491	413.4444444	569	142
505	520	543	228	154	557	505	401	504	435.2222222	557	154
393	431	469	301	77	403	459	458	487	386.4444444	487	77
305	295	332	170	68	331	410	213	473	288.5555556	473	68
171	128	168	106	56	172	247	58	225	147.8888889	247	56
29	27	47	27	11	44	137	22	103	49.66666667	137	11
2	2	2	2	1	3	17	2	17	5.333333333	17	1
2	2	2	2	1	1	2	1	2	1.666666667	2	1
2	2	2	2	1	2	1	1	1	1.555555556	2	1
2	2	2	2	1	2	2	1	2	1.777777778	2	1
2	2	1	2	1	1	1	1	1	1.333333333	2	1
1	1	2	2	1	2	1	1	1	1.333333333	2	1
2	2	2	1	2	1	1	1	1	1.444444444	2	1
2	2	1	1	2	2	1	1	1	1.444444444	2	1
1	1	3	1	1	1	1	1	1	1.222222222	3	1
1	2	1	1	1	2	1	1	1	1.222222222	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
39	10	17	17	24	17	1	1	2	14.22222222	39	1
175	41	143	77	54	128	10	11	30	74.33333333	175	10
315	97	251	80	208	332	37	33	95	160.8888889	332	33
341	125	434	138	456	352	47	72	229	243.7777778	456	47
445	82	434	456	353	92	82	100	320	262.6666667	456	82
471	64	463	577	419	233	122	159	517	336.1111111	577	64
478	33	413	551	525	159	415	195	479	360.8888889	551	33
305	36	217	448	516	183	480	397	429	334.5555556	516	36
257	41	118	296	330	161	427	389	340	262.1111111	427	41
114	46	62	137	144	98	294	187	187	141	294	46
34	16	25	35	35	23	122	139	67	55.11111111	139	16
2	2	2	2	2	2	16	14	9	5.666666667	16	2
2	2	2	2	2	0	1	1	2	1.555555556	2	0
1	2	1	1	1	1	1	1	1	1.111111111	2	1
1	2	2	2	1	1	2	1	2	1.555555556	2	1
1	2	2	2	1	1	2	1	1	1.444444444	2	1
2	2	1	2	1	1	2	1	1	1.444444444	2	1
2	2	1	1	2	1	1	1	2	1.444444444	2	1
2	1	1	1	1	1	2	1	2	1.333333333	2	1
2	1	1	1	2	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	2	1.222222222	2	1
14	14	20	17	4	16	1	1	2	9.888888889	20	1
124	110	119	135	29	127	21	9	43	79.66666667	135	9
212	198	301	291	62	296	97	30	169	184	301	30
369	269	318	308	76	356	120	38	281	237.2222222	369	38
498	238	309	517	217	315	144	56	292	287.3333333	517	56
514	365	261	485	198	280	340	88	322	317	514	88
388	387	280	548	149	302	558	70	235	324.1111111	558	70
414	278	221	362	190	273	529	200	349	312.8888889	529	190
292	272	75	324	288	320	426	29	174	244.4444444	426	29
148	158	57	175	87	111	291	21	147	132.7777778	291	21
26	18	9	35	39	35	116	12	103	43.66666667	116	9
2	2	1	2	1	4	15	4	13	4.888888889	15	1
2	2	4	2	2	2	1	1	2	2	4	1
2	2	2	2	2	2	1	1	1	1.666666667	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
2	2	2	1	1	1	2	1	2	1.555555556	2	1
2	2	1	1	2	1	1	1	1	1.333333333	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
2	1	2	1	1	1	2	1	1	1.333333333	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	2	1.222222222	2	1
2	1	2	1	1	1	1	1	1	1.222222222	2	1
17	13	6	9	13	10	1	1	2	8	17	1
119	70	82	98	100	52	43	6	26	66.22222222	119	6
273	137	80	160	250	138	97	54	160	149.8888889	273	54
406	362	144	230	426	195	168	142	349	269.1111111	426	142
489	402	219	319	518	277	405	173	334	348.4444444	518	173
523	481	266	362	539	290	549	176	430	401.7777778	549	176
495	446	117	203	537	188	566	124	271	327.4444444	566	117
412	416	64	161	453	214	540	120	141	280.1111111	540	64
282	269	125	93	329	123	430	98	54	200.3333333	430	54
144	158	61	74	162	94	286	54	27	117.7777778	286	27
26	44	31	24	33	15	114	28	14	36.55555556	114	14
2	2	1	2	2	2	13	4	2	3.333333333	13	1
2	2	1	1	2	1	1	1	1	1.333333333	2	1
2	2	2	1	1	1	1	1	1	1.333333333	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
2	1	1	2	1	1	1	1	1	1.222222222	2	1
2	2	1	2	1	1	2	1	1	1.444444444	2	1
2	2	2	2	1	1	1	1	1	1.444444444	2	1
2	2	1	1	1	1	1	1	1	1.222222222	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
2	1	1	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	2	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
6	5	10	9	6	4	2	1	1	4.888888889	10	1
29	19	63	50	47	32	41	16	6	33.66666667	63	6
54	37	288	123	60	80	179	53	19	99.22222222	288	19
66	72	444	292	82	95	336	112	25	169.3333333	444	25
92	86	476	304	140	148	445	218	31	215.5555556	476	31
81	64	434	238	178	241	517	296	54	233.6666667	517	54
90	26	555	228	92	140	582	214	57	220.4444444	582	26
65	11	454	152	63	108	446	161	29	165.4444444	454	11
53	17	324	80	30	53	402	150	35	127.1111111	402	17
21	9	169	37	15	48	290	129	20	82	290	9
6	3	33	7	6	9	136	20	11	25.66666667	136	3
2	1	2	2	1	1	12	4	1	2.888888889	12	1
1	2	2	1	1	1	1	1	2	1.333333333	2	1
2	1	2	2	1	1	1	1	1	1.333333333	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
2	2	2	1	1	1	2	1	1	1.444444444	2	1
1	2	1	1	1	1	1	1	1	1.111111111	2	1
1	2	1	1	1	1	1	1	1	1.111111111	2	1
1	2	1	1	1	1	2	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	2	1	2	1	1	2	1	1	1.333333333	2	1
1	2	1	2	1	1	1	2	1	1.333333333	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
4	15	10	15	17	21	1	1	1	9.444444444	21	1
20	127	120	89	89	157	14	33	10	73.22222222	157	10
37	298	275	199	264	225	78	92	71	171	298	37
52	455	430	337	393	413	331	148	169	303.1111111	455	52
85	448	508	504	428	532	330	282	343	384.4444444	532	85
93	503	540	420	361	478	272	314	180	351.2222222	540	93
88	313	523	334	397	558	364	332	577	387.3333333	577	88
62	382	442	236	388	432	450	314	518	358.2222222	518	62
52	263	311	206	177	297	399	183	418	256.2222222	418	52
30	146	132	99	104	156	266	49	248	136.6666667	266	30
7	30	17	19	25	37	99	17	83	37.11111111	99	7
1	2	2	2	1	2	11	3	9	3.666666667	11	1
2	1	2	2	1	1	2	1	2	1.555555556	2	1
2	1	1	2	1	2	1	2	1	1.444444444	2	1
2	1	1	2	1	1	2	1	1	1.333333333	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	2	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	2	1	1	1	1	2	1	1	1.222222222	2	1
1	2	1	1	1	1	1	2	1	1.222222222	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	1	1	1	1	1	2	1.111111111	2	1
1	1	1	1	1	1	2	1	2	1.222222222	2	1
1	2	1	1	1	1	2	1	1	1.222222222	2	1
3	18	6	8	2	11	1	1	2	5.777777778	18	1
23	103	41	61	9	82	17	25	36	44.11111111	103	9
58	272	131	205	17	273	155	187	135	159.2222222	273	17
87	330	178	152	13	418	336	287	318	235.4444444	418	13
108	394	206	301	42	519	438	457	404	318.7777778	519	42
129	367	208	399	48	517	524	562	497	361.2222222	562	48
105	421	299	357	29	545	532	530	532	372.2222222	545	29
94	357	216	418	19	430	513	478	498	335.8888889	513	19
73	248	111	284	79	305	407	307	390	244.8888889	407	73
28	103	62	149	39	161	265	242	125	130.4444444	265	28
7	24	9	29	7	31	100	97	60	40.44444444	100	7
1	2	2	2	1	1	11	9	2	3.444444444	11	1
1	2	1	2	1	2	2	2	1	1.555555556	2	1
1	2	2	2	1	1	2	1	1	1.444444444	2	1
1	2	1	2	1	2	2	1	1	1.444444444	2	1
2	2	1	2	1	1	1	1	2	1.444444444	2	1
1	2	2	1	1	1	1	2	1	1.333333333	2	1
1	2	2	2	1	1	1	1	1	1.333333333	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	2	2	2	1	1	2	1	1	1.444444444	2	1
1	2	1	2	1	2	1	1	2	1.444444444	2	1
1	1	2	2	1	1	1	1	1	1.222222222	2	1
1	1	1	1	1	2	2	1	2	1.333333333	2	1
1	2	1	1	1	1	1	1	1	1.111111111	2	1
4	16	7	6	2	13	1	2	1	5.777777778	16	1
24	93	29	45	8	105	33	32	3	41.33333333	105	3
30	155	80	82	47	225	156	165	10	105.5555556	225	10
95	377	114	126	105	274	333	324	16	196	377	16
92	459	149	154	50	462	436	437	27	251.7777778	462	27
83	432	164	208	130	506	529	514	47	290.3333333	529	47
54	480	173	205	198	556	524	524	46	306.6666667	556	46
68	416	208	254	226	443	522	500	87	302.6666667	522	68
30	283	207	256	260	312	312	397	82	237.6666667	397	30
14	126	94	152	87	149	201	258	73	128.2222222	258	14
4	30	25	20	16	29	57	94	76	39	94	4
2	2	2	2	1	2	4	8	14	4.111111111	14	1
1	2	2	2	1	1	1	2	1	1.444444444	2	1
1	2	2	1	1	1	1	2	1	1.333333333	2	1
1	2	2	1	1	1	2	2	1	1.444444444	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	0	1	2	1	1.111111111	2	0
2	1	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	2	1	1	1	1	1	2	1	1.222222222	2	1
1	2	2	2	1	2	2	2	1	1.666666667	2	1
3	2	4	6	5	9	2	2	1	3.777777778	9	1
14	4	22	38	71	84	6	52	17	34.22222222	84	4
26	17	56	80	293	83	39	242	74	101.1111111	293	17
48	33	95	137	267	98	71	245	141	126.1111111	267	33
73	143	109	385	353	57	98	312	294	202.6666667	385	57
58	338	72	533	513	106	105	495	299	279.8888889	533	58
71	169	67	379	476	183	89	502	299	248.3333333	502	67
54	60	63	363	428	111	59	452	427	224.1111111	452	54
51	91	48	289	267	78	29	316	405	174.8888889	405	29
28	77	25	155	136	57	20	170	197	96.11111111	197	20
4	7	6	12	24	31	9	43	88	24.88888889	88	4
1	1	2	2	1	2	1	4	6	2.222222222	6	1
1	2	2	2	2	1	1	1	1	1.444444444	2	1
1	1	1	2	2	1	1	2	1	1.333333333	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	1	1	1	2	1	1	1	1	1.111111111	2	1
1	2	1	2	1	1	1	1	1	1.222222222	2	1
1	1	1	1	1	2	1	1	1	1.111111111	2	1
1	1	1	2	1	1	1	1	1	1.111111111	2	1
1	2	1	1	1	2	1	1	1	1.222222222	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
1	2	2	1	1	1	1	1	0	1.111111111	2	0
1	2	2	1	1	1	1	1	2	1.333333333	2	1
3	9	10	6	8	12	1	1	1	5.666666667	12	1
51	75	129	59	102	132	3	11	8	63.33333333	132	3
85	291	221	269	255	272	13	75	52	170.3333333	291	13
146	416	396	343	382	334	21	92	244	263.7777778	416	21
285	528	377	195	499	452	94	127	174	303.4444444	528	94
153	548	565	311	527	354	223	187	176	338.2222222	565	153
146	503	518	260	499	442	168	149	237	324.6666667	518	146
95	419	360	224	407	404	97	135	234	263.8888889	419	95
82	286	178	162	275	299	70	80	382	201.5555556	382	70
45	100	106	45	150	109	44	42	199	93.33333333	199	42
11	9	27	6	26	20	14	9	46	18.66666667	46	6
1	2	1	3	1	1	1	2	3	1.666666667	3	1
1	2	2	1	2	2	1	1	1	1.444444444	2	1
1	2	1	1	1	2	1	1	2	1.333333333	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
1	2	1	1	1	1	1	1	1	1.111111111	2	1
1	2	2	1	1	1	1	1	1	1.222222222	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	2	2	1	2	1	1	1	2	1.444444444	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	1	1	1.111111111	2	1
