Mois	temp
1	274.79
1	275.38
1	275.69
1	275.63
1	275.46
1	274.98
1	274.56
1	274.26
1	274.06
1	274.14
1	274.13
1	273.94
1	273.60
1	273.49
1	273.44
1	273.40
1	273.40
1	273.36
1	273.33
1	273.30
1	273.18
1	273.16
1	273.54
1	273.95
1	274.66
1	275.13
1	275.56
1	275.41
1	274.90
1	274.63
1	274.59
1	274.59
1	274.73
1	274.74
1	274.74
1	274.71
1	274.64
1	274.60
1	274.50
1	274.28
1	274.00
1	273.99
1	273.88
1	273.76
1	273.56
1	273.83
1	274.08
1	274.36
1	274.63
1	275.29
1	275.85
1	276.18
1	275.93
1	275.60
1	275.35
1	275.06
1	274.89
1	274.75
1	274.54
1	274.38
1	274.61
1	274.61
1	274.56
1	274.53
1	274.50
1	274.30
1	273.98
1	273.84
1	273.80
1	273.74
1	274.10
1	274.73
1	275.65
1	276.43
1	276.98
1	277.10
1	276.83
1	276.13
1	275.29
1	274.71
1	274.30
1	273.90
1	273.69
1	273.66
1	273.63
1	273.41
1	273.38
1	273.54
1	273.40
1	273.40
1	273.18
1	273.03
1	272.90
1	273.14
1	274.14
1	275.20
1	276.18
1	276.96
1	277.11
1	277.29
1	276.90
1	276.11
1	275.23
1	274.56
1	274.13
1	273.98
1	273.54
1	273.25
1	273.05
1	272.74
1	272.48
1	272.33
1	272.38
1	272.23
1	271.96
1	271.85
1	271.76
1	271.89
1	272.50
1	273.35
1	274.40
1	275.16
1	275.55
1	275.73
1	275.54
1	275.10
1	274.48
1	273.84
1	273.15
1	272.76
1	272.45
1	272.50
1	272.19
1	272.09
1	272.01
1	271.91
1	271.80
1	271.53
1	271.44
1	271.59
1	271.80
1	271.93
1	272.80
1	274.00
1	274.95
1	275.58
1	276.05
1	276.24
1	276.03
1	275.39
1	274.70
1	274.00
1	273.43
1	273.06
1	273.03
1	273.00
1	273.09
1	272.91
1	272.71
1	272.48
1	272.06
1	271.95
1	272.00
1	271.75
1	272.05
1	272.21
1	272.90
1	273.91
1	274.99
1	275.89
1	276.53
1	277.09
1	276.93
1	276.35
1	275.75
1	275.38
1	275.01
1	274.61
1	274.33
1	274.21
1	274.41
1	274.45
1	274.23
1	274.23
1	274.23
1	274.14
1	273.85
1	273.88
1	273.88
1	274.10
1	274.70
1	275.95
1	277.31
1	278.03
1	278.69
1	278.83
1	278.43
1	277.64
1	277.06
1	276.89
1	276.50
1	276.05
1	275.78
1	275.28
1	275.11
1	274.91
1	274.55
1	274.24
1	274.10
1	273.89
1	273.83
1	273.85
1	273.70
1	274.08
1	275.00
1	276.19
1	277.33
1	278.29
1	278.78
1	278.95
1	278.49
1	277.61
1	276.73
1	276.21
1	275.89
1	275.63
1	275.29
1	275.14
1	275.15
1	275.01
1	274.86
1	274.91
1	274.43
1	274.28
1	274.21
1	273.99
1	274.26
1	274.69
1	275.40
1	276.54
1	277.35
1	277.89
1	278.18
1	278.38
1	278.15
1	277.43
1	276.65
1	276.06
1	275.51
1	275.25
1	274.93
1	274.71
1	274.68
1	274.68
1	274.60
1	274.28
1	274.21
1	274.18
1	274.74
1	274.81
1	274.70
1	275.39
1	276.30
1	277.04
1	277.63
1	277.79
1	278.24
1	278.56
1	278.00
1	277.70
1	277.40
1	276.91
1	276.88
1	276.61
1	276.39
1	276.31
1	276.04
1	275.64
1	275.51
1	275.31
1	275.26
1	275.18
1	275.08
1	275.10
1	274.73
1	275.06
1	276.09
1	276.85
1	277.51
1	277.99
1	278.29
1	278.53
1	278.40
1	278.18
1	278.00
1	277.84
1	277.73
1	277.60
1	277.60
1	277.38
1	277.15
2	276.86
2	276.64
2	276.46
2	276.48
2	276.20
2	276.08
2	275.93
2	275.98
2	276.03
2	276.95
2	277.66
2	278.51
2	278.75
2	278.79
2	278.58
2	278.28
2	277.95
2	277.44
2	276.88
2	276.55
2	276.21
2	275.79
2	275.45
2	275.20
2	275.15
2	274.78
2	274.58
2	274.05
2	273.73
2	273.53
2	273.10
2	273.01
2	273.19
2	273.63
2	274.44
2	275.28
2	275.94
2	276.38
2	276.43
2	276.31
2	275.86
2	275.28
2	274.78
2	274.43
2	274.19
2	273.99
2	273.76
2	273.74
2	273.59
2	273.40
2	273.30
2	273.05
2	273.05
2	272.88
2	272.69
2	272.58
2	272.60
2	272.91
2	273.73
2	274.41
2	274.66
2	274.60
2	274.76
2	274.40
2	274.10
2	273.56
2	273.10
2	272.93
2	272.84
2	272.65
2	272.54
2	272.26
2	272.16
2	272.05
2	271.74
2	271.48
2	271.44
2	271.50
2	271.41
2	271.36
2	271.71
2	272.05
2	272.64
2	273.26
2	273.73
2	274.45
2	274.90
2	274.81
2	274.70
2	274.34
2	273.96
2	273.79
2	273.59
2	273.30
2	273.00
2	272.61
2	272.09
2	271.94
2	271.70
2	271.46
2	271.35
2	271.11
2	271.24
2	271.05
2	271.28
2	271.94
2	272.71
2	273.40
2	274.04
2	274.43
2	274.63
2	274.33
2	273.85
2	273.11
2	272.90
2	272.60
2	272.08
2	271.69
2	271.30
2	271.00
2	270.78
2	270.59
2	270.46
2	270.39
2	270.51
2	270.36
2	270.36
2	270.25
2	270.55
2	271.05
2	271.94
2	272.98
2	273.70
2	274.08
2	274.44
2	274.28
2	273.75
2	273.09
2	272.60
2	272.16
2	271.61
2	271.46
2	271.20
2	271.00
2	270.81
2	270.84
2	270.51
2	270.71
2	270.76
2	270.51
2	270.49
2	270.78
2	271.04
2	271.61
2	272.39
2	272.85
2	273.09
2	273.43
2	273.71
2	273.83
2	273.56
2	273.38
2	273.06
2	273.13
2	273.11
2	273.08
2	272.85
2	272.68
2	272.35
2	271.89
2	271.78
2	271.78
2	271.65
2	271.33
2	271.36
2	271.40
2	271.79
2	272.73
2	273.85
2	274.39
2	275.14
2	275.80
2	275.78
2	275.74
2	275.21
2	274.50
2	273.93
2	273.63
2	273.21
2	273.13
2	272.61
2	272.30
2	272.83
2	273.24
2	273.35
2	273.56
2	273.54
2	273.49
2	273.30
2	273.31
2	273.33
2	273.78
2	274.53
2	275.16
2	275.79
2	275.91
2	276.30
2	276.39
2	275.89
2	275.39
2	274.49
2	273.93
2	273.33
2	272.63
2	272.01
2	271.99
2	271.91
2	271.63
2	271.38
2	271.26
2	271.15
2	270.96
2	271.04
2	271.01
2	271.68
2	272.70
2	273.73
2	274.64
2	275.16
2	275.58
2	275.51
2	275.25
2	274.63
2	274.10
2	273.64
2	273.18
2	272.86
2	272.66
2	272.29
2	271.98
2	271.88
2	271.69
2	271.46
2	271.46
2	271.46
2	271.33
2	271.33
2	271.14
2	271.78
2	272.68
2	273.81
2	274.79
2	275.51
2	275.80
2	275.90
2	275.61
2	275.19
2	274.38
2	273.80
2	273.19
2	272.99
2	272.70
2	272.56
2	272.48
2	272.30
2	272.20
2	272.23
2	272.26
2	272.09
2	271.96
2	271.35
2	271.06
2	271.61
2	272.59
2	273.91
2	274.86
2	275.70
2	276.06
2	276.26
2	275.99
2	275.36
2	274.59
2	273.79
2	273.20
2	272.74
2	272.45
2	272.14
2	271.96
2	271.65
2	271.18
2	270.89
2	270.79
2	270.61
2	270.48
2	270.24
2	270.03
2	270.45
2	271.69
2	273.01
2	274.09
2	275.23
2	275.94
2	276.53
2	276.14
2	275.98
2	275.40
2	274.60
2	274.35
2	273.84
2	273.49
2	273.49
2	273.25
2	272.79
2	272.73
2	272.53
2	272.16
2	271.91
2	271.70
2	271.55
2	271.64
2	272.03
2	272.90
2	274.39
2	275.63
2	276.61
2	277.60
2	277.96
2	277.93
2	277.70
2	276.91
2	276.24
2	275.49
2	274.93
2	274.53
2	274.21
2	273.85
2	273.59
2	273.53
2	273.43
2	273.46
2	273.49
2	273.43
2	273.64
2	273.93
2	274.40
2	275.56
2	277.15
2	278.50
2	279.45
2	280.23
2	280.16
2	279.91
2	279.39
2	278.66
2	277.90
2	277.14
2	276.60
2	276.06
2	275.76
2	275.53
2	275.53
2	275.28
2	275.13
2	274.99
2	274.74
2	274.33
2	274.26
2	274.24
2	274.46
2	275.61
2	276.91
2	278.01
2	278.71
2	279.08
2	279.35
2	279.49
2	278.75
2	278.10
2	277.41
2	276.54
2	275.96
2	275.45
2	275.00
2	274.85
2	274.53
2	274.40
2	273.91
2	273.76
2	273.61
2	273.38
2	273.10
2	273.08
2	273.50
2	274.79
2	276.19
2	277.73
2	278.64
2	279.09
2	279.46
2	279.24
2	278.81
2	277.96
2	277.16
2	276.23
2	275.43
2	274.81
2	274.19
2	273.71
2	273.30
2	272.95
2	272.65
2	272.39
2	272.29
2	271.96
2	271.83
2	271.69
2	272.28
2	273.64
2	275.16
2	276.63
2	277.79
2	278.40
2	278.85
2	278.95
2	278.50
2	277.59
2	276.51
2	275.68
2	275.19
2	274.74
2	274.48
2	274.29
2	274.30
2	274.28
2	274.01
2	273.90
2	273.74
2	273.58
2	273.29
2	273.24
2	274.04
2	275.30
2	276.70
2	277.89
2	278.56
2	279.14
2	279.93
2	280.14
2	279.69
2	278.56
2	277.34
2	276.38
2	275.58
2	274.94
2	274.60
2	274.36
2	273.83
2	273.80
2	273.58
2	273.66
2	273.49
2	273.50
2	273.19
2	273.25
2	274.28
2	276.14
2	277.89
2	279.11
2	279.65
2	280.13
2	280.36
2	280.41
2	280.05
2	279.11
2	278.23
2	277.59
2	277.46
2	277.30
2	277.01
2	276.68
2	276.30
2	276.15
2	275.75
2	275.45
2	275.54
2	275.58
2	275.38
2	275.39
2	275.91
2	276.83
2	277.70
2	278.28
2	278.79
2	279.21
2	279.40
2	279.54
2	279.20
2	278.59
2	277.85
2	277.08
2	276.48
2	276.06
2	275.58
2	275.33
2	275.03
2	274.76
2	274.84
2	274.93
2	275.01
2	274.85
2	274.65
2	274.68
2	275.31
2	276.73
2	277.89
2	278.88
2	279.35
2	279.48
2	279.55
2	279.21
2	278.66
2	278.06
2	277.29
2	276.44
2	275.95
2	275.78
2	275.45
2	275.04
2	274.64
2	274.60
2	274.41
2	274.30
2	274.34
2	274.18
2	274.38
2	274.46
2	275.28
2	276.60
2	277.63
2	278.38
2	278.94
2	279.39
2	279.74
2	279.61
2	278.93
2	278.00
2	277.31
2	277.10
2	276.79
2	276.08
2	275.56
2	275.09
2	274.69
2	274.20
2	273.65
2	273.18
2	272.83
2	272.38
2	272.20
2	272.34
2	273.21
2	274.81
2	276.03
2	276.93
2	277.63
2	278.23
2	278.59
2	278.61
2	278.16
2	277.19
2	276.28
2	275.70
2	275.11
2	274.74
2	274.26
2	273.94
2	273.84
2	273.60
2	273.26
2	273.26
2	273.26
2	273.09
2	272.64
2	272.58
2	273.70
2	275.29
2	276.54
2	277.44
2	277.95
2	278.29
2	278.45
2	278.51
2	278.29
2	277.53
2	276.55
2	275.31
2	274.49
2	273.84
2	273.53
2	273.05
2	272.56
2	272.38
2	272.13
2	271.98
2	271.68
2	271.63
2	271.38
2	271.50
2	272.65
2	274.16
2	275.81
2	277.03
2	277.91
2	278.09
2	278.29
2	278.28
2	277.81
2	277.01
2	276.16
2	275.04
2	274.13
2	273.48
2	272.91
2	272.45
2	272.14
2	272.06
2	271.85
2	271.66
2	271.43
2	271.30
2	271.06
2	271.34
2	272.45
2	274.30
2	276.03
2	277.30
2	278.20
2	278.80
2	279.21
2	279.24
2	278.84
2	278.18
2	277.31
2	276.30
2	275.70
2	275.24
2	274.94
2	274.73
2	274.39
2	274.09
2	273.50
2	272.73
2	272.18
2	271.99
2	272.24
2	272.38
2	273.46
2	275.31
2	277.29
2	278.81
2	279.33
2	279.91
2	279.46
2	279.31
2	279.05
2	278.33
2	277.31
2	276.21
2	275.48
2	275.09
2	274.99
2	274.81
3	274.60
3	274.49
3	274.19
3	273.96
3	274.04
3	273.86
3	273.83
3	274.13
3	275.03
3	275.78
3	276.46
3	277.36
3	278.34
3	278.83
3	279.35
3	279.39
3	279.10
3	278.56
3	278.21
3	278.04
3	277.83
3	277.45
3	277.16
3	276.91
3	276.76
3	276.73
3	276.74
3	276.71
3	276.54
3	276.48
3	276.49
3	276.60
3	277.15
3	278.18
3	279.34
3	279.99
3	280.44
3	281.15
3	281.11
3	281.01
3	280.63
3	279.86
3	278.89
3	278.11
3	277.51
3	276.76
3	276.24
3	275.85
3	275.48
3	274.94
3	274.31
3	273.94
3	274.08
3	274.41
3	274.41
3	274.63
3	275.78
3	277.26
3	278.96
3	279.96
3	280.61
3	281.06
3	281.25
3	280.98
3	280.73
3	280.33
3	279.64
3	278.71
3	278.04
3	277.39
3	276.88
3	276.48
3	275.91
3	275.81
3	275.84
3	275.44
3	274.68
3	274.66
3	274.59
3	274.93
3	276.09
3	277.41
3	278.45
3	279.31
3	279.93
3	280.26
3	280.34
3	280.05
3	279.48
3	278.63
3	278.08
3	277.53
3	277.19
3	277.09
3	277.06
3	276.93
3	276.70
3	276.53
3	275.90
3	275.45
3	275.38
3	275.25
3	275.28
3	275.29
3	276.01
3	276.98
3	278.05
3	279.09
3	280.21
3	280.66
3	280.71
3	280.49
3	280.23
3	279.60
3	278.48
3	277.63
3	277.26
3	276.93
3	276.50
3	276.21
3	275.51
3	275.23
3	274.90
3	274.60
3	274.66
3	274.55
3	274.28
3	274.93
3	275.86
3	277.30
3	278.39
3	279.35
3	279.93
3	280.58
3	280.73
3	280.40
3	279.99
3	279.36
3	278.55
3	277.86
3	277.19
3	276.35
3	275.69
3	275.06
3	274.59
3	274.23
3	274.21
3	274.18
3	274.16
3	274.09
3	273.88
3	274.49
3	276.08
3	277.88
3	279.46
3	280.39
3	281.36
3	282.08
3	282.38
3	282.13
3	281.85
3	280.88
3	279.86
3	278.64
3	278.15
3	277.64
3	277.16
3	276.71
3	276.28
3	275.65
3	275.36
3	275.23
3	275.09
3	274.85
3	274.50
3	274.91
3	276.25
3	277.76
3	279.03
3	279.83
3	280.31
3	281.03
3	281.91
3	281.90
3	281.61
3	280.79
3	280.25
3	279.69
3	279.00
3	278.55
3	278.35
3	278.06
3	277.66
3	277.30
3	276.90
3	276.53
3	276.34
3	276.06
3	275.95
3	276.36
3	277.76
3	279.48
3	281.00
3	282.35
3	283.29
3	283.80
3	284.13
3	284.11
3	283.69
3	282.84
3	282.04
3	280.93
3	280.13
3	279.54
3	278.81
3	278.14
3	277.81
3	277.56
3	277.09
3	276.86
3	276.51
3	276.48
3	276.43
3	276.93
3	279.00
3	281.14
3	282.54
3	283.61
3	284.21
3	284.73
3	285.31
3	285.14
3	284.50
3	283.68
3	282.65
3	281.56
3	280.71
3	279.88
3	278.79
3	278.14
3	277.65
3	277.46
3	277.36
3	276.91
3	276.65
3	276.24
3	276.01
3	276.66
3	278.30
3	279.95
3	281.05
3	281.84
3	282.35
3	282.74
3	283.16
3	283.14
3	282.46
3	281.63
3	280.53
3	279.61
3	278.70
3	278.04
3	277.40
3	276.84
3	276.18
3	275.73
3	275.39
3	275.21
3	274.95
3	274.83
3	274.90
3	275.58
3	277.58
3	279.56
3	281.14
3	282.33
3	283.13
3	283.75
3	284.00
3	283.68
3	283.23
3	282.26
3	281.43
3	280.53
3	279.79
3	279.36
3	278.89
3	278.66
3	278.21
3	277.25
3	276.66
3	276.15
3	275.79
3	275.29
3	275.11
3	275.58
3	277.28
3	279.16
3	280.44
3	281.39
3	282.24
3	282.69
3	283.01
3	283.04
3	282.73
3	281.98
3	280.85
3	279.59
3	278.65
3	277.81
3	277.18
3	276.55
3	275.99
3	275.56
3	275.33
3	274.98
3	274.61
3	274.14
3	273.89
3	274.40
3	276.44
3	278.61
3	280.18
3	281.20
3	282.05
3	282.61
3	282.83
3	282.95
3	282.76
3	281.93
3	280.93
3	279.53
3	278.63
3	277.85
3	277.08
3	276.63
3	275.95
3	275.48
3	274.99
3	274.55
3	274.46
3	274.14
3	274.33
3	275.26
3	277.29
3	279.01
3	280.68
3	281.99
3	282.93
3	283.49
3	283.83
3	283.36
3	282.73
3	281.75
3	280.90
3	279.86
3	278.98
3	278.38
3	277.78
3	277.33
3	276.81
3	276.36
3	275.99
3	275.73
3	275.79
3	275.64
3	275.51
3	276.43
3	278.29
3	280.29
3	282.16
3	283.75
3	284.69
3	285.70
3	286.21
3	286.31
3	286.08
3	285.14
3	283.90
3	282.43
3	281.13
3	280.14
3	279.59
3	278.96
3	278.45
3	278.24
3	277.64
3	277.30
3	277.23
3	277.14
3	276.96
3	278.06
3	280.51
3	282.93
3	284.26
3	285.48
3	286.26
3	286.80
3	286.95
3	286.36
3	285.16
3	284.10
3	282.80
3	281.50
3	280.80
3	280.14
3	279.71
3	278.93
3	278.61
3	278.26
3	278.01
3	277.68
3	277.33
3	276.93
3	276.76
3	277.46
3	279.14
3	280.61
3	281.36
3	281.99
3	282.33
3	282.55
3	283.00
3	283.03
3	282.63
3	281.95
3	281.00
3	280.15
3	279.39
3	278.80
3	278.43
3	277.86
3	277.50
3	277.36
3	277.01
3	276.68
3	276.46
3	276.33
3	276.29
3	276.81
3	278.49
3	280.31
3	281.31
3	282.11
3	282.85
3	283.30
3	283.65
3	283.64
3	283.16
3	282.29
3	281.09
3	279.91
3	278.96
3	278.34
3	277.90
3	277.01
3	276.44
3	275.89
3	275.56
3	275.39
3	275.08
3	275.00
3	274.86
3	275.85
3	277.89
3	279.53
3	280.76
3	282.20
3	283.25
3	283.96
3	284.43
3	284.48
3	284.19
3	283.25
3	281.85
3	280.86
3	279.83
3	279.13
3	278.59
3	277.86
3	277.36
3	277.16
3	276.65
3	276.20
3	276.38
3	276.50
3	276.59
3	277.01
3	278.68
3	280.25
3	281.33
3	282.21
3	282.64
3	283.15
3	283.46
3	283.53
3	283.18
3	282.49
3	281.40
3	280.55
3	279.81
3	279.05
3	278.38
3	277.94
3	277.50
3	276.99
3	276.60
3	276.00
3	275.49
3	275.20
3	275.16
3	275.96
3	277.63
3	279.31
3	280.61
3	281.55
3	282.50
3	283.33
3	283.78
3	283.81
3	283.61
3	282.86
3	281.86
3	280.78
3	279.61
3	278.78
3	278.15
3	277.89
3	277.53
3	277.25
3	276.91
3	276.74
3	276.43
3	276.20
3	275.86
3	276.71
3	278.30
3	280.10
3	281.43
3	282.50
3	283.73
3	284.63
3	284.88
3	285.03
3	284.81
3	284.23
3	283.09
3	281.68
3	280.50
3	279.61
3	279.04
3	278.23
3	277.53
3	277.16
3	276.66
3	276.31
3	275.96
3	275.95
3	276.00
3	276.88
3	279.13
3	280.86
3	282.08
3	283.00
3	283.48
3	284.26
3	284.81
3	284.91
3	284.54
3	283.83
3	282.79
3	281.46
3	280.11
3	279.04
3	278.39
3	277.84
3	277.63
3	277.40
3	277.01
3	276.79
3	276.46
3	276.44
3	276.46
3	277.30
3	278.81
3	280.49
3	281.58
3	282.14
3	282.29
3	282.50
3	282.48
3	282.38
3	282.09
3	281.50
3	280.84
3	280.03
3	279.34
3	278.93
3	278.59
3	278.25
3	277.70
3	277.24
3	276.78
3	276.54
3	276.26
3	276.14
3	276.01
3	276.74
3	277.93
3	279.25
3	280.50
3	281.44
3	281.89
3	282.30
3	282.58
3	282.61
3	282.44
3	281.74
3	280.74
3	279.99
3	279.31
3	278.63
3	277.81
3	277.10
3	276.61
3	276.18
3	275.76
3	275.54
3	275.16
3	275.14
3	275.54
3	277.00
3	278.60
3	279.99
3	281.13
3	282.33
3	283.34
3	284.03
3	284.36
3	284.18
3	283.79
3	283.18
3	282.04
3	280.93
3	279.75
3	279.05
3	278.46
3	278.00
3	277.54
3	277.26
3	276.84
3	276.36
3	275.90
3	275.69
3	275.93
3	277.80
3	280.59
3	282.04
3	283.16
3	284.08
3	285.05
3	285.66
3	286.06
3	286.09
3	285.90
3	285.23
3	284.50
3	283.28
3	282.24
3	281.61
3	280.91
3	279.96
3	279.53
3	279.03
3	278.71
3	278.19
3	277.93
3	277.43
3	277.58
3	278.94
3	281.28
3	282.90
3	284.01
3	284.84
3	285.09
3	285.44
3	285.60
3	285.43
3	285.25
3	284.98
3	284.28
3	283.04
3	282.01
3	281.15
3	280.48
3	279.94
3	279.55
3	278.99
3	278.83
3	278.56
3	278.15
3	278.01
3	278.34
3	279.20
3	281.03
3	283.14
3	284.61
3	285.73
3	286.84
3	287.41
3	287.56
3	287.49
3	286.79
3	286.08
3	285.03
3	283.91
3	282.48
3	281.64
3	281.19
3	280.55
3	279.79
3	279.66
3	279.20
3	278.73
3	278.34
3	278.26
3	278.29
3	279.96
3	282.26
3	284.01
3	285.26
3	285.95
3	286.45
3	287.01
3	287.31
3	287.08
3	286.78
3	285.93
3	284.93
3	283.64
3	282.26
3	281.29
3	280.80
3	280.53
4	280.05
4	279.60
4	279.19
4	278.75
4	278.34
4	278.04
4	278.00
4	279.13
4	280.64
4	281.83
4	282.60
4	283.30
4	283.76
4	284.23
4	284.46
4	284.48
4	284.33
4	283.75
4	282.88
4	281.81
4	280.89
4	280.18
4	279.53
4	278.81
4	278.29
4	278.00
4	277.53
4	277.03
4	276.86
4	276.74
4	277.11
4	278.35
4	280.33
4	281.96
4	283.38
4	284.56
4	285.78
4	286.64
4	286.80
4	286.75
4	286.50
4	285.60
4	284.64
4	283.70
4	282.60
4	281.86
4	281.33
4	281.16
4	281.11
4	280.69
4	280.23
4	280.05
4	279.59
4	279.38
4	279.45
4	280.34
4	281.78
4	283.29
4	284.80
4	285.73
4	286.35
4	286.33
4	286.33
4	286.15
4	285.76
4	284.89
4	283.71
4	282.76
4	281.99
4	281.49
4	281.09
4	280.68
4	280.35
4	279.99
4	279.75
4	279.55
4	279.53
4	279.23
4	279.43
4	280.44
4	281.95
4	282.95
4	283.54
4	284.24
4	283.99
4	284.03
4	283.79
4	283.63
4	283.45
4	283.11
4	282.58
4	281.90
4	281.10
4	280.63
4	280.25
4	279.96
4	279.63
4	279.44
4	279.08
4	278.99
4	278.99
4	278.90
4	278.99
4	279.73
4	280.41
4	281.26
4	282.06
4	282.53
4	283.10
4	283.51
4	283.78
4	283.58
4	283.31
4	282.65
4	282.00
4	281.44
4	280.61
4	279.88
4	279.38
4	278.86
4	278.49
4	278.11
4	277.81
4	277.58
4	277.43
4	277.26
4	277.48
4	278.58
4	279.84
4	281.31
4	282.39
4	283.63
4	284.63
4	285.59
4	286.14
4	286.30
4	285.96
4	285.26
4	284.10
4	282.75
4	281.74
4	280.79
4	280.11
4	279.79
4	279.26
4	278.89
4	278.53
4	278.01
4	277.91
4	277.78
4	278.28
4	279.53
4	281.10
4	282.15
4	283.13
4	284.00
4	284.90
4	285.55
4	285.95
4	286.13
4	285.86
4	284.95
4	283.84
4	282.98
4	282.05
