Timestep	2016	2017	2018	2019
774	283.45	278.15	275.75	276.25
775	283.15	278.05	275.35	276.75
776	283.25	278.35	274.85	277.15
777	282.55	278.55	274.85	276.95
778	282.65	278.45	274.85	276.95
779	282.85	278.55	275.95	277.15
780	283.95	280.15	277.55	277.55
781	285.65	281.25	278.85	278.05
782	286.65	281.25	279.05	278.15
783	287.25	281.55	279.65	278.45
784	287.35	281.65	279.55	278.55
785	287.25	282.55	279.55	278.25
786	286.55	282.05	279.65	277.85
787	285.45	281.55	279.25	277.55
788	284.95	281.15	279.15	277.25
789	285.05	280.85	279.05	277.25
790	285.05	280.75	278.85	277.45
791	284.95	280.85	278.65	277.65
792	284.75	280.95	277.95	277.85
793	285.05	280.75	276.85	278.15
794	284.85	280.45	276.05	278.55
795	284.85	280.25	276.35	278.35
796	284.65	280.05	276.65	277.75
797	284.45	280.15	276.85	277.05
798	284.45	279.85	276.75	277.35
799	283.65	280.25	276.85	277.35
800	283.45	281.15	276.85	277.05
801	282.85	280.95	276.85	276.95
802	281.75	280.75	276.95	277.05
803	281.55	281.25	276.95	277.05
804	281.85	281.75	277.35	277.15
805	282.55	282.45	278.85	277.95
806	282.05	283.25	279.15	278.45
807	280.65	284.75	279.25	278.85
808	280.45	284.85	279.45	278.55
809	278.55	284.45	278.95	277.75
810	279.45	284.15	278.35	277.35
811	279.55	283.65	277.95	277.35
812	279.25	282.05	278.05	277.15
813	279.25	281.15	277.95	276.95
814	279.35	281.05	277.05	276.65
815	279.15	281.15	277.15	276.85
816	278.95	281.15	277.25	276.75
817	278.75	281.25	276.65	276.15
818	277.95	280.95	276.05	275.55
819	277.75	281.35	275.55	275.15
820	278.05	280.45	275.65	274.85
821	278.35	279.95	275.75	274.95
822	278.25	279.45	275.55	274.85
823	278.35	278.95	275.65	274.55
824	277.85	278.55	275.55	274.05
825	277.75	278.25	275.45	273.95
826	278.25	278.05	275.45	274.25
827	278.45	278.05	276.55	275.05
828	279.35	276.85	277.45	276.05
829	279.95	277.15	277.95	276.65
830	280.45	276.95	278.35	276.95
831	280.65	277.45	278.45	277.55
832	280.55	278.05	278.75	276.85
833	280.15	280.05	278.75	276.65
834	279.35	280.35	278.45	276.95
835	278.35	280.75	278.45	276.25
836	278.25	281.15	278.65	275.85
837	278.15	280.65	277.75	275.55
838	278.15	279.65	277.55	275.45
839	278.15	279.15	277.45	274.95
840	278.25	278.55	277.45	274.75
841	278.65	278.45	277.35	274.65
842	278.85	277.95	277.45	274.65
843	279.05	277.55	277.05	274.55
844	279.15	276.55	275.95	274.45
845	279.25	275.65	275.95	273.85
846	279.35	275.25	275.75	273.35
847	279.55	275.25	275.45	272.95
848	279.55	275.95	275.25	272.55
849	278.85	276.35	275.05	273.15
850	279.25	276.25	275.25	273.85
851	279.75	276.75	275.45	274.35
852	280.65	276.75	275.75	274.75
853	281.55	276.85	276.25	275.55
854	282.95	276.85	276.25	276.15
855	282.65	276.85	277.05	276.65
856	282.95	276.15	277.25	276.45
857	283.35	276.45	277.35	275.55
858	283.45	276.55	277.45	275.65
859	282.65	276.25	276.95	275.25
860	281.45	276.15	276.55	275.25
861	280.25	275.85	276.45	274.65
862	279.45	275.85	276.35	274.05
863	278.75	276.15	276.15	274.05
864	278.15	276.35	276.05	274.15
865	277.65	276.35	275.95	273.55
866	277.35	276.35	276.05	273.75
867	277.15	276.35	275.75	273.95
868	277.65	276.45	275.25	273.95
869	277.15	276.55	275.15	273.75
870	277.05	276.45	275.15	273.75
871	276.85	276.35	275.25	273.45
872	276.75	276.35	275.05	273.15
873	276.95	276.65	275.05	273.25
874	277.15	276.55	275.45	273.55
875	277.05	276.55	276.35	273.05
876	277.95	277.45	276.85	273.85
877	279.05	278.15	277.55	274.45
878	279.75	279.95	277.45	274.75
879	280.65	280.25	277.45	275.25
880	280.45	280.35	277.75	275.35
881	280.25	280.65	277.45	274.55
882	279.65	279.95	277.15	274.75
883	279.85	279.55	276.25	274.85
884	279.05	279.25	275.55	274.55
885	279.05	278.45	275.05	274.85
886	279.05	277.65	274.85	274.85
887	278.45	277.95	274.65	274.35
888	278.15	278.15	274.55	274.15
889	278.55	278.25	274.95	274.05
890	278.25	278.15	275.15	273.95
891	277.85	278.25	275.25	274.35
892	277.85	277.85	275.25	274.45
893	277.55	277.55	275.65	274.65
894	277.55	277.15	275.85	274.95
895	277.35	277.05	275.95	275.15
896	277.05	277.05	276.05	275.35
897	277.15	277.25	276.15	275.45
898	277.65	277.55	276.35	275.45
899	278.15	277.65	276.45	275.95
900	278.85	278.35	276.65	276.85
901	280.85	278.35	277.15	277.15
902	280.45	278.05	277.55	277.25
903	280.55	278.65	277.95	278.05
904	280.35	278.15	278.35	278.85
905	280.25	277.85	278.15	279.65
906	280.55	278.25	277.75	279.75
907	280.15	277.75	277.35	279.55
908	279.75	277.75	277.25	279.05
909	279.35	278.35	277.05	278.95
910	279.25	278.25	276.75	279.15
911	279.25	277.65	276.85	278.75
912	279.05	277.85	276.95	278.65
913	279.05	278.25	276.95	278.55
914	279.05	278.65	277.15	278.05
915	278.65	278.65	277.05	277.85
916	278.45	278.75	276.65	277.75
917	278.65	278.55	276.55	277.95
918	278.85	278.45	276.85	277.65
919	279.25	278.05	276.85	277.45
920	279.85	277.85	276.65	276.95
921	280.25	278.75	276.65	276.45
922	280.55	279.25	276.65	276.75
923	281.15	278.45	276.95	277.45
924	282.45	278.35	277.55	279.05
925	283.45	278.65	278.25	279.65
926	284.95	278.75	277.75	279.85
927	284.95	279.25	278.35	280.25
928	285.55	279.75	278.35	281.95
929	284.85	279.95	278.65	281.25
930	284.75	280.15	278.45	280.85
931	284.35	279.55	277.65	280.75
932	284.15	279.15	276.75	280.35
933	284.25	279.05	276.05	279.95
934	284.15	279.05	275.85	279.55
935	283.95	278.85	275.75	278.85
936	284.25	278.75	275.45	278.55
937	283.55	278.55	276.25	278.45
938	282.95	278.25	276.55	278.45
939	282.95	277.95	276.45	278.95
940	283.55	277.75	276.45	279.45
941	283.15	277.35	276.15	280.05
942	283.55	276.75	276.35	281.15
943	283.25	276.35	276.55	281.65
944	283.25	275.85	276.65	281.35
945	283.15	275.45	276.45	281.45
946	282.95	275.45	276.35	281.35
947	283.55	275.85	276.55	282.45
948	284.15	276.15	277.25	284.05
949	284.15	276.95	277.25	284.15
950	284.15	277.45	278.25	283.55
951	284.25	278.05	278.75	283.85
952	283.95	278.75	278.75	284.85
953	283.25	278.75	279.05	285.15
954	283.35	277.85	279.15	285.05
955	283.45	277.05	278.55	284.55
956	281.65	276.35	277.45	284.05
957	282.55	275.95	277.55	283.35
958	282.35	275.95	277.55	283.35
959	281.15	275.85	277.45	283.95
960	278.35	275.95	277.45	283.85
961	279.25	276.35	277.65	283.85
962	278.95	276.55	277.65	284.05
963	278.55	276.45	277.55	283.65
964	278.35	276.65	277.15	283.35
965	278.05	276.65	277.25	282.75
966	277.35	276.75	277.25	282.65
967	277.85	276.65	276.95	282.75
968	277.75	276.85	276.65	283.75
969	277.45	276.75	276.45	283.95
970	277.25	276.95	276.65	284.15
971	277.45	277.05	277.15	284.55
972	278.55	276.85	278.25	285.45
973	278.95	277.15	278.95	285.85
974	278.85	277.35	279.65	286.35
975	279.45	277.75	279.85	285.55
976	279.05	278.15	278.85	284.45
977	279.15	278.75	278.55	283.65
978	279.25	278.75	278.45	282.25
979	278.05	278.25	278.55	281.55
980	277.45	278.55	278.25	281.45
981	277.25	278.45	277.45	281.35
982	276.55	278.35	277.45	281.05
983	276.05	278.15	277.45	280.65
984	276.25	278.35	277.35	279.85
985	276.15	278.45	277.35	278.85
986	276.25	278.35	277.15	279.75
987	276.05	278.35	277.35	279.55
988	275.75	278.55	277.05	277.75
989	275.55	278.55	276.85	278.85
990	275.85	278.35	276.75	278.85
991	276.05	278.15	276.95	278.55
992	275.55	278.15	276.95	278.85
993	275.25	277.85	276.95	278.75
994	275.55	278.25	277.05	279.05
995	276.35	278.75	276.55	278.75
996	277.35	279.65	276.45	279.25
997	278.65	278.85	277.05	280.15
998	278.05	279.35	277.55	280.65
999	278.75	279.75	278.15	280.55
1000	278.85	279.65	278.15	280.05
1001	279.15	279.75	277.45	280.75
1002	279.05	280.15	277.85	280.45
1003	278.85	279.95	278.35	279.85
1004	278.45	279.85	279.25	278.75
1005	278.05	279.75	279.45	278.65
1006	277.35	279.55	279.25	278.75
1007	276.95	279.25	279.25	278.45
1008	277.05	278.95	278.65	278.15
1009	277.15	279.05	277.95	277.95
1010	276.95	279.15	278.15	277.75
1011	277.05	278.95	278.35	278.15
1012	277.45	278.45	277.95	277.75
1013	277.45	278.15	277.85	276.75
1014	277.45	278.45	277.75	276.25
1015	277.55	278.25	277.55	275.65
1016	277.45	277.95	277.15	275.35
1017	277.45	277.55	276.95	275.15
1018	277.75	277.85	275.95	275.85
1019	278.45	278.05	276.95	277.45
1020	278.85	278.45	277.35	277.75
1021	279.05	279.55	278.15	278.05
1022	279.25	279.95	278.45	278.65
1023	277.85	280.25	278.35	279.85
1024	276.05	280.45	278.55	279.95
1025	276.65	280.85	278.15	280.85
1026	276.75	281.15	277.35	281.15
1027	276.55	280.55	277.25	280.05
1028	276.15	279.75	276.55	279.25
1029	276.25	279.45	275.85	278.55
1030	276.05	278.95	275.35	277.85
1031	276.45	278.25	275.05	277.35
1032	276.55	277.65	275.05	277.15
1033	277.25	277.25	274.55	276.85
1034	278.55	276.85	274.35	276.65
1035	278.65	276.45	273.85	276.35
1036	278.95	276.05	273.25	276.05
1037	279.05	275.55	272.85	275.95
1038	278.95	275.55	272.35	275.65
1039	278.95	275.45	271.95	275.55
1040	278.85	275.35	271.55	275.15
1041	278.55	275.35	271.55	275.15
1042	278.85	275.45	271.65	275.75
1043	279.55	275.55	273.35	276.05
1044	279.95	275.85	274.35	277.25
1045	280.65	276.25	274.95	278.65
1046	281.15	276.35	275.05	279.05
1047	280.85	276.75	275.75	279.05
1048	281.65	277.15	275.65	280.35
1049	281.65	277.35	275.75	280.45
1050	281.75	277.35	275.75	280.25
1051	281.95	277.05	275.25	280.15
1052	281.85	276.85	274.85	279.45
1053	282.25	276.65	274.85	278.65
1054	282.75	276.75	274.65	277.65
1055	282.65	276.55	274.55	276.85
1056	282.65	276.65	274.95	276.25
1057	282.25	276.95	275.35	275.85
1058	281.95	277.35	275.25	275.65
1059	282.25	277.35	275.15	275.25
1060	281.65	277.25	275.35	274.85
1061	281.65	277.05	275.35	274.75
1062	281.95	277.05	275.45	274.55
1063	281.85	277.05	275.45	274.45
1064	281.45	276.95	275.45	274.15
1065	281.15	276.65	275.35	274.25
1066	281.15	276.75	275.45	274.65
1067	280.95	277.05	275.65	276.35
1068	280.95	277.55	276.15	277.65
1069	280.65	277.45	276.55	278.65
1070	280.75	278.05	277.45	279.45
1071	280.25	279.05	277.25	280.35
1072	280.65	279.25	277.25	281.65
1073	280.95	279.75	277.45	282.15
1074	281.35	279.85	277.55	282.65
1075	281.15	279.35	277.35	282.15
1076	280.75	278.75	276.25	280.45
1077	280.35	277.95	275.55	279.15
1078	279.95	277.25	275.05	278.35
1079	279.05	276.75	274.85	277.75
1080	278.85	276.35	275.25	277.25
1081	278.25	275.95	275.25	276.65
1082	278.95	275.75	275.25	276.35
1083	278.85	275.65	275.35	275.85
1084	279.05	275.35	275.65	275.65
1085	278.75	275.15	275.95	275.45
1086	278.65	275.15	276.25	275.05
1087	278.95	275.25	276.35	274.75
1088	278.75	275.85	276.15	274.55
1089	278.75	276.55	276.25	274.55
1090	278.75	276.65	276.45	275.55
1091	278.55	277.05	276.65	277.05
1092	278.85	276.95	277.05	278.35
1093	279.25	277.15	277.55	279.35
1094	279.35	277.95	277.95	280.85
1095	279.25	280.55	278.55	281.35
1096	278.75	282.35	279.15	282.15
1097	278.05	282.35	279.75	283.05
1098	277.85	282.55	279.85	283.25
1099	277.75	282.45	279.75	282.55
1100	277.65	281.15	279.65	281.05
1101	277.55	280.75	279.65	279.75
1102	277.65	280.55	279.65	278.75
1103	277.85	279.75	279.75	277.85
1104	277.95	278.95	280.05	277.15
1105	277.95	278.45	280.35	276.65
1106	277.85	278.15	280.65	276.25
1107	277.75	277.55	280.95	275.95
1108	277.55	277.05	281.05	275.65
1109	277.45	276.85	281.25	275.45
1110	277.15	276.45	281.95	275.05
1111	277.05	276.25	281.35	274.95
1112	277.05	275.85	281.45	274.85
1113	277.05	276.55	281.75	274.55
1114	277.15	277.35	281.75	275.25
1115	277.25	277.95	281.95	277.15
1116	277.35	278.35	283.05	278.55
1117	277.65	278.85	283.95	280.15
1118	277.85	280.45	284.15	281.45
1119	277.95	281.65	283.35	282.55
1120	277.85	282.75	283.15	283.45
1121	277.75	283.75	282.35	284.25
1122	277.75	283.65	281.95	284.65
1123	277.75	283.25	281.65	283.85
1124	277.65	282.45	281.35	282.05
1125	277.55	281.75	281.05	280.65
1126	277.45	281.35	280.75	279.45
1127	277.35	281.25	280.65	278.95
1128	277.45	281.35	280.75	278.45
1129	277.55	281.35	280.85	277.75
1130	277.45	281.85	280.95	277.05
1131	277.65	281.35	280.45	276.55
1132	277.85	281.65	280.45	276.05
1133	278.15	281.65	280.45	275.75
1134	278.15	281.05	280.45	275.65
1135	277.75	280.65	280.45	275.25
1136	277.95	280.95	280.75	274.85
1137	278.35	280.55	280.35	274.75
1138	278.65	280.75	280.15	275.45
1139	278.45	281.25	280.35	277.45
1140	278.95	281.85	280.85	279.25
1141	278.75	282.65	280.95	280.55
1142	278.85	283.25	281.55	282.25
1143	279.95	283.55	282.85	283.35
1144	279.85	284.25	283.85	284.45
1145	279.75	284.85	283.35	284.55
1146	279.65	284.25	282.85	284.75
1147	279.75	283.65	282.35	284.35
1148	279.85	283.05	281.85	282.55
1149	279.75	282.35	281.45	280.95
1150	279.65	281.25	280.75	279.75
1151	279.65	280.25	280.25	278.85
1152	279.35	279.15	279.85	278.05
1153	279.15	278.55	279.95	277.35
1154	279.15	278.05	279.65	276.95
1155	279.15	277.45	279.05	276.65
1156	278.85	277.15	278.45	276.55
1157	278.85	277.15	278.45	276.15
1158	278.25	277.15	278.55	275.85
1159	278.55	277.05	278.15	275.85
1160	278.75	276.75	277.35	275.35
1161	278.85	276.35	276.75	275.15
1162	279.35	275.95	276.35	276.05
1163	279.65	276.15	276.95	277.95
1164	280.15	276.85	277.45	279.25
1165	279.85	278.05	277.85	280.35
1166	280.55	279.55	277.95	281.55
1167	281.15	280.45	278.15	283.05
1168	281.45	280.85	278.15	284.95
1169	281.85	281.25	278.05	286.05
1170	281.95	281.45	277.95	286.15
1171	281.95	281.15	277.55	285.65
1172	281.45	279.85	277.35	284.35
1173	281.05	278.85	277.05	282.65
1174	280.95	277.95	276.95	281.65
1175	280.75	277.35	276.85	281.45
1176	280.35	277.05	276.75	281.55
1177	280.05	276.45	277.05	281.15
1178	279.85	275.95	276.85	280.75
1179	279.55	275.55	277.15	280.05
1180	279.55	275.25	276.75	280.25
1181	279.75	274.95	277.25	279.85
1182	279.35	275.05	277.25	279.15
1183	278.65	275.45	277.25	278.05
1184	278.15	275.95	277.25	277.15
1185	278.05	276.05	277.25	276.95
1186	278.05	276.45	277.35	277.85
1187	278.15	276.15	277.75	279.35
1188	279.35	277.45	278.45	280.45
1189	279.85	278.05	278.45	281.65
1190	279.55	279.25	278.65	282.85
1191	280.35	280.35	278.95	284.15
1192	280.45	282.25	279.05	284.95
1193	280.45	282.25	279.25	285.75
1194	280.15	284.05	279.25	285.35
1195	280.15	284.05	279.05	284.85
1196	279.75	282.35	278.55	283.65
1197	279.45	281.95	278.55	282.25
1198	279.15	280.85	278.45	281.15
1199	278.25	279.85	278.15	280.25
1200	277.15	280.25	278.05	279.55
1201	277.25	279.45	278.05	279.05
1202	277.15	278.45	277.75	278.55
1203	276.75	277.95	277.45	278.05
1204	276.55	276.95	277.65	277.55
1205	276.35	276.65	277.45	277.15
1206	276.25	276.35	277.15	276.85
1207	276.75	275.75	276.75	276.55
1208	277.05	275.55	276.55	276.15
1209	277.15	275.55	276.75	276.45
1210	277.55	277.35	277.05	277.55
1211	278.25	279.05	277.75	278.55
1212	279.05	280.45	278.55	279.85
1213	279.75	281.65	278.35	280.75
1214	280.25	283.15	279.05	282.05
1215	279.55	284.55	279.65	283.15
1216	279.25	285.65	280.25	284.15
1217	279.15	286.35	280.25	284.95
1218	279.45	286.35	279.45	284.75
1219	279.15	285.05	277.85	284.35
1220	279.75	284.45	276.65	283.05
1221	280.55	284.25	276.45	281.65
1222	281.15	284.65	276.05	280.65
1223	281.65	284.55	275.65	279.75
1224	282.25	284.15	275.35	279.05
1225	282.75	283.85	275.05	278.45
1226	283.05	283.85	274.85	277.85
1227	282.65	283.65	274.75	277.45
1228	282.65	283.45	274.75	277.15
1229	282.25	283.15	274.85	276.85
1230	281.45	283.25	274.65	276.85
1231	281.25	283.25	274.45	276.25
1232	281.15	283.25	274.25	276.15
1233	281.45	282.45	273.95	276.05
1234	282.15	283.15	274.05	277.05
1235	283.35	283.25	274.35	278.85
1236	285.05	284.15	274.75	280.25
1237	287.75	284.55	275.05	281.85
1238	289.05	284.85	275.45	282.45
1239	289.55	287.25	275.45	283.95
1240	289.85	288.15	275.65	285.35
1241	290.55	288.05	275.75	285.95
1242	290.25	288.15	276.15	286.25
1243	289.55	287.55	275.95	285.65
1244	288.25	286.85	275.85	283.85
1245	286.95	286.45	275.55	282.35
1246	285.75	285.85	275.15	281.25
1247	285.45	285.25	274.85	280.45
1248	285.25	284.55	274.65	279.85
1249	284.75	284.75	274.55	279.15
1250	284.05	285.05	274.65	278.85
1251	284.05	284.35	274.85	278.15
1252	284.05	283.85	274.85	277.65
1253	283.25	283.85	274.75	277.65
1254	282.45	283.65	274.45	278.35
1255	282.25	283.45	274.25	278.55
1256	282.55	284.05	274.05	277.85
1257	282.35	283.65	273.85	278.25
1258	282.75	284.15	273.75	279.35
1259	283.95	284.95	273.75	280.75
1260	285.15	286.55	273.75	282.25
1261	286.25	286.75	273.85	284.05
1262	287.15	286.95	274.05	285.05
1263	289.05	287.65	274.05	287.25
1264	289.25	287.85	273.95	288.35
1265	289.45	287.95	273.75	288.45
1266	288.65	287.05	273.65	288.15
1267	287.85	286.35	273.45	287.05
1268	287.25	285.95	273.45	285.55
1269	286.65	285.65	273.45	284.25
1270	285.35	285.65	273.55	283.65
1271	284.95	285.65	273.65	283.25
1272	284.95	285.25	273.65	283.15
1273	284.65	285.15	273.75	282.55
1274	284.55	285.45	273.85	281.95
1275	284.45	285.65	273.85	281.55
1276	284.05	283.95	273.85	281.05
1277	283.85	283.05	273.65	280.85
1278	283.45	282.95	273.55	280.45
1279	283.55	282.85	273.55	279.95
1280	283.65	282.45	273.55	279.75
1281	283.25	281.55	273.55	279.65
1282	283.05	281.55	273.55	279.95
1283	283.35	283.25	273.65	280.95
1284	283.85	285.05	273.75	281.55
1285	284.15	287.65	273.65	282.05
1286	284.25	291.25	273.75	283.55
1287	284.35	293.05	273.85	284.45
1288	283.85	293.05	273.75	284.95
1289	283.55	292.65	273.75	285.65
1290	281.85	291.95	273.55	285.65
1291	280.95	291.55	273.35	284.45
1292	280.55	290.75	273.25	283.55
1293	280.55	290.15	273.25	283.15
1294	280.25	289.05	273.25	282.45
1295	279.35	286.85	273.25	281.55
1296	278.55	286.05	273.25	280.85
1297	277.85	285.65	273.35	280.15
1298	277.45	284.95	273.35	279.65
1299	277.15	284.25	273.45	279.05
1300	276.65	283.35	273.55	278.35
1301	275.85	282.35	273.65	277.85
1302	275.25	281.85	273.75	277.25
1303	275.35	281.95	273.85	276.65
1304	275.25	282.05	273.95	276.35
1305	275.85	281.95	273.95	275.95
1306	275.85	281.85	274.05	276.65
1307	276.05	281.25	274.25	278.85
1308	276.65	282.05	274.45	279.45
1309	276.25	282.55	274.65	280.35
1310	276.05	282.95	274.85	280.35
1311	276.75	283.45	274.75	281.15
1312	277.05	283.25	274.55	282.05
1313	277.05	282.85	274.45	283.05
1314	277.15	281.75	274.35	283.55
1315	276.75	281.75	274.45	283.05
1316	277.05	279.95	274.55	281.85
1317	277.05	279.85	274.75	280.85
1318	277.05	279.85	274.95	280.75
1319	277.15	279.75	274.95	280.05
1320	277.35	279.35	274.75	279.25
1321	277.15	278.85	274.55	278.55
1322	277.25	278.55	274.05	278.35
1323	277.15	278.55	273.65	278.15
1324	277.35	278.45	273.25	277.55
1325	277.45	277.75	272.95	277.25
1326	277.55	277.15	272.65	277.05
1327	277.95	276.85	272.35	276.75
1328	278.35	276.65	271.65	276.15
1329	278.75	276.15	271.05	275.65
1330	279.45	276.85	270.55	277.25
1331	279.95	277.75	270.35	280.05
1332	280.45	279.75	270.75	282.05
1333	281.05	281.05	271.15	281.85
1334	280.75	282.15	271.35	282.15
1335	280.55	282.25	272.35	283.05
1336	280.55	282.45	272.55	284.05
1337	280.05	282.75	272.85	284.65
1338	279.55	283.25	273.05	285.05
1339	279.45	282.95	272.55	284.95
1340	279.15	281.45	271.75	283.35
1341	279.05	280.55	271.05	281.55
1342	279.15	279.55	270.45	280.35
1343	278.95	278.95	269.85	279.55
1344	278.65	278.75	269.35	279.05
1345	278.35	278.15	268.95	278.45
1346	278.15	277.95	268.55	277.75
1347	277.25	277.75	268.35	277.15
1348	276.55	277.35	268.05	276.85
1349	276.85	277.25	267.85	276.55
1350	277.25	276.95	267.55	276.15
1351	277.45	277.45	267.35	275.85
1352	276.95	277.55	266.75	275.85
1353	276.65	276.05	266.35	275.65
1354	277.05	277.65	266.15	276.45
1355	277.55	279.65	266.85	278.45
1356	277.95	280.75	267.65	279.65
1357	278.75	282.15	268.45	280.95
1358	279.35	284.15	269.35	282.55
1359	279.15	285.65	269.95	284.15
1360	279.05	286.75	270.25	284.95
1361	279.55	286.75	270.15	286.05
1362	279.45	287.05	269.85	286.35
1363	279.35	286.65	268.95	286.15
1364	278.25	285.55	267.95	284.35
1365	277.85	283.55	267.35	282.75
1366	277.25	282.15	266.65	281.55
1367	276.65	280.75	266.15	280.75
1368	276.15	279.75	265.85	279.75
1369	275.95	278.95	265.65	278.95
1370	275.75	278.25	265.55	278.45
1371	275.45	277.65	265.55	277.95
1372	275.15	277.25	265.45	277.45
1373	274.95	276.75	265.25	276.75
1374	275.15	276.35	265.05	276.55
1375	275.15	275.95	264.95	276.35
1376	274.95	275.65	264.85	275.75
1377	274.65	276.45	264.85	275.75
1378	275.15	277.85	265.35	277.45
1379	276.25	279.85	266.35	279.85
1380	277.45	280.75	267.85	281.85
1381	277.95	282.15	268.65	282.55
1382	278.85	284.55	268.95	284.05
1383	279.75	288.45	269.25	285.55
1384	280.65	289.55	269.85	286.15
1385	281.25	290.05	270.45	286.95
1386	281.05	289.85	270.05	287.95
1387	280.35	288.95	269.35	288.25
1388	279.25	288.15	268.55	286.25
1389	278.85	287.35	267.95	284.35
1390	278.65	287.05	267.55	283.35
1391	278.45	286.85	267.15	282.05
1392	278.35	286.65	266.75	281.75
1393	278.25	286.65	266.35	281.45
1394	277.95	286.75	266.05	280.45
1395	277.85	286.35	265.75	279.75
1396	277.65	284.95	265.45	279.15
1397	277.55	281.55	265.65	278.85
