Timestep	2021air	2021sol
5301	15.9	18.1
5302	14.4	18.1
5303	13.3	18.1
5304	12.7	18
5305	12	17.9
5306	11.8	17.8
5307	11	17.8
5308	10.8	17.6
5309	10.5	17.5
5310	10.5	17.5
5311	11.4	17.4
5312	13.4	17.3
5313	16.9	17.2
5314	18.9	17.2
5315	21.2	17.3
5316	23.1	17.4
5317	24.6	17.7
5318	25.1	18
5319	26.2	18.3
5320	26.6	18.6
5321	26.5	18.9
5322	26.1	19.1
5323	25	19.1
5324	23.5	19.2
5325	21	19.2
5326	19.6	19.1
5327	18.3	19.1
5328	17.7	19
5329	17.1	18.9
5330	15.6	18.8
5331	14.6	18.7
5332	14.2	18.6
5333	14.2	18.5
5334	13.8	18.5
5335	14.2	18.4
5336	16.5	18.3
5337	19.3	18.2
5338	21.5	18.2
5339	23.4	18.3
5340	24.6	18.4
5341	26	18.6
5342	26.7	18.9
5343	27.5	19.2
5344	27.7	19.5
5345	27.5	19.8
5346	27.2	20
5347	25.6	20.1
5348	23.5	20.2
5349	21.6	20.2
5350	19.9	20.2
5351	18.9	20.1
5352	17.9	20
5353	16.8	20
5354	16.3	19.8
5355	15.6	19.7
5356	15	19.6
5357	15	19.5
5358	14.4	19.4
5359	15.1	19.3
5360	17.3	19.2
5361	19.9	19.1
5362	22.4	19.1
5363	24.4	19.1
5364	25.8	19.3
5365	27	19.5
5366	28.4	19.8
5367	29.7	20.1
5368	30.1	20.4
5369	30.2	20.7
5370	28.6	20.8
5371	26.6	20.9
5372	24.5	21
5373	23.1	21
5374	21.3	21
5375	21.6	20.9
5376	19.9	20.8
5377	19.2	20.7
5378	18.4	20.6
5379	17.4	20.5
5380	17.3	20.4
5381	16.9	20.3
5382	17.7	20.2
5383	17.7	20
5384	18.4	20
5385	20.3	19.9
5386	21.8	19.9
5387	22.8	19.9
5388	24.8	20
5389	26.4	20.1
5390	28.2	20.4
5391	28.6	20.7
5392	29.4	20.9
5393	29.1	21.1
5394	28.6	21.3
5395	26.5	21.5
5396	25	21.5
5397	23.1	21.5
5398	21.7	21.5
5399	20.7	21.4
5400	20.3	21.3
5401	19.3	21.2
5402	18.9	21.1
5403	18.6	21
5404	18.4	20.9
5405	17.7	20.8
5406	17.4	20.7
5407	17.5	20.6
5408	19.7	20.5
5409	21.8	20.4
5410	23.8	20.4
5411	25.1	20.5
5412	26.4	20.6
5413	27.7	20.8
5414	28.9	21.1
5415	29.6	21.4
5416	29.9	21.6
5417	29.9	21.8
5418	29.3	22
5419	27.9	22
5420	25.8	22.1
5421	24	22
5422	22.6	22
5423	22.2	21.9
5424	21.8	21.8
5425	21.3	21.7
5426	20.8	21.6
5427	19.2	21.5
5428	18.9	21.4
5429	18.2	21.3
5430	17.5	21.2
5431	17.8	21.1
5432	19.8	21
5433	21.9	20.9
5434	23.6	20.9
5435	25.5	20.9
5436	27.4	21
5437	28.4	21.1
5438	29	21.3
5439	29.5	21.5
5440	28.9	21.7
5441	28.2	21.8
5442	28.7	21.9
5443	27.5	21.9
5444	25.5	21.9
5445	24.4	21.8
5446	23.1	21.8
5447	22.8	21.7
5448	21.7	21.6
5449	21.5	21.5
5450	19.1	21.5
5451	18.6	21.4
5452	18.4	21.3
5453	18.6	21.2
5454	19	21.1
5455	18.7	21
5456	17.9	20.9
5457	17.3	20.8
5458	17.6	20.8
5459	17.7	20.7
5460	17.2	20.6
5461	18.2	20.6
5462	18.9	20.5
5463	19.3	20.5
5464	19.1	20.5
5465	19	20.4
5466	18	20.4
5467	17	20.4
5468	16.4	20.3
5469	16.2	20.2
5470	16.1	20.1
5471	15.8	20.1
5472	15.5	20
5473	14	19.9
5474	13.1	19.8
5475	13	19.7
5476	12.9	19.6
5477	12.9	19.5
5478	13	19.5
5479	13.1	19.4
5480	13.9	19.3
5481	14.7	19.3
5482	15.8	19.3
5483	15.8	19.3
5484	16.5	19.4
5485	17.3	19.4
5486	18.5	19.5
5487	18.7	19.7
5488	18.9	19.8
5489	18.7	20
5490	18	20
5491	17.3	20.1
5492	16.4	20.1
5493	15.7	20
5494	14.9	20
5495	14.5	19.9
5496	14.3	19.8
5497	14.2	19.8
5498	14.1	19.7
5499	13.6	19.6
5500	13.5	19.5
5501	13.3	19.4
5502	13	19.4
5503	12.9	19.3
5504	13.7	19.2
5505	14.6	19.1
5506	15.9	19.1
5507	17.1	19.1
5508	17.8	19.1
5509	18.7	19.3
5510	19.7	19.4
5511	20.4	19.6
5512	20.7	19.9
5513	21.1	20
5514	20.5	20.1
5515	18.8	20.2
5516	17.1	20.2
5517	16.2	20.2
5518	15.4	20.1
5519	15.3	20.1
5520	15.1	20
5521	15	19.9
5522	15.1	19.8
5523	14.9	19.7
5524	14.7	19.7
5525	14.4	19.6
5526	14.3	19.5
5527	14.6	19.5
5528	15.5	19.4
5529	16.9	19.4
5530	17.5	19.4
5531	18.1	19.4
5532	18.4	19.4
5533	19.5	19.5
5534	19.8	19.5
5535	20.1	19.6
5536	20.6	19.7
5537	21.3	19.8
5538	21.2	19.9
5539	19.8	20
5540	18.2	20
5541	17.2	20
5542	16.5	20
5543	15.6	19.9
5544	15.7	19.9
5545	15.3	19.8
5546	14.5	19.7
5547	13.8	19.6
5548	13.7	19.6
5549	13.8	19.5
5550	13.8	19.4
5551	14.2	19.3
5552	15.6	19.3
5553	17.5	19.2
5554	18.7	19.2
5555	20.1	19.2
5556	20.5	19.3
5557	21.5	19.5
5558	22.5	19.6
5559	23.2	19.8
5560	23.5	20
5561	23.8	20.1
5562	23.6	20.3
5563	21.7	20.4
5564	20.4	20.4
5565	18.7	20.4
5566	17	20.4
5567	16.1	20.3
5568	15.1	20.2
5569	14.6	20.1
5570	13.6	20
5571	13	19.9
5572	12.8	19.8
5573	12.7	19.6
5574	12.3	19.5
5575	12.6	19.4
5576	14.9	19.3
5577	17.9	19.2
5578	20.2	19.2
5579	22.1	19.2
5580	23.3	19.3
5581	24.7	19.5
5582	25.8	19.7
5583	26.2	19.9
5584	26.5	20.1
5585	26.6	20.3
5586	25.7	20.3
5587	24.8	20.4
5588	22.6	20.4
5589	20.7	20.4
5590	19.1	20.3
5591	18.5	20.2
5592	17.8	20.2
5593	17.4	20.1
5594	15.8	20
5595	16	19.9
5596	16.4	19.8
5597	16	19.8
5598	16.2	19.7
5599	15.9	19.6
5600	16.4	19.5
5601	17.2	19.5
5602	18	19.5
5603	20.1	19.5
5604	21.2	19.5
5605	21.1	19.5
5606	19.8	19.6
5607	18.6	19.7
5608	20.8	19.7
5609	20.7	19.8
5610	19.7	19.8
5611	18.6	19.9
5612	17.7	19.9
5613	16.8	19.9
5614	16.3	19.8
5615	16	19.8
5616	15.4	19.8
5617	15	19.7
5618	14.7	19.7
5619	14.4	19.6
5620	13.9	19.5
5621	13.5	19.5
5622	12.9	19.4
5623	12.5	19.3
5624	13.6	19.2
5625	16.3	19.2
5626	17.4	19.1
5627	18.3	19.1
5628	19.1	19.2
5629	19.9	19.3
5630	20.5	19.5
5631	20.7	19.6
5632	20.1	19.8
5633	19.3	19.9
5634	18.7	19.9
5635	17.7	20
5636	16.7	20
5637	15.8	19.9
5638	15.4	19.9
5639	15.2	19.8
5640	14.8	19.7
5641	14.1	19.6
5642	13.8	19.5
5643	13.5	19.4
5644	13.4	19.3
5645	13.2	19.3
5646	13.2	19.2
5647	13.5	19.1
5648	14.1	19
5649	14.5	18.9
5650	15.8	18.9
5651	16.7	18.8
5652	17.5	18.8
5653	18	18.9
5654	18.2	19
5655	18.5	19.1
5656	18	19.1
5657	17	19.2
5658	16.1	19.2
5659	15.7	19.2
5660	15.2	19.2
5661	15	19.1
5662	14.7	19.1
5663	14.8	19
5664	14.6	18.9
5665	13.9	18.8
5666	13.3	18.8
5667	13	18.7
5668	13	18.6
5669	13	18.5
5670	13.1	18.5
5671	13	18.4
5672	13.3	18.3
5673	13.9	18.3
5674	14.8	18.2
5675	15.3	18.2
5676	15.8	18.2
5677	16	18.2
5678	16.5	18.3
5679	16.8	18.3
5680	17.6	18.3
5681	17.5	18.4
5682	17.8	18.4
5683	17.3	18.5
5684	16.4	18.5
5685	14.8	18.5
5686	13.6	18.5
5687	12.7	18.4
5688	12	18.4
5689	11.4	18.3
5690	10.8	18.2
5691	10.2	18.1
5692	9.7	18
5693	9.4	17.9
5694	9.8	17.8
5695	10.2	17.7
5696	12.3	17.6
5697	14.5	17.6
5698	16.1	17.5
5699	19.1	17.5
5700	20.3	17.6
5701	20.6	17.7
5702	21.4	17.9
5703	21.8	18.1
5704	21.5	18.2
5705	20.6	18.4
5706	19.6	18.5
5707	18.5	18.6
5708	17.2	18.6
5709	15.9	18.6
5710	15.6	18.6
5711	15.1	18.6
5712	14.6	18.5
5713	13.9	18.5
5714	12.8	18.5
5715	12.4	18.4
5716	12.6	18.3
5717	12.6	18.2
5718	13	18.2
5719	13.2	18.1
5720	13.5	18.1
5721	14.2	18
5722	15.1	18
5723	16.5	18
5724	17.4	18
5725	17.9	18.1
5726	18.4	18.2
5727	18.4	18.3
5728	18.6	18.4
5729	18.6	18.5
5730	18.3	18.5
5731	16.9	18.5
5732	15.3	18.5
5733	14.5	18.5
5734	13.9	18.5
5735	13.4	18.4
5736	12.9	18.3
5737	12.4	18.3
5738	11.3	18.2
5739	10.6	18.1
5740	10	18
5741	9.1	17.9
5742	8.3	17.8
5743	8.3	17.6
5744	10.4	17.5
5745	13.5	17.4
5746	15.1	17.4
5747	16	17.4
5748	17	17.4
5749	17.8	17.5
5750	18.2	17.6
5751	17.8	17.8
5752	17.6	17.9
5753	18.2	18
5754	16.9	18
5755	16.1	18.1
5756	15.3	18.1
5757	14.2	18.1
5758	13.7	18
5759	13.2	18
5760	12.6	17.9
5761	12.1	17.9
5762	11.8	17.8
5763	11.3	17.8
5764	10.9	17.7
5765	10.7	17.6
5766	10	17.5
5767	9.8	17.5
5768	11.5	17.4
5769	13.9	17.3
5770	15.3	17.3
5771	16.9	17.3
5772	17.4	17.4
5773	17.6	17.5
5774	17.4	17.6
5775	17.7	17.7
5776	17.5	17.7
5777	17.2	17.8
5778	16.5	17.9
5779	15.4	17.9
5780	14.3	17.9
5781	14.1	17.9
5782	13.8	17.9
5783	13.5	17.8
5784	13.5	17.8
5785	12.9	17.7
5786	11.7	17.7
5787	11.1	17.6
5788	10.3	17.5
5789	9.7	17.4
5790	9.3	17.3
5791	9.2	17.2
5792	11	17.2
5793	13.5	17.1
5794	15.6	17.1
5795	16.6	17.1
5796	18.1	17.1
5797	18.8	17.3
5798	19.3	17.4
5799	19.8	17.5
5800	19.3	17.7
5801	18.6	17.8
5802	17.9	17.8
5803	17.2	17.9
5804	16	17.9
5805	15	17.9
5806	14.1	17.8
5807	13.4	17.8
5808	12.9	17.7
5809	12.6	17.6
5810	11.6	17.6
5811	10.5	17.5
5812	9.9	17.4
5813	9.2	17.3
5814	9.3	17.2
5815	9.8	17.1
5816	11.2	17
5817	14.2	16.9
5818	15.8	16.9
5819	16.5	17
5820	18.1	17
5821	18.7	17.2
5822	19	17.4
5823	19.5	17.6
5824	19.4	17.8
5825	18.9	18
5826	18.2	18
5827	17.2	18
5828	16	18
5829	15	17.9
5830	14.1	17.8
5831	13.1	17.7
5832	12.6	17.6
5833	12	17.4
5834	11.4	17.3
5835	10.6	17.2
5836	9.6	17.1
5837	8.7	16.9
5838	8.9	16.8
5839	8.8	16.7
5840	10.2	16.6
5841	11.8	16.5
5842	13.5	16.5
5843	16.1	16.5
5844	17.6	16.7
5845	18.9	16.9
5846	20.1	17.2
5847	20.9	17.5
5848	21.3	17.8
5849	21.1	18
5850	20.5	18.1
5851	19.1	18.1
5852	17.4	18.1
5853	15.9	18
5854	14.4	17.9
5855	12.8	17.8
5856	11.6	17.7
5857	10.7	17.5
5858	10.1	17.4
5859	9.6	17.2
5860	9.3	17.1
5861	8.7	16.9
5862	8.5	16.8
5863	8.5	16.7
5864	10.7	16.5
5865	13.6	16.5
5866	15.9	16.4
5867	17.9	16.5
5868	19.2	16.7
5869	20.7	17
5870	21.7	17.4
5871	22.7	17.8
5872	23.4	18.1
5873	23.5	18.3
5874	22.9	18.5
5875	21.3	18.5
5876	19.6	18.5
5877	18	18.4
5878	16.4	18.3
5879	14.6	18.2
5880	13.5	18
5881	12.8	17.9
5882	12.3	17.8
5883	12.1	17.6
5884	12	17.5
5885	10.9	17.4
5886	11	17.2
5887	11.6	17.1
5888	13.5	17
5889	15.5	16.9
5890	18	16.9
5891	20.4	17
5892	21.8	17.2
5893	22.6	17.5
5894	23.1	17.8
5895	23.8	18.1
5896	23.9	18.5
5897	23.6	18.7
5898	22.7	18.8
5899	20.2	18.9
5900	19	18.8
5901	17.8	18.8
5902	16.6	18.6
5903	16.1	18.5
5904	15.8	18.4
5905	15.4	18.2
5906	14.7	18.1
5907	13.2	18
5908	13	17.9
5909	12.5	17.7
5910	12	17.6
5911	12	17.5
5912	14.1	17.4
5913	17	17.3
5914	18.8	17.3
5915	20.3	17.4
5916	21.7	17.6
5917	23	17.9
5918	23.8	18.2
5919	24.3	18.6
5920	24.5	18.9
5921	24.1	19.1
5922	22.9	19.2
5923	20.6	19.2
5924	19.1	19.1
5925	17.2	19
5926	16	18.9
5927	15	18.7
5928	14.1	18.6
5929	13.4	18.4
5930	13.1	18.3
5931	12.4	18.1
5932	11.9	18
5933	11.4	17.8
5934	11	17.7
5935	11.3	17.5
5936	13.3	17.4
5937	16.1	17.3
5938	18.8	17.3
5939	20.7	17.3
5940	21.9	17.5
5941	23.2	17.8
5942	24.1	18.2
5943	24.7	18.6
5944	25.1	18.9
5945	24.6	19.1
5946	22.4	19.2
5947	20.9	19.2
5948	19	19.2
5949	17	19.1
5950	16	18.9
5951	15	18.8
5952	14.1	18.6
5953	13.3	18.5
5954	12.8	18.3
5955	12.5	18.2
5956	11.8	18
5957	11.8	17.9
5958	11	17.7
5959	11.4	17.6
5960	13.4	17.4
5961	16.5	17.3
5962	19	17.3
5963	20.8	17.4
5964	22.1	17.6
5965	23.1	17.9
5966	24.2	18.2
5967	24.9	18.6
5968	25.3	19
5969	25.1	19.2
5970	24.3	19.3
5971	22.2	19.3
5972	19.9	19.3
5973	17.5	19.2
5974	16.5	19
5975	15.2	18.9
5976	14.1	18.7
5977	13.2	18.6
5978	12.8	18.4
5979	12.1	18.2
5980	12	18.1
5981	11.4	17.9
5982	11.1	17.8
5983	10.9	17.6
5984	13.1	17.5
5985	16.3	17.4
5986	18.8	17.4
5987	20.4	17.4
5988	21.1	17.6
5989	22.3	17.8
5990	23.2	18
5991	23.9	18.4
5992	24.2	18.7
5993	24.2	18.9
5994	23.7	19.1
5995	21.8	19.1
5996	20	19.1
5997	17.8	19
5998	16.8	18.9
5999	15.5	18.8
6000	14.6	18.7
6001	13.8	18.5
6002	13.3	18.4
6003	12.7	18.2
6004	12.3	18.1
6005	11.8	18
6006	11.3	17.8
6007	11.8	17.7
6008	12.7	17.5
6009	16	17.5
6010	18.5	17.4
6011	20.6	17.5
6012	22	17.6
6013	23	17.9
6014	23.6	18.3
6015	24.6	18.6
6016	25.3	19
6017	25.3	19.2
6018	24.9	19.4
6019	23	19.4
6020	21.7	19.4
6021	21.5	19.3
6022	20.3	19.2
6023	20.3	19.1
6024	19.8	19
6025	19.5	18.9
6026	18.8	18.8
6027	17.5	18.7
6028	15.7	18.6
6029	15.2	18.5
6030	14.5	18.4
6031	14.9	18.3
6032	16.4	18.2
6033	15.9	18.1
6034	16.2	18
6035	18.1	18
6036	18.5	18
6037	19.2	18.1
6038	19.6	18.1
6039	20.5	18.2
6040	21.1	18.3
6041	20.1	18.5
6042	19.2	18.5
6043	18.6	18.6
6044	18.2	18.5
6045	17.4	18.5
6046	17.1	18.4
6047	16.4	18.4
6048	15.7	18.3
6049	15.4	18.2
6050	14.9	18.1
6051	14.9	18.1
6052	14.7	18
6053	14.4	17.9
6054	14.4	17.9
6055	14.5	17.8
6056	15.3	17.8
6057	16.3	17.7
6058	16.9	17.7
6059	18.3	17.7
6060	19.1	17.8
6061	19.2	17.9
6062	18.7	18
6063	18.3	18.1
6064	18.1	18.1
6065	17.2	18.1
6066	17.4	18.1
6067	16.6	18.1
6068	16	18.1
6069	15.5	18
6070	15	18
6071	14.4	17.9
6072	14.2	17.8
6073	14.1	17.7
6074	14.1	17.6
6075	13.9	17.6
6076	13.8	17.5
6077	13.3	17.5
6078	13.1	17.4
6079	12.3	17.3
6080	13.9	17.2
6081	16.7	17.1
6082	18.9	17.1
6083	18.9	17.3
6084	20.2	17.5
6085	20.9	17.8
6086	20.4	18
6087	21	18.3
6088	21.2	18.5
6089	21.1	18.8
6090	20.6	18.9
6091	19.3	18.9
6092	17.6	18.9
6093	16.9	18.8
6094	16.1	18.7
6095	14.9	18.6
6096	14	18.5
6097	13	18.3
6098	12.3	18.2
6099	11.9	18
6100	11.2	17.9
6101	10.7	17.7
6102	10.5	17.6
6103	10.3	17.4
6104	11.3	17.3
6105	14.1	17.2
6106	17	17.1
6107	18.7	17.2
6108	19.5	17.4
6109	20.5	17.7
6110	21.3	17.9
6111	21.4	18.2
6112	22.2	18.5
6113	22.5	18.7
6114	21.7	18.8
6115	19.7	18.8
6116	18	18.8
6117	16.1	18.7
6118	15.6	18.6
6119	14.6	18.5
6120	13.9	18.3
6121	13.3	18.2
6122	12.6	18
6123	12.3	17.9
6124	11.9	17.8
6125	11.2	17.6
6126	10.8	17.4
6127	10.7	17.3
6128	12.4	17.1
6129	15.5	17
6130	18.1	17
6131	20	17.1
6132	21.6	17.3
6133	22.8	17.6
6134	24.1	18
6135	24.5	18.3
6136	25	18.7
6137	24.7	18.9
6138	23.3	19
6139	22.1	19
6140	20.5	19
6141	19.1	18.9
6142	17.4	18.8
6143	16.8	18.7
6144	15.8	18.5
6145	15.7	18.4
6146	15.1	18.3
6147	14.5	18.1
6148	13.7	18
6149	12.9	17.9
6150	12.3	17.7
6151	12.2	17.6
6152	14.4	17.4
6153	17.5	17.4
6154	19.9	17.3
6155	21	17.4
6156	22.2	17.6
6157	22.8	17.8
6158	23.3	18.1
6159	23.3	18.3
6160	23.6	18.4
6161	23.4	18.6
6162	22.5	18.7
6163	21.4	18.7
6164	20	18.7
6165	18.4	18.7
6166	17.7	18.6
6167	17.2	18.6
6168	16.8	18.5
6169	16.4	18.4
6170	16	18.4
6171	16.3	18.3
6172	16.2	18.2
6173	16.2	18.1
6174	16.6	18.1
6175	16.7	18
6176	16.6	18
6177	17.3	17.9
6178	17.2	17.9
6179	18.5	17.9
6180	18.9	17.9
6181	19.3	18
6182	20.6	18.1
6183	21	18.2
6184	22.4	18.3
6185	22	18.3
6186	21.2	18.4
6187	20	18.5
6188	19	18.5
6189	18.4	18.4
6190	17.8	18.4
6191	16.7	18.3
6192	16.3	18.3
6193	15.6	18.2
6194	15.4	18.1
6195	15.2	18.1
6196	15.2	18
6197	15.2	17.9
6198	15	17.9
6199	15.2	17.8
6200	15.3	17.5
6201	15.8	17.5
6202	16.1	17.5
6203	16.7	17.5
6204	17	17.5
6205	17.3	17.6
6206	17.9	17.7
6207	19.4	17.8
6208	19.4	17.9
6209	18	18.1
6210	16.8	18.2
6211	16.5	18.3
6212	16.3	18.3
6213	16.1	18.3
6214	15.4	18.3
6215	14.6	18.2
6216	14.6	18.2
6217	14.2	18.1
6218	13.8	18
6219	13.8	18
6220	13.5	17.9
6221	13.2	17.8
6222	13.4	17.8
6223	13.4	17.7
6224	13.4	17.6
6225	13.5	17.6
6226	13.8	17.6
6227	14.3	17.6
6228	15.4	17.6
6229	16.5	17.6
6230	17.7	17.7
6231	18.5	17.9
6232	19.3	18.1
6233	19.5	18.3
6234	18.7	18.5
6235	17.2	18.5
6236	15.4	18.5
6237	13.8	18.4
6238	12.8	18.3
6239	12.1	18.2
6240	11.5	18
6241	11	17.9
6242	10.5	17.7
6243	9.8	17.5
6244	9.4	17.4
6245	9	17.2
6246	8.6	17.1
6247	8.4	16.9
6248	9.8	16.8
6249	12.8	16.6
6250	14.9	16.6
6251	16.6	16.6
6252	18	16.8
6253	18.6	17
6254	19.6	17.3
6255	20.4	17.6
6256	20.7	17.9
6257	20.5	18.2
6258	19	18.3
6259	17.7	18.4
6260	16.4	18.4
6261	15	18.3
6262	14	18.2
6263	13.5	18.1
6264	12.7	17.9
6265	12.2	17.8
6266	12.1	17.7
6267	12.1	17.6
6268	12.7	17.5
6269	13	17.3
6270	12.6	17
6271	12.1	16.9
6272	11.6	16.8
6273	11.2	16.7
6274	11.3	16.6
6275	11.3	16.5
6276	10.9	16.4
6277	10.5	16.3
6278	10.6	16.2
6279	10.9	16.2
6280	10.7	16.2
6281	11	16.2
6282	11.1	16.2
6283	11.3	16.2
6284	11.2	16.2
6285	11	16.2
6286	11.1	16.2
6287	10.9	16.1
6288	10.8	16.1
6289	10.3	16.1
6290	10.4	16
6291	10.5	16
6292	10.5	15.9
6293	10.4	15.9
6294	10.2	15.8
6295	10.2	15.8
6296	10.3	15.8
6297	10.8	15.7
6298	11.7	15.7
6299	12.2	15.7
6300	12.5	15.8
6301	12.8	15.8
6302	13.1	15.9
6303	13.2	16
6304	13	16.1
6305	13	16.1
6306	13	16.2
6307	12.3	16.3
6308	11.4	16.3
6309	11.3	16.3
6310	11.3	16.3
6311	11.3	16.2
6312	11.2	16.2
6313	11	16.1
6314	10	16.1
6315	9.8	16
6316	9.7	15.9
6317	9.5	15.9
6318	9.1	15.8
6319	9	15.8
6320	9.3	15.7
6321	9.9	15.7
6322	11.1	15.7
6323	13	15.7
6324	15.2	15.8
6325	16.3	15.9
6326	16.6	16.1
6327	17.2	16.3
6328	17	16.5
6329	16.6	16.7
6330	15.8	16.8
6331	14.6	16.8
6332	13.2	16.8
6333	11.7	16.7
6334	10.7	16.6
6335	10	16.5
6336	9.1	16.4
6337	8.3	16.2
6338	7.7	16.1
6339	7	16
6340	6.7	15.8
6341	6.8	15.7
6342	7.3	15.6
6343	7.7	15.5
6344	7.7	15.4
6345	8.1	15.3
6346	9	15.3
6347	9.9	15.3
6348	12.1	15.3
6349	14.6	15.4
6350	15.4	15.5
6351	16.2	15.7
6352	16.5	15.8
6353	16	16
6354	15.3	16.1
6355	14	16.1
6356	12.7	16.1
6357	11.6	16.1
6358	10.7	16
6359	9.5	15.9
6360	8.7	15.8
6361	8.4	15.7
6362	8.9	15.6
6363	8.1	15.5
6364	8.5	15.4
6365	8.7	15.4
6366	9.3	15.3
6367	9.7	15.2
6368	10.3	15.2
6369	11.1	15.2
6370	12.9	15.1
6371	14.5	15.2
6372	16.2	15.3
6373	18.1	15.4
6374	19.7	15.7
6375	20.8	15.9
6376	20.9	16.2
6377	20.6	16.4
6378	19.5	16.5
6379	17.2	16.6
6380	14.8	16.6
6381	14.5	16.6
6382	13.1	16.5
6383	12.5	16.4
6384	11.9	16.3
6385	11.2	16.2
6386	10.6	16.1
6387	9.9	16
6388	9.5	15.9
6389	9.2	15.7
6390	8.8	15.6
6391	8.4	15.5
6392	9.6	15.4
6393	12.7	15.3
6394	15.3	15.2
6395	17.4	15.3
6396	19.2	15.4
6397	20.6	15.6
6398	21.2	15.9
6399	21.6	16.2
6400	21.9	16.5
6401	21.8	16.8
6402	19.5	16.9
6403	17.8	17
6404	16.5	17
6405	15	17
6406	14	16.9
6407	13.3	16.8
6408	12.6	16.7
6409	12.2	16.6
6410	11.5	16.5
6411	11.2	16.4
6412	10.7	16.3
6413	10.3	16.1
6414	10.1	16
6415	10	15.9
6416	10.5	15.8
6417	13.1	15.7
6418	15.7	15.7
6419	17.8	15.7
6420	19.4	15.8
6421	20.5	16
6422	21.5	16.2
6423	21.5	16.5
6424	22.1	16.7
6425	21.9	16.9
6426	21	17.1
6427	19.8	17.2
6428	18.8	17.2
6429	18.1	17.2
6430	18	17.2
6431	17.1	17.2
6432	16	17.1
6433	15.1	17.1
6434	14.4	17
6435	13.9	17
6436	13.5	16.9
6437	13.6	16.8
6438	14.2	16.7
6439	15.4	16.6
6440	15.7	16.6
6441	16.6	16.5
6442	17.1	16.5
6443	17.2	16.5
6444	16.3	16.5
6445	16.8	16.5
6446	17.7	16.5
6447	18.5	16.6
6448	19.2	16.8
6449	19.4	16.9
6450	18.1	17
6451	16.7	17
6452	16	17.1
6453	15.6	17.1
6454	14.8	17
6455	14.2	17
6456	13.5	16.9
6457	13	16.8
6458	12.5	16.8
6459	12.6	16.7
6460	12.7	16.6
6461	11.8	16.5
6462	10.7	16.4
6463	10.5	16.3
6464	11.1	16.2
6465	13.5	16.1
6466	15.8	16.1
6467	16.8	16.1
6468	17.6	16.1
6469	18.2	16.3
6470	19.2	16.4
6471	19.5	16.6
6472	20.1	16.8
6473	20.1	16.9
6474	19.2	17
6475	17.9	17.1
6476	17.4	17.1
6477	16.2	17.1
6478	16.2	17
6479	16.1	17
6480	15.6	16.9
6481	14	16.9
6482	13.3	16.8
6483	13	16.8
6484	13.1	16.7
6485	12.9	16.7
6486	12.7	16.6
6487	12.5	16.6
6488	12.3	16.5
6489	13	16.5
6490	13.7	16.5
6491	14.9	16.4
6492	15.7	16.5
6493	16.1	16.6
6494	16.6	16.7
6495	16.6	16.8
6496	16.8	16.9
6497	16.5	17
6498	15.6	17.1
6499	14.5	17.1
6500	14.2	17.1
6501	13.9	17.1
6502	13.5	17
6503	13.6	17
6504	13.7	16.9
6505	14.1	16.9
6506	13.5	16.8
6507	12.5	16.7
6508	12.3	16.6
6509	12.2	16.5
6510	12.2	16.4
6511	12.6	16.4
6512	12.2	16.3
6513	13.6	16.2
6514	14.4	16.1
6515	15.3	16.1
6516	15.7	16.2
6517	16.8	16.2
6518	17.5	16.3
6519	17.6	16.4
6520	17.3	16.5
6521	16.3	16.5
6522	15	16.5
6523	13.5	16.5
6524	12.6	16.5
6525	12.3	16.4
6526	12	16.3
6527	11.9	16.3
6528	11.5	16.2
6529	11.4	16.2
6530	10.9	16.1
6531	10.3	16.1
6532	9.7	16
6533	9.5	15.9
6534	8.8	15.9
6535	8	15.8
6536	8	15.7
6537	10	15.6
6538	11.6	15.5
6539	12.6	15.5
6540	13.6	15.5
6541	14.3	15.7
6542	14.6	15.8
6543	14.8	16
6544	14.9	16.1
6545	15	16.3
6546	13.9	16.4
6547	12.2	16.4
6548	10.6	16.3
6549	9.4	16.3
6550	8.3	16.1
6551	7.8	16
6552	7.1	15.9
6553	6.6	15.7
6554	6.2	15.6
6555	5.9	15.4
6556	5.4	15.3
6557	5.4	15.2
6558	5.1	15
6559	5	14.9
6560	6.1	14.8
6561	9.1	14.6
6562	12	14.6
6563	13.9	14.6
6564	15.6	14.6
6565	17.1	14.8
6566	18.9	15
6567	19.6	15.3
6568	19.6	15.5
6569	19.1	15.7
6570	17.6	15.8
6571	15.8	15.8
6572	15	15.9
6573	15.5	15.8
6574	15.5	15.8
6575	15	15.7
6576	14.9	15.7
6577	15.3	15.6
6578	15.6	15.6
6579	14.5	15.6
6580	13.5	15.5
6581	13.2	15.5
6582	12.7	15.4
6583	12.8	15.4
6584	13.5	15.4
6585	14.9	15.3
6586	17.2	15.3
6587	18.1	15.3
6588	18.9	15.4
6589	19.7	15.5
6590	20.2	15.7
6591	20	15.9
6592	20.7	16
6593	20	16.2
6594	19.1	16.3
6595	17.7	16.3
6596	16.1	16.3
6597	14.4	16.3
6598	13.3	16.2
6599	12.9	16.1
6600	12.5	16.1
6601	12.1	16
6602	11.9	15.9
6603	11.6	15.8
6604	11.6	15.8
6605	11.3	15.7
6606	11	15.6
6607	10.9	15.6
6608	11.1	15.5
6609	12.7	15.4
6610	13.9	15.4
6611	14.9	15.4
6612	15.9	15.4
6613	18.6	15.4
6614	19.6	15.5
6615	19.1	15.7
6616	18.1	15.8
6617	17.1	15.9
6618	16	16
6619	15.2	16
6620	13.5	16
6621	11.8	16
